,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,GRUPO NATURA,NATURA &CO HOLDING S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Gestão de participações societárias em sociedades que desenvolvam suas atividades principais no ramo de beleza.,"R$ 227,83 M",Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,"IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, IVBX, MLCX"
