,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 2,83 B","R$ 12,00 B","- R$ 9,75 B","- R$ 678,72 M"
1,31/03/2024,"- R$ 2,49 B","R$ 12,25 B","- R$ 7,59 B","R$ 1,97 B"
2,31/12/2023,"- R$ 2,35 B","R$ 9,95 B","- R$ 7,76 B","- R$ 444,77 M"
3,30/09/2023,"- R$ 1,37 B","R$ 9,33 B","- R$ 7,83 B","R$ 40,19 M"
4,30/06/2023,"R$ 165,45 M","- R$ 910,08 M","R$ 27,14 M","- R$ 768,77 M"
5,31/03/2023,"R$ 240,19 M","- R$ 906,46 M","- R$ 259,57 M","- R$ 814,02 M"
6,31/12/2022,"R$ 671,54 M","- R$ 771,79 M","R$ 598,47 M","R$ 188,46 M"
7,30/09/2022,"R$ 696,74 M","- R$ 225,53 M","R$ 13,40 M","R$ 197,89 M"
8,30/06/2022,"- R$ 24,24 M","R$ 1,18 B","- R$ 2,53 B","- R$ 1,46 B"
9,31/03/2022,"- R$ 96,30 M","- R$ 631,90 M","R$ 44,91 M","- R$ 1,29 B"
10,31/12/2021,"- R$ 114,17 M","- R$ 652,04 M","- R$ 1,25 B","- R$ 1,81 B"
11,30/09/2021,"- R$ 231,88 M","- R$ 411,68 M","- R$ 985,88 M","- R$ 2,01 B"
12,30/06/2021,"R$ 1,24 B","- R$ 1,91 B","R$ 988,65 M","- R$ 315,32 M"
13,31/03/2021,"R$ 1,97 B","- R$ 1,38 B","R$ 707,84 M","R$ 1,21 B"
14,31/12/2020,"R$ 1,29 B","R$ 679,09 M","- R$ 777,64 M","R$ 1,31 B"
15,30/09/2020,"R$ 872,71 M","R$ 135,97 M","R$ 2,47 B","R$ 4,15 B"
16,30/06/2020,"- R$ 269,19 M","R$ 352,82 M","R$ 3,10 B","R$ 3,94 B"
17,31/03/2020,"- R$ 245,21 M","R$ 1,17 B","R$ 751,75 M","R$ 2,24 B"
18,31/12/2019,"R$ 1,30 B","- R$ 314,35 M","R$ 2,31 B","R$ 3,30 B"
19,30/09/2019,"R$ 5,48 M","R$ 5,48 M","R$ 5,48 M","R$ 5,48 M"
20,30/06/2019,"R$ 5,48 M","R$ 5,48 M","R$ 5,48 M","R$ 5,48 M"
21,31/03/2019,"R$ 5,48 M","R$ 5,48 M","R$ 5,48 M","R$ 5,48 M"
