,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 260,00 M","- R$ 111,00 M","- R$ 850,00 M","- R$ 693,00 M"
1,31/03/2024,"- R$ 17,00 M","R$ 5,53 B","- R$ 4,88 B","R$ 636,00 M"
2,31/12/2023,"R$ 249,00 M","R$ 1,46 B","- R$ 622,00 M","R$ 1,09 B"
3,30/09/2023,"- R$ 5,00 M","R$ 2,70 B","- R$ 3,36 B","- R$ 658,00 M"
4,30/06/2023,"R$ 159,00 M","R$ 1,06 B","R$ 42,00 M","R$ 1,26 B"
5,31/03/2023,"- R$ 105,00 M","R$ 1,41 B","- R$ 1,49 B","- R$ 184,00 M"
6,31/12/2022,"- R$ 137,00 M","R$ 2,08 B","- R$ 1,99 B","- R$ 66,00 M"
7,30/09/2022,"R$ 361,00 M","- R$ 1,29 B","R$ 2,31 B","R$ 1,37 B"
8,30/06/2022,"- R$ 313,00 M","- R$ 229,00 M","R$ 255,00 M","- R$ 286,00 M"
9,31/03/2022,"- R$ 45,00 M","R$ 1,57 B","- R$ 1,94 B","- R$ 425,00 M"
10,31/12/2021,"R$ 438,00 M","R$ 952,00 M","- R$ 30,00 M","R$ 1,36 B"
11,30/09/2021,"R$ 403,00 M","- R$ 1,80 B","- R$ 1,16 B","- R$ 2,55 B"
12,30/06/2021,"R$ 256,00 M","- R$ 2,00 M","R$ 2,28 B","R$ 2,53 B"
13,31/03/2021,"R$ 283,00 M","R$ 948,00 M","- R$ 1,58 B","- R$ 346,00 M"
14,31/12/2020,"R$ 523,00 M","- R$ 1,11 B","R$ 878,00 M","R$ 287,00 M"
15,30/09/2020,"R$ 713,00 M","- R$ 43,00 M","- R$ 701,00 M","- R$ 30,00 M"
16,30/06/2020,"R$ 118,00 M","- R$ 143,00 M","R$ 224,00 M","R$ 206,00 M"
17,31/03/2020,"- R$ 8,00 M","R$ 3,55 B","- R$ 3,49 B","R$ 55,00 M"
18,31/12/2019,"R$ 525,00 M","R$ 339,00 M","- R$ 527,00 M","R$ 338,00 M"
19,30/09/2019,"R$ 357,00 M","R$ 2,93 B","- R$ 3,47 B","- R$ 174,00 M"
20,30/06/2019,"- R$ 136,00 M","- R$ 30,00 M","R$ 495,00 M","R$ 328,00 M"
21,31/03/2019,"R$ 56,00 M","R$ 6,20 B","- R$ 6,80 B","- R$ 544,00 M"
22,31/12/2018,"R$ 148,00 M","R$ 174,00 M","- R$ 150,00 M","R$ 167,00 M"
23,30/09/2018,"R$ 29,00 M","R$ 2,12 B","- R$ 1,91 B","R$ 237,00 M"
24,30/06/2018,"- R$ 839,00 M","R$ 662,00 M","R$ 467,00 M","R$ 295,00 M"
25,31/03/2018,"R$ 0,00","R$ 5,39 B","- R$ 4,89 B","R$ 504,00 M"
26,31/12/2017,"R$ 96,00 M","R$ 66,00 M","- R$ 42,00 M","R$ 122,00 M"
27,30/09/2017,"R$ 1,76 B","- R$ 2,04 B","- R$ 549,00 M","- R$ 835,00 M"
28,30/06/2017,"- R$ 1,18 B","R$ 43,00 M","R$ 458,00 M","- R$ 676,00 M"
29,31/03/2017,"- R$ 4,00 M","R$ 2,63 B","- R$ 2,45 B","R$ 173,00 M"
30,31/12/2016,"R$ 174,00 M","R$ 0,00","- R$ 33,00 M","R$ 139,00 M"
31,30/09/2016,"R$ 46,00 M","R$ 705,00 M","- R$ 813,00 M","- R$ 61,00 M"
32,30/06/2016,"R$ 243,00 M","- R$ 17,00 M","R$ 373,00 M","R$ 595,00 M"
33,31/03/2016,"R$ 12,00 M","R$ 1,60 B","- R$ 2,03 B","- R$ 413,00 M"
34,31/12/2015,"R$ 293,00 M","- R$ 37,00 M","- R$ 200,00 M","R$ 56,00 M"
35,30/09/2015,"R$ 132,00 M","R$ 616,00 M","- R$ 578,00 M","R$ 173,00 M"
36,30/06/2015,"R$ 256,00 M","- R$ 106,00 M","- R$ 195,00 M","- R$ 46,00 M"
37,31/03/2015,"R$ 305,00 M","R$ 1,50 B","- R$ 1,71 B","R$ 94,00 M"
38,31/12/2014,"- R$ 22,00 M","R$ 31,00 M","- R$ 16,00 M","R$ 8,00 M"
39,30/09/2014,"R$ 242,00 M","R$ 543,00 M","- R$ 686,00 M","R$ 84,00 M"
40,30/06/2014,"R$ 148,00 M","- R$ 7,00 M","- R$ 240,00 M","- R$ 99,00 M"
41,31/03/2014,"R$ 437,00 M","R$ 677,00 M","- R$ 749,00 M","R$ 365,00 M"
42,31/12/2013,"R$ 229,00 M","- R$ 40,00 M","R$ 3,00 M","R$ 193,00 M"
43,30/09/2013,"R$ 78,00 M","R$ 251,00 M","- R$ 418,00 M","- R$ 89,00 M"
44,30/06/2013,"R$ 411,00 M","R$ 77,00 M","- R$ 553,00 M","- R$ 64,00 M"
45,31/03/2013,"- R$ 200,00 M","R$ 859,00 M","- R$ 882,00 M","- R$ 223,00 M"
46,31/12/2012,"R$ 4,80 B","- R$ 9,09 B","R$ 651,00 M","- R$ 3,53 B"
47,30/09/2012,"R$ 1,64 B","- R$ 4,92 B","R$ 3,59 B","R$ 628,00 M"
48,30/06/2012,"- R$ 3,13 B","- R$ 2,16 B","- R$ 1,12 B","- R$ 6,06 B"
49,31/03/2012,"R$ 16,30 B","- R$ 2,58 B","- R$ 431,00 M","R$ 13,08 B"
50,31/12/2011,"- R$ 2,99 B","- R$ 1,33 B","R$ 329,00 M","- R$ 3,90 B"
51,30/09/2011,"R$ 8,10 B","- R$ 483,00 M","- R$ 1,17 B","R$ 7,24 B"
52,30/06/2011,"- R$ 2,18 B","- R$ 291,00 M","R$ 1,01 B","- R$ 1,55 B"
53,31/03/2011,"- R$ 4,66 B","R$ 957,00 M","- R$ 984,00 M","- R$ 4,69 B"
