,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"33,65%","16,99%","50,98%","25,74%","15,45%","10,11%","50,98%","16,92%","23,92%","31,49%","0,60","1,50","0,50","-0,63"
1,30/06/2024,"31,84%","16,51%","48,24%","25,02%","16,92%","10,80%","50,83%","17,85%","23,88%","31,53%","0,60","1,51","0,51","-0,42"
2,31/03/2024,"31,30%","16,08%","47,43%","24,36%","17,06%","10,71%","50,66%","18,25%","23,47%","31,17%","0,59","1,55","0,55","-0,36"
3,31/12/2023,"36,56%","17,38%","55,40%","26,34%","17,69%","10,51%","50,72%","18,19%","23,38%","30,93%","0,58","1,68","0,68","-0,51"
4,30/09/2023,"31,26%","16,29%","47,36%","24,69%","16,72%","10,62%","50,30%","18,29%","22,59%","29,99%","0,58","1,53","0,53","-0,55"
5,30/06/2023,"29,62%","15,58%","44,89%","23,61%","16,55%","10,45%","49,95%","17,26%","21,50%","28,70%","0,61","1,57","0,57","-0,34"
6,31/03/2023,"34,42%","17,57%","52,16%","26,62%","18,68%","11,57%","49,71%","18,03%","22,46%","29,38%","0,64","1,59","0,59","-0,35"
7,31/12/2022,"35,47%","16,86%","53,75%","25,55%","17,49%","10,43%","49,29%","18,14%","22,15%","29,02%","0,58","1,68","0,68","-0,48"
8,30/09/2022,"30,87%","15,93%","46,78%","24,14%","15,10%","9,69%","49,47%","16,57%","21,95%","28,72%","0,58","1,58","0,58","-0,65"
9,30/06/2022,"31,92%","16,63%","48,36%","25,20%","17,17%","10,88%","49,91%","17,60%","22,47%","29,28%","0,62","1,58","0,58","-0,49"
10,31/03/2022,"31,54%","16,22%","47,79%","24,57%","16,40%","10,09%","50,27%","18,03%","22,97%","29,91%","0,56","1,61","0,61","-0,44"
11,31/12/2021,"37,62%","18,20%","57,00%","27,58%","17,17%","10,12%","51,05%","17,39%","23,29%","30,31%","0,58","1,68","0,68","-0,61"
12,30/09/2021,"42,36%","20,15%","64,18%","30,53%","20,32%","12,47%","51,93%","22,84%","27,80%","35,09%","0,55","1,56","0,56","-0,61"
13,30/06/2021,"40,86%","19,69%","61,91%","29,83%","19,71%","12,00%","52,59%","21,91%","28,38%","35,88%","0,55","1,58","0,58","-0,43"
14,31/03/2021,"38,62%","18,38%","58,51%","27,84%","18,35%","11,36%","52,95%","20,69%","27,05%","35,12%","0,55","1,63","0,63","-0,56"
