,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 22,01 B","R$ 4,84 B","R$ 3,62 B","- R$ 1,42 B","R$ 5,04 B","R$ 2,32 B","R$ 0,78",18
1,31/03/2024,"R$ 21,63 B","R$ 4,77 B","R$ 3,54 B","- R$ 1,42 B","R$ 4,95 B","R$ 2,16 B","R$ 0,73",18
2,31/12/2023,"R$ 21,48 B","R$ 4,90 B","R$ 3,69 B","- R$ 1,38 B","R$ 5,08 B","R$ 2,26 B","R$ 0,76",18
3,30/09/2023,"R$ 22,57 B","R$ 4,80 B","R$ 3,12 B","- R$ 1,41 B","R$ 4,54 B","R$ 2,00 B","R$ 0,67",18
4,30/06/2023,"R$ 21,97 B","R$ 4,75 B","R$ 3,32 B","- R$ 1,37 B","R$ 4,69 B","R$ 1,93 B","R$ 0,70",18
5,31/03/2023,"R$ 21,87 B","R$ 5,02 B","R$ 2,96 B","- R$ 1,33 B","R$ 4,29 B","R$ 1,07 B","R$ 0,39",18
6,31/12/2022,"R$ 21,93 B","R$ 5,00 B","R$ 2,92 B","- R$ 1,30 B","R$ 4,22 B","R$ 1,11 B","R$ 0,41",18
7,30/09/2022,"R$ 22,89 B","R$ 4,82 B","R$ 2,98 B","- R$ 1,27 B","R$ 4,26 B","R$ 878,37 M","R$ 0,32",18
8,30/06/2022,"R$ 24,42 B","R$ 4,87 B","R$ 4,70 B","- R$ 1,21 B","R$ 5,91 B","R$ 3,34 B","R$ 1,22",18
9,31/03/2022,"R$ 24,59 B","R$ 5,01 B","R$ 5,57 B","- R$ 1,15 B","R$ 6,72 B","R$ 4,83 B","R$ 1,77",18
10,31/12/2021,"R$ 23,98 B","R$ 4,86 B","R$ 5,45 B","- R$ 1,08 B","R$ 6,53 B","R$ 4,95 B","R$ 1,81",18
11,30/09/2021,"R$ 23,05 B","R$ 5,04 B","R$ 5,85 B","- R$ 1,04 B","R$ 6,89 B","R$ 5,66 B","R$ 2,07",18
12,30/06/2021,"R$ 20,40 B","R$ 5,12 B","R$ 4,23 B","- R$ 1,03 B","R$ 5,26 B","R$ 3,52 B","R$ 1,29",18
13,31/03/2021,"R$ 19,55 B","R$ 5,43 B","R$ 4,45 B","- R$ 1,02 B","R$ 5,47 B","R$ 4,18 B","R$ 1,53",18
14,31/12/2020,"R$ 18,63 B","R$ 5,29 B","R$ 4,25 B","- R$ 1,01 B","R$ 5,26 B","R$ 3,90 B","R$ 1,43",18
15,30/09/2020,"R$ 17,68 B","R$ 5,24 B","R$ 3,86 B","- R$ 1,16 B","R$ 5,02 B","R$ 3,38 B","R$ 12,34",18
16,30/06/2020,"R$ 17,50 B","R$ 5,29 B","R$ 4,02 B","- R$ 1,18 B","R$ 5,19 B","R$ 3,26 B","R$ 11,92",18
17,31/03/2020,"R$ 16,50 B","R$ 4,48 B","R$ 3,19 B","- R$ 1,16 B","R$ 4,35 B","R$ 2,00 B","R$ 7,32",18
18,31/12/2019,"R$ 16,24 B","R$ 4,48 B","R$ 3,19 B","- R$ 1,09 B","R$ 4,28 B","R$ 1,99 B","R$ 7,27",18
19,30/09/2019,"R$ 15,50 B","R$ 4,23 B","R$ 2,97 B","- R$ 934,01 M","R$ 3,91 B","R$ 1,70 B","R$ 6,22",18
20,30/06/2019,"R$ 15,54 B","R$ 3,83 B","R$ 2,70 B","- R$ 865,40 M","R$ 3,56 B","R$ 1,56 B","R$ 5,69",18
21,31/03/2019,"R$ 15,48 B","R$ 3,71 B","R$ 2,66 B","- R$ 794,74 M","R$ 3,45 B","R$ 1,56 B","R$ 5,69",18
22,31/12/2018,"R$ 14,93 B","R$ 3,43 B","R$ 2,39 B","- R$ 749,18 M","R$ 3,14 B","R$ 1,41 B","R$ 5,14",18
23,30/09/2018,"R$ 15,17 B","R$ 3,40 B","R$ 2,17 B","- R$ 736,76 M","R$ 2,91 B","R$ 1,11 B","R$ 4,05",18
24,30/06/2018,"R$ 14,51 B","R$ 3,35 B","R$ 2,03 B","- R$ 731,57 M","R$ 2,76 B","R$ 1,16 B","R$ 4,25",18
25,31/03/2018,"R$ 14,08 B","R$ 3,19 B","R$ 1,91 B","- R$ 725,73 M","R$ 2,63 B","R$ 955,56 M","R$ 3,49",18
26,31/12/2017,"R$ 14,02 B","R$ 3,36 B","R$ 2,14 B","- R$ 731,60 M","R$ 2,87 B","R$ 1,03 B","R$ 3,78",18
27,30/09/2017,"R$ 13,41 B","R$ 2,75 B","R$ 1,80 B","- R$ 725,58 M","R$ 2,52 B","R$ 943,83 M","R$ 3,45",18
28,30/06/2017,"R$ 12,68 B","R$ 2,46 B","R$ 1,59 B","- R$ 722,74 M","R$ 2,31 B","R$ 412,98 M","R$ 1,51",18
29,31/03/2017,"R$ 13,32 B","R$ 3,31 B","R$ 2,51 B","- R$ 712,34 M","R$ 3,22 B","R$ 1,24 B","R$ 4,52",18
30,31/12/2016,"R$ 13,10 B","R$ 2,87 B","R$ 2,04 B","- R$ 708,30 M","R$ 2,75 B","R$ 958,65 M","R$ 3,50",18
