,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 175,87 M","R$ 127,59 M","R$ 6,14",9.192.000,11.592.000,11.592.000,20.784.000,0,0,0,0,9.192.000,11.592.000,20.784.000,398
1,31/03/2024,"R$ 171,49 M","R$ 125,06 M","R$ 6,02",9.192.000,11.592.000,11.592.000,20.784.000,0,0,0,0,9.192.000,11.592.000,20.784.000,398
2,31/12/2023,"R$ 170,53 M","R$ 120,47 M","R$ 5,80",9.192.000,11.592.000,11.592.000,20.784.000,0,0,0,0,9.192.000,11.592.000,20.784.000,398
3,30/09/2023,"R$ 165,81 M","R$ 120,72 M","R$ 5,81",9.192.000,11.592.000,11.592.000,20.784.000,0,0,0,0,9.192.000,11.592.000,20.784.000,398
4,30/06/2023,"R$ 161,73 M","R$ 116,22 M","R$ 5,59",9.192.000,11.592.000,11.592.000,20.784.000,0,0,0,0,9.192.000,11.592.000,20.784.000,398
5,31/03/2023,"R$ 155,16 M","R$ 110,59 M","R$ 21,28",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
6,31/12/2022,"R$ 155,39 M","R$ 106,33 M","R$ 20,46",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
7,30/09/2022,"R$ 153,08 M","R$ 107,81 M","R$ 20,75",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
8,30/06/2022,"R$ 151,10 M","R$ 104,48 M","R$ 20,11",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
9,31/03/2022,"R$ 151,81 M","R$ 102,32 M","R$ 19,69",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
10,31/12/2021,"R$ 156,28 M","R$ 97,55 M","R$ 18,77",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
11,30/09/2021,"R$ 159,23 M","R$ 102,31 M","R$ 19,69",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
12,30/06/2021,"R$ 151,41 M","R$ 96,31 M","R$ 18,54",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
13,31/03/2021,"R$ 151,17 M","R$ 95,32 M","R$ 18,34",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
14,31/12/2020,"R$ 153,31 M","R$ 94,26 M","R$ 18,14",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
15,30/09/2020,"R$ 155,80 M","R$ 96,83 M","R$ 18,64",2.298.000,2.898.000,2.898.000,5.196.000,0,0,0,0,2.298.000,2.898.000,5.196.000,398
