,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"11,43%","13,60%","17,31%","20,60%","13,52%","9,72%","29,96%","11,57%","17,11%","27,31%","0,84","1,38","0,38","-0,20"
1,31/03/2024,"14,03%","16,59%","21,26%","25,13%","17,02%","12,13%","31,77%","13,52%","19,69%","29,48%","0,90","1,37","0,37","-0,13"
2,31/12/2023,"14,60%","17,42%","22,12%","26,39%","17,39%","11,90%","31,76%","13,54%","19,72%","29,44%","0,88","1,42","0,42","-0,26"
3,30/09/2023,"13,00%","15,03%","19,70%","22,78%","14,67%","10,33%","31,63%","11,58%","17,73%","28,34%","0,89","1,37","0,37","-0,21"
4,30/06/2023,"11,91%","13,76%","18,04%","20,84%","14,02%","9,70%","30,07%","10,86%","16,81%","27,26%","0,89","1,39","0,39","-0,09"
5,31/03/2023,"10,36%","12,06%","15,70%","18,27%","10,49%","7,07%","28,58%","7,88%","14,45%","24,93%","0,90","1,40","0,40","-0,04"
6,31/12/2022,"11,00%","12,96%","16,66%","19,64%","11,51%","7,18%","27,85%","8,16%","14,28%","25,15%","0,88","1,46","0,46","-0,12"
7,30/09/2022,"11,84%","14,63%","17,94%","22,17%","8,26%","5,31%","27,26%","6,18%","15,07%","26,43%","0,86","1,42","0,42","-0,04"
8,30/06/2022,"12,70%","15,51%","19,24%","23,50%","11,54%","7,34%","29,71%","7,95%","16,02%","27,78%","0,92","1,45","0,45","0,11"
9,31/03/2022,"14,52%","17,56%","21,99%","26,61%","17,20%","10,84%","31,54%","11,84%","18,71%","30,24%","0,92","1,48","0,48","0,13"
10,31/12/2021,"13,17%","16,00%","19,96%","24,24%","15,26%","9,38%","31,59%","10,96%","18,05%","29,89%","0,86","1,60","0,60","0,06"
11,30/09/2021,"11,05%","13,26%","16,75%","20,09%","15,95%","9,91%","30,45%","12,56%","16,81%","28,98%","0,79","1,56","0,56","-0,26"
12,30/06/2021,"8,05%","9,57%","12,19%","14,50%","10,95%","6,52%","27,38%","10,53%","15,87%","28,90%","0,62","1,57","0,57","-0,03"
13,31/03/2021,"6,68%","7,90%","10,12%","11,97%","9,04%","5,30%","25,83%","8,79%","14,44%","28,69%","0,60","1,59","0,59","0,07"
14,31/12/2020,"5,90%","6,98%","8,93%","10,58%","8,31%","4,46%","24,63%","8,05%","12,85%","27,76%","0,55","1,63","0,63","0,12"
15,30/09/2020,"5,65%","6,85%","8,56%","10,38%","10,20%","6,11%","25,66%","10,41%","12,98%","28,64%","0,59","1,61","0,61","0,19"
16,30/06/2020,"7,04%","8,53%","10,67%","12,92%","13,04%","7,50%","28,07%","12,02%","15,15%","29,97%","0,62","1,68","0,68","0,42"
17,31/03/2020,"6,78%","8,10%","10,27%","12,27%","12,30%","6,90%","26,75%","10,96%","14,26%","28,79%","0,63","1,71","0,71","0,72"
18,31/12/2019,"7,57%","9,13%","11,47%","13,83%","12,35%","6,67%","27,46%","10,90%","15,69%","29,71%","0,61","1,86","0,86","0,73"
19,30/09/2019,"5,39%","6,30%","8,17%","9,55%","4,70%","2,77%","28,71%","4,18%","10,89%","23,78%","0,66","1,67","0,67","0,87"
20,30/06/2019,"5,80%","6,72%","8,79%","10,18%","5,62%","3,18%","28,69%","4,71%","11,68%","24,08%","0,68","1,74","0,74","0,98"
21,31/03/2019,"7,69%","8,95%","11,65%","13,57%","8,54%","4,69%","31,50%","6,57%","14,87%","26,72%","0,71","1,78","0,78","0,93"
22,31/12/2018,"6,43%","7,46%","9,74%","11,31%","6,16%","3,34%","30,29%","4,80%","12,51%","24,63%","0,70","1,85","0,85","0,94"
23,30/09/2018,"7,05%","8,21%","10,69%","12,44%","9,04%","4,98%","27,73%","7,82%","15,29%","28,56%","0,64","1,69","0,69","0,91"
24,30/06/2018,"5,53%","6,39%","8,38%","9,68%","5,26%","2,87%","27,27%","4,74%","12,68%","27,29%","0,61","1,76","0,76","1,26"
25,31/03/2018,"3,93%","4,52%","5,95%","6,85%","2,22%","1,19%","25,55%","2,07%","9,54%","25,42%","0,57","1,82","0,82","1,56"
26,31/12/2017,"4,66%","5,30%","7,06%","8,02%","3,92%","2,07%","27,58%","3,80%","11,97%","28,16%","0,55","1,84","0,84","1,47"
27,30/09/2017,"5,84%","6,59%","8,85%","9,98%","6,40%","3,51%","28,47%","6,45%","15,25%","31,33%","0,54","1,81","0,81","1,41"
28,30/06/2017,"6,97%","7,99%","10,56%","12,10%","8,63%","4,56%","30,20%","8,48%","17,89%","33,38%","0,54","1,83","0,83","1,42"
29,31/03/2017,"6,72%","7,73%","10,19%","11,71%","8,87%","4,66%","30,25%","8,75%","17,72%","33,15%","0,53","1,87","0,87","1,57"
30,31/12/2016,"6,28%","7,23%","9,52%","10,96%","9,71%","5,16%","29,56%","9,64%","16,53%","32,29%","0,54","1,89","0,89","1,77"
31,30/09/2016,"5,82%","6,64%","8,82%","10,06%","9,30%","5,19%","28,54%","9,87%","15,44%","31,34%","0,53","1,82","0,82","1,86"
32,30/06/2016,"5,67%","6,47%","8,59%","9,81%","9,79%","5,29%","27,99%","10,35%","15,48%","31,49%","0,51","1,89","0,89","1,82"
33,31/03/2016,"6,07%","6,94%","9,20%","10,52%","11,36%","6,04%","27,98%","12,20%","17,42%","33,58%","0,49","1,91","0,91","1,86"
34,31/12/2015,"5,82%","6,93%","8,82%","10,50%","9,80%","5,47%","26,60%","11,36%","16,85%","33,68%","0,48","1,88","0,88","1,92"
35,30/09/2015,"5,54%","6,43%","8,39%","9,74%","8,02%","4,69%","27,63%","10,20%","16,53%","33,74%","0,46","1,79","0,79","1,77"
36,30/06/2015,"4,13%","4,85%","6,26%","7,35%","6,44%","3,80%","25,18%","8,70%","13,23%","31,46%","0,44","1,85","0,85","2,20"
37,31/03/2015,"3,01%","3,54%","4,56%","5,36%","4,68%","2,69%","25,17%","6,39%","9,96%","28,83%","0,42","1,88","0,88","2,62"
38,31/12/2014,"3,75%","4,47%","5,68%","6,77%","4,82%","2,88%","27,07%","6,41%","11,33%","29,41%","0,45","1,79","0,79","1,77"
39,30/09/2014,"3,29%","3,88%","4,98%","5,88%","3,95%","2,42%","28,05%","5,41%","10,33%","28,75%","0,45","1,71","0,71","1,62"
40,30/06/2014,"3,60%","4,25%","5,45%","6,44%","4,56%","2,74%","28,74%","6,14%","11,70%","30,94%","0,45","1,69","0,69","1,47"
41,31/03/2014,"4,09%","4,96%","6,19%","7,51%","5,38%","3,29%","28,12%","7,16%","12,73%","32,69%","0,46","1,74","0,74","1,52"
