,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 8,74 M","- R$ 6,38 M","- R$ 1,07 M","R$ 1,29 M",398
1,31/03/2024,"R$ 2,86 M","- R$ 7,54 M","- R$ 1,08 M","- R$ 5,76 M",398
2,31/12/2023,"R$ 5,67 M","- R$ 2,09 M","- R$ 2,18 M","R$ 1,40 M",398
3,30/09/2023,"R$ 10,71 M","- R$ 6,02 M","- R$ 1,38 M","R$ 3,31 M",398
4,30/06/2023,"R$ 12,00 M","- R$ 9,93 M","- R$ 1,66 M","R$ 418,00 mil",398
5,31/03/2023,"R$ 3,98 M","- R$ 6,67 M","- R$ 2,15 M","- R$ 4,83 M",398
6,31/12/2022,"R$ 9,71 M","- R$ 6,84 M","- R$ 2,14 M","R$ 732,00 mil",398
7,30/09/2022,"R$ 8,46 M","- R$ 2,49 M","- R$ 2,18 M","R$ 3,79 M",398
8,30/06/2022,"R$ 8,13 M","- R$ 5,00 M","- R$ 2,32 M","R$ 815,00 mil",398
9,31/03/2022,"R$ 2,92 M","- R$ 7,30 M","- R$ 2,30 M","- R$ 6,68 M",398
10,31/12/2021,"R$ 7,91 M","- R$ 15,61 M","- R$ 6,09 M","- R$ 13,80 M",398
11,30/09/2021,"R$ 19,11 M","- R$ 10,44 M","- R$ 2,37 M","R$ 6,30 M",398
12,30/06/2021,"R$ 5,88 M","- R$ 6,35 M","- R$ 2,39 M","- R$ 2,87 M",398
13,31/03/2021,"R$ 4,66 M","- R$ 2,78 M","- R$ 2,45 M","- R$ 564,00 mil",398
14,31/12/2020,"R$ 4,75 M","- R$ 1,76 M","- R$ 2,34 M","R$ 654,00 mil",398
15,30/09/2020,"- R$ 9,05 M","- R$ 771,00 mil","R$ 18,66 M","R$ 8,83 M",398
16,30/06/2020,"R$ 10,99 M","- R$ 863,00 mil","- R$ 1,86 M","R$ 8,26 M",398
17,31/03/2020,"- R$ 7,14 M","- R$ 1,26 M","- R$ 1,80 M","- R$ 10,20 M",398
18,31/12/2019,"R$ 16,94 M","- R$ 2,24 M","- R$ 1,80 M","R$ 12,90 M",398
19,30/09/2019,"R$ 9,68 M","- R$ 5,32 M","- R$ 1,92 M","R$ 2,44 M",398
20,30/06/2019,"R$ 8,26 M","- R$ 8,23 M","- R$ 2,77 M","- R$ 2,74 M",398
21,31/03/2019,"R$ 4,07 M","- R$ 6,19 M","- R$ 2,15 M","- R$ 4,27 M",398
22,31/12/2018,"R$ 7,78 M","- R$ 5,50 M","R$ 2,27 M","R$ 4,55 M",398
23,30/09/2018,"R$ 12,04 M","- R$ 3,55 M","- R$ 4,64 M","R$ 3,86 M",398
24,30/06/2018,"R$ 6,67 M","- R$ 2,76 M","- R$ 2,71 M","R$ 1,20 M",398
25,31/03/2018,"R$ 3,24 M","- R$ 2,96 M","- R$ 2,74 M","- R$ 2,46 M",398
26,31/12/2017,"R$ 4,15 M","- R$ 1,71 M","- R$ 2,77 M","- R$ 323,00 mil",398
27,30/09/2017,"R$ 6,89 M","- R$ 3,52 M","- R$ 1,32 M","R$ 2,05 M",398
28,30/06/2017,"R$ 8,62 M","- R$ 5,18 M","- R$ 3,03 M","R$ 413,00 mil",398
29,31/03/2017,"R$ 7,36 M","- R$ 4,90 M","- R$ 1,26 M","R$ 1,19 M",398
