,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 380,75 M","- R$ 242,52 M","- R$ 367,99 M","- R$ 154,44 M"
1,31/03/2024,"- R$ 30,78 M","- R$ 279,70 M","- R$ 12,54 M","- R$ 284,89 M"
2,31/12/2023,"R$ 883,18 M","- R$ 324,64 M","- R$ 61,51 M","R$ 456,45 M"
3,30/09/2023,"R$ 1,65 B","- R$ 1,20 B","- R$ 37,24 M","R$ 448,31 M"
4,30/06/2023,"R$ 673,82 M","- R$ 796,02 M","- R$ 664,14 M","- R$ 825,36 M"
5,31/03/2023,"R$ 1,36 B","R$ 318,06 M","- R$ 12,90 M","R$ 1,66 B"
6,31/12/2022,"R$ 438,78 M","- R$ 1,88 B","R$ 107,10 M","- R$ 1,33 B"
7,30/09/2022,"R$ 104,01 M","- R$ 409,26 M","- R$ 3,81 M","- R$ 273,65 M"
8,30/06/2022,"R$ 353,31 M","- R$ 307,29 M","- R$ 1,08 B","- R$ 929,74 M"
9,31/03/2022,"R$ 101,02 M","- R$ 744,58 M","- R$ 111,36 M","- R$ 890,76 M"
10,31/12/2021,"R$ 1,72 B","R$ 437,73 M","- R$ 1,51 B","R$ 654,27 M"
11,30/09/2021,"R$ 1,52 B","R$ 397,03 M","- R$ 1,84 M","R$ 1,94 B"
12,30/06/2021,"R$ 2,07 B","- R$ 1,99 B","- R$ 322,56 M","- R$ 256,37 M"
13,31/03/2021,"- R$ 6,56 M","R$ 826,45 M","- R$ 50,14 M","R$ 743,10 M"
14,31/12/2020,"R$ 1,23 B","- R$ 314,09 M","- R$ 66,02 M","R$ 837,21 M"
15,30/09/2020,"R$ 1,54 B","- R$ 654,24 M","- R$ 144,79 M","R$ 745,32 M"
16,30/06/2020,"R$ 378,22 M","- R$ 428,57 M","- R$ 75,38 M","- R$ 123,77 M"
17,31/03/2020,"R$ 617,32 M","- R$ 82,26 M","- R$ 3,40 M","R$ 549,56 M"
18,31/12/2019,"R$ 992,93 M","R$ 115,53 M","- R$ 761,96 M","R$ 346,11 M"
19,30/09/2019,"R$ 680,18 M","- R$ 307,41 M","R$ 29,39 M","R$ 407,24 M"
20,30/06/2019,"- R$ 232,20 M","- R$ 232,13 M","- R$ 197,81 M","- R$ 662,43 M"
21,31/03/2019,"R$ 530,91 M","- R$ 104,99 M","- R$ 369,53 M","R$ 55,26 M"
22,31/12/2018,"R$ 6,79 M","R$ 10,97 M","- R$ 4,41 M","R$ 10,45 M"
