,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"1,44%","1,64%","2,19%","2,48%","3,89%","2,27%","4,91%","3,48%","2,40%","6,99%","0,65","1,65","0,65","0,69"
1,30/06/2024,"0,52%","0,59%","0,79%","0,90%","2,26%","1,35%","4,02%","2,06%","0,89%","5,32%","0,66","1,67","0,67","1,14"
2,31/03/2024,"0,90%","1,02%","1,36%","1,55%","3,94%","2,32%","4,89%","3,50%","1,47%","5,66%","0,66","1,65","0,65","0,67"
3,31/12/2023,"1,77%","2,00%","2,68%","3,02%","6,01%","3,48%","6,47%","5,03%","2,89%","6,73%","0,69","1,68","0,68","0,68"
4,30/09/2023,"-1,31%","-1,51%","-1,98%","-2,28%","-1,92%","-1,14%","8,47%","-1,63%","-2,09%","1,44%","0,70","1,71","0,71","4,55"
5,30/06/2023,"0,66%","0,76%","1,00%","1,15%","1,11%","0,64%","10,73%","0,87%","0,96%","4,17%","0,73","1,68","0,68","1,71"
6,31/03/2023,"4,63%","5,38%","7,02%","8,15%","3,92%","2,30%","15,21%","2,82%","5,89%","8,80%","0,82","1,70","0,70","0,55"
7,31/12/2022,"6,95%","8,11%","10,53%","12,28%","7,43%","4,09%","17,49%","4,98%","8,21%","10,99%","0,82","1,73","0,73","0,92"
8,30/09/2022,"15,70%","19,01%","23,79%","28,80%","24,83%","12,86%","21,12%","15,23%","18,02%","20,78%","0,84","1,68","0,68","0,27"
9,30/06/2022,"19,26%","22,66%","29,18%","34,34%","30,40%","16,60%","27,12%","18,09%","22,57%","25,34%","0,92","1,74","0,74","0,18"
10,31/03/2022,"32,25%","39,01%","48,86%","59,11%","59,18%","29,28%","30,50%","27,03%","30,88%","33,65%","1,08","1,71","0,71","0,01"
11,31/12/2021,"36,55%","43,15%","55,38%","65,38%","61,01%","30,28%","33,42%","26,89%","34,06%","36,97%","1,13","1,82","0,82","0,00"
12,30/09/2021,"35,57%","42,96%","53,89%","65,09%","60,32%","29,50%","34,70%","26,38%","36,48%","39,67%","1,12","1,93","0,93","0,03"
13,30/06/2021,"29,54%","35,23%","44,75%","53,37%","49,48%","25,01%","32,32%","25,33%","36,46%","40,23%","0,99","1,83","0,83","0,20"
14,31/03/2021,"14,68%","17,44%","22,25%","26,42%","14,82%","7,71%","26,92%","10,76%","24,81%","29,98%","0,72","2,02","1,02","0,39"
15,31/12/2020,"8,95%","10,80%","13,56%","16,36%","4,79%","2,55%","20,24%","4,18%","18,20%","24,42%","0,61","2,01","1,01","0,69"
