,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,BIC MONARK,BICICLETAS MONARK S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Fabricação e Comercialização de Bicicletas,"R$ 2,79 mil",Consumo Cíclico,Viagens e Lazer,Bicicletas,-
