,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 6,87 B","- R$ 5,67 B","- R$ 5,87 B","- R$ 4,69 B"
1,31/03/2024,"R$ 6,82 B","- R$ 4,62 B","- R$ 902,07 M","R$ 1,30 B"
2,31/12/2023,"R$ 6,82 B","- R$ 4,82 B","- R$ 2,68 B","- R$ 680,36 M"
3,30/09/2023,"R$ 6,89 B","- R$ 2,86 B","- R$ 3,37 B","R$ 672,93 M"
4,30/06/2023,"R$ 7,34 B","- R$ 2,66 B","R$ 609,43 M","R$ 5,29 B"
5,31/03/2023,"R$ 7,01 B","- R$ 3,32 B","- R$ 3,09 B","R$ 561,16 M"
6,31/12/2022,"R$ 6,49 B","- R$ 4,02 B","- R$ 1,82 B","R$ 635,47 M"
7,30/09/2022,"R$ 6,01 B","- R$ 7,57 B","R$ 1,32 B","- R$ 270,15 M"
8,30/06/2022,"R$ 5,14 B","- R$ 8,84 B","R$ 3,86 B","R$ 142,28 M"
9,31/03/2022,"R$ 4,70 B","- R$ 9,59 B","R$ 5,28 B","R$ 434,04 M"
10,31/12/2021,"R$ 4,59 B","- R$ 8,21 B","R$ 4,67 B","R$ 1,04 B"
11,30/09/2021,"R$ 4,16 B","- R$ 1,84 B","R$ 1,45 B","R$ 3,75 B"
12,30/06/2021,"R$ 3,99 B","R$ 490,29 M","- R$ 1,80 B","R$ 2,65 B"
13,31/03/2021,"R$ 3,69 B","R$ 163,50 M","- R$ 1,44 B","R$ 2,37 B"
14,31/12/2020,"R$ 4,15 B","- R$ 123,00 M","- R$ 1,74 B","R$ 2,29 B"
15,30/09/2020,"R$ 4,55 B","- R$ 3,03 B","- R$ 67,40 M","R$ 1,48 B"
16,30/06/2020,"R$ 4,77 B","- R$ 4,38 B","- R$ 114,46 M","R$ 317,79 M"
17,31/03/2020,"R$ 5,13 B","- R$ 3,26 B","- R$ 2,14 B","- R$ 222,42 M"
18,31/12/2019,"R$ 5,00 B","- R$ 3,32 B","- R$ 1,68 B","- R$ 3,89 M"
19,30/09/2019,"R$ 4,57 B","- R$ 956,39 M","- R$ 4,07 B","- R$ 470,82 M"
20,30/06/2019,"R$ 4,35 B","- R$ 1,98 B","- R$ 3,09 B","- R$ 712,76 M"
21,31/03/2019,"R$ 3,97 B","- R$ 1,45 B","- R$ 3,35 B","- R$ 823,18 M"
22,31/12/2018,"R$ 3,69 B","- R$ 2,30 B","- R$ 2,97 B","- R$ 1,57 B"
23,30/09/2018,"R$ 3,78 B","- R$ 5,81 B","R$ 192,66 M","- R$ 1,81 B"
24,30/06/2018,"R$ 3,23 B","- R$ 4,28 B","- R$ 885,82 M","- R$ 1,93 B"
25,31/03/2018,"R$ 3,27 B","- R$ 4,86 B","- R$ 1,44 B","- R$ 3,01 B"
26,31/12/2017,"R$ 3,34 B","- R$ 4,14 B","R$ 784,20 M","R$ 14,01 M"
27,30/09/2017,"R$ 3,18 B","- R$ 2,15 B","- R$ 151,25 M","R$ 911,72 M"
28,30/06/2017,"R$ 4,60 B","- R$ 2,77 B","- R$ 95,93 M","R$ 1,77 B"
29,31/03/2017,"R$ 4,55 B","- R$ 2,99 B","R$ 1,13 B","R$ 2,68 B"
30,31/12/2016,"R$ 4,19 B","- R$ 2,78 B","- R$ 857,00 M","R$ 524,80 M"
31,30/09/2016,"R$ 3,75 B","- R$ 2,70 B","- R$ 1,05 B","- R$ 47,67 M"
32,30/06/2016,"R$ 2,47 B","- R$ 2,67 B","- R$ 666,41 M","- R$ 888,93 M"
33,31/03/2016,"R$ 2,43 B","- R$ 2,60 B","R$ 458,02 M","R$ 300,21 M"
34,31/12/2015,"R$ 2,35 B","- R$ 2,48 B","R$ 816,65 M","R$ 707,77 M"
35,30/09/2015,"R$ 2,28 B","- R$ 2,10 B","R$ 617,88 M","R$ 833,22 M"
36,30/06/2015,"R$ 2,31 B","- R$ 2,08 B","R$ 587,30 M","R$ 829,42 M"
37,31/03/2015,"R$ 2,19 B","- R$ 1,85 B","R$ 191,31 M","R$ 522,56 M"
38,31/12/2014,"R$ 2,19 B","- R$ 1,70 B","- R$ 155,58 M","R$ 322,97 M"
39,30/09/2014,"R$ 2,25 B","- R$ 1,41 B","- R$ 263,32 M","R$ 577,19 M"
40,30/06/2014,"R$ 2,41 B","- R$ 1,26 B","- R$ 327,30 M","R$ 823,56 M"
41,31/03/2014,"R$ 2,43 B","- R$ 872,93 M","- R$ 575,81 M","R$ 984,80 M"
42,31/12/2013,"R$ 2,46 B","- R$ 815,99 M","- R$ 980,91 M","R$ 667,42 M"
43,30/09/2013,"R$ 2,61 B","- R$ 893,48 M","- R$ 1,36 B","R$ 354,42 M"
44,30/06/2013,"R$ 2,43 B","- R$ 976,79 M","- R$ 1,62 B","- R$ 173,00 M"
45,31/03/2013,"R$ 2,33 B","- R$ 1,19 B","- R$ 1,10 B","R$ 41,00 M"
46,31/12/2012,"R$ 2,43 B","- R$ 1,16 B","- R$ 1,16 B","R$ 109,16 M"
47,30/09/2012,"R$ 2,19 B","- R$ 962,55 M","- R$ 541,63 M","R$ 686,97 M"
48,30/06/2012,"R$ 2,06 B","- R$ 756,28 M","- R$ 1,16 B","R$ 151,50 M"
49,31/03/2012,"R$ 1,99 B","- R$ 597,41 M","- R$ 1,73 B","- R$ 340,38 M"
50,31/12/2011,"R$ 1,89 B","- R$ 658,74 M","- R$ 1,65 B","- R$ 415,34 M"
51,30/09/2011,"R$ 2,08 B","- R$ 2,02 B","- R$ 475,73 M","- R$ 416,30 M"
52,30/06/2011,"R$ 1,83 B","- R$ 2,10 B","- R$ 374,78 M","- R$ 644,29 M"
53,31/03/2011,"R$ 1,56 B","- R$ 2,17 B","- R$ 21,02 M","- R$ 636,67 M"
