,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 6,37 M","- R$ 269,32 mil","R$ 0,00","R$ 6,10 M"
1,31/03/2024,"R$ 6,73 M","- R$ 483,53 mil","R$ 0,00","R$ 6,25 M"
2,31/12/2023,"R$ 5,63 M","- R$ 668,64 mil","R$ 0,00","R$ 4,97 M"
3,30/09/2023,"R$ 3,74 M","- R$ 479,57 mil","- R$ 26,39 mil","R$ 3,24 M"
4,30/06/2023,"R$ 2,88 M","- R$ 212,90 mil","- R$ 32,04 mil","R$ 2,63 M"
5,31/03/2023,"R$ 1,89 M","- R$ 27,44 mil","- R$ 37,70 mil","R$ 1,82 M"
6,31/12/2022,"R$ 541,53 mil","R$ 88,60 mil","- R$ 43,35 mil","R$ 586,77 mil"
7,30/09/2022,"R$ 2,37 M","- R$ 360,59 mil","- R$ 22,62 mil","R$ 1,98 M"
8,30/06/2022,"R$ 2,37 M","- R$ 740,64 mil","- R$ 22,62 mil","R$ 1,60 M"
9,31/03/2022,"R$ 4,47 M","- R$ 1,17 M","- R$ 22,62 mil","R$ 3,28 M"
10,31/12/2021,"R$ 5,69 M","- R$ 1,61 M","- R$ 22,62 mil","R$ 4,06 M"
11,30/09/2021,"R$ 2,82 M","- R$ 2,18 M","- R$ 22,62 mil","R$ 616,48 mil"
12,30/06/2021,"- R$ 216,07 mil","- R$ 2,13 M","- R$ 22,62 mil","- R$ 2,36 M"
13,31/03/2021,"- R$ 883,88 mil","- R$ 1,68 M","- R$ 22,62 mil","- R$ 2,59 M"
14,31/12/2020,"- R$ 583,28 mil","- R$ 1,32 M","- R$ 22,62 mil","- R$ 1,93 M"
15,30/09/2020,"R$ 594,20 mil","- R$ 999,10 mil","- R$ 22,62 mil","- R$ 427,52 mil"
16,30/06/2020,"R$ 3,71 M","- R$ 916,00 mil","- R$ 22,62 mil","R$ 2,77 M"
17,31/03/2020,"R$ 6,78 M","- R$ 1,38 M","- R$ 22,62 mil","R$ 5,38 M"
18,31/12/2019,"R$ 2,31 M","- R$ 1,37 M","- R$ 37,50 mil","R$ 910,81 mil"
19,30/09/2019,"R$ 867,26 mil","- R$ 1,40 M","- R$ 56,84 mil","- R$ 593,82 mil"
20,30/06/2019,"- R$ 1,65 M","- R$ 2,61 M","- R$ 88,67 mil","- R$ 4,35 M"
21,31/03/2019,"- R$ 4,34 M","- R$ 3,34 M","- R$ 120,50 mil","- R$ 7,80 M"
22,31/12/2018,"- R$ 473,14 mil","- R$ 3,33 M","- R$ 137,44 mil","- R$ 3,94 M"
23,30/09/2018,"R$ 1,16 M","- R$ 2,87 M","- R$ 149,94 mil","- R$ 1,86 M"
24,30/06/2018,"R$ 3,89 M","- R$ 2,00 M","- R$ 149,94 mil","R$ 1,75 M"
25,31/03/2018,"R$ 2,45 M","- R$ 897,60 mil","- R$ 149,94 mil","R$ 1,41 M"
26,31/12/2017,"R$ 3,63 M","- R$ 1,03 M","- R$ 149,94 mil","R$ 2,45 M"
27,30/09/2017,"R$ 5,21 M","- R$ 1,29 M","- R$ 149,94 mil","R$ 3,78 M"
28,30/06/2017,"R$ 5,45 M","- R$ 981,54 mil","- R$ 149,94 mil","R$ 4,32 M"
29,31/03/2017,"R$ 6,82 M","- R$ 1,02 M","- R$ 149,94 mil","R$ 5,66 M"
30,31/12/2016,"R$ 7,89 M","- R$ 760,16 mil","- R$ 149,94 mil","R$ 6,98 M"
31,30/09/2016,"R$ 7,77 M","- R$ 723,40 mil","- R$ 576,88 mil","R$ 6,47 M"
32,30/06/2016,"R$ 8,96 M","- R$ 838,72 mil","- R$ 576,88 mil","R$ 7,54 M"
33,31/03/2016,"R$ 8,40 M","- R$ 749,30 mil","- R$ 464,98 mil","R$ 7,19 M"
34,31/12/2015,"R$ 7,09 M","- R$ 924,41 mil","- R$ 576,88 mil","R$ 5,59 M"
35,30/09/2015,"R$ 7,89 M","- R$ 691,29 mil","- R$ 558,63 mil","R$ 6,64 M"
36,30/06/2015,"R$ 7,29 M","- R$ 514,18 mil","- R$ 558,63 mil","R$ 6,21 M"
37,31/03/2015,"R$ 7,56 M","- R$ 843,86 mil","- R$ 571,36 mil","R$ 6,15 M"
38,31/12/2014,"R$ 8,27 M","- R$ 1,16 M","- R$ 558,63 mil","R$ 6,55 M"
39,30/09/2014,"R$ 7,40 M","- R$ 1,52 M","- R$ 302,41 mil","R$ 5,58 M"
40,30/06/2014,"R$ 5,40 M","- R$ 1,66 M","- R$ 302,41 mil","R$ 3,44 M"
41,31/03/2014,"R$ 3,23 M","- R$ 1,92 M","- R$ 425,38 mil","R$ 877,84 mil"
42,31/12/2013,"R$ 3,18 M","- R$ 2,20 M","- R$ 302,41 mil","R$ 674,72 mil"
43,30/09/2013,"R$ 2,47 M","- R$ 2,24 M","- R$ 41,83 mil","R$ 188,35 mil"
44,30/06/2013,"R$ 4,95 M","- R$ 3,13 M","- R$ 41,83 mil","R$ 1,78 M"
45,31/03/2013,"R$ 6,18 M","- R$ 3,07 M","- R$ 46,71 mil","R$ 3,06 M"
46,31/12/2012,"R$ 6,08 M","- R$ 2,92 M","- R$ 41,83 mil","R$ 3,12 M"
47,30/09/2012,"R$ 6,71 M","- R$ 3,50 M","- R$ 4,69 M","- R$ 1,48 M"
48,30/06/2012,"R$ 7,18 M","- R$ 3,15 M","- R$ 5,00 M","- R$ 967,82 mil"
49,31/03/2012,"R$ 6,61 M","- R$ 2,93 M","- R$ 5,01 M","- R$ 1,33 M"
50,31/12/2011,"R$ 7,76 M","- R$ 2,91 M","- R$ 5,00 M","- R$ 152,07 mil"
51,30/09/2011,"R$ 7,47 M","- R$ 2,38 M","- R$ 358,87 mil","R$ 4,73 M"
52,30/06/2011,"R$ 6,43 M","- R$ 2,12 M","- R$ 1,09 M","R$ 3,22 M"
53,31/03/2011,"R$ 7,04 M","- R$ 2,22 M","- R$ 1,14 M","R$ 3,68 M"
