,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 25/09/2024,"4,12","-0,27","0,50","2,20","0,22","R$ 19,12 M","0,00%"
1,30/06/2024,"4,22","-0,28","0,51","2,26","0,22","R$ 19,79 M","0,00%"
2,31/03/2024,"3,85","-0,27","0,52","2,14","0,23","R$ 19,52 M","0,00%"
3,31/12/2023,"5,70","-0,26","0,49","2,51","0,23","R$ 20,31 M","0,00%"
4,30/09/2023,"1,91","-0,25","0,48","3,69","0,23","R$ 20,31 M","0,00%"
5,30/06/2023,"2,17","-0,30","0,56","5,75","0,28","R$ 22,73 M","0,00%"
6,31/03/2023,"1,94","-0,21","0,41","6,31","0,20","R$ 16,66 M","0,00%"
7,31/12/2022,"2,12","-0,21","0,42","21,76","0,20","R$ 14,64 M","0,00%"
8,30/09/2022,"4,09","-0,23","0,51","6,19","0,25","R$ 21,06 M","0,00%"
9,30/06/2022,"3,34","-0,24","0,47","6,34","0,25","R$ 20,90 M","0,00%"
10,31/03/2022,"3,17","-0,30","0,52","4,15","0,31","R$ 25,07 M","0,00%"
11,31/12/2021,"2,80","-0,36","0,54","3,95","0,37","R$ 49,82 M","0,00%"
12,30/09/2021,"2,21","-0,33","0,49","7,86","0,35","R$ 31,14 M","0,00%"
13,30/06/2021,"3,35","-0,48","0,75","-151,45","0,52","R$ 37,13 M","0,00%"
14,31/03/2021,"3,74","-0,46","0,84","-35,95","0,51","R$ 35,30 M","0,00%"
15,31/12/2020,"3,97","-0,32","0,74","-37,95","0,37","R$ 26,81 M","0,00%"
16,30/09/2020,"4,52","-0,29","0,87","36,85","0,37","R$ 27,09 M","0,00%"
17,30/06/2020,"5,96","-0,28","1,00","5,84","0,39","R$ 26,85 M","0,00%"
18,31/03/2020,"8,02","-0,28","0,95","3,19","0,39","R$ 27,69 M","0,00%"
19,31/12/2019,"8,03","-0,27","0,85","8,69","0,36","R$ 28,60 M","0,00%"
20,30/09/2019,"10,30","-0,23","0,79","21,41","0,32","R$ 25,03 M","0,00%"
21,30/06/2019,"15,37","-0,30","1,03","-14,67","0,43","R$ 39,11 M","0,00%"
22,31/03/2019,"3,37","-0,23","0,78","-4,11","0,31","R$ 23,48 M","0,00%"
23,31/12/2018,"3,05","-0,24","0,79","-38,48","0,31","R$ 23,92 M","0,00%"
24,30/09/2018,"72,64","-0,24","0,87","16,87","0,33","R$ 25,55 M","0,00%"
25,30/06/2018,"20,04","-0,23","0,82","4,83","0,32","R$ 27,21 M","0,00%"
26,31/03/2018,"-13,18","-0,27","0,96","9,22","0,39","R$ 30,50 M","0,00%"
27,31/12/2017,"-15,15","-0,26","0,87","5,88","0,36","R$ 30,03 M","0,00%"
28,30/09/2017,"2.310,47","-0,32","1,04","4,98","0,44","R$ 37,13 M","0,00%"
29,30/06/2017,"37,69","-0,40","1,31","6,07","0,57","R$ 42,48 M","0,00%"
30,31/03/2017,"20,44","-0,44","1,38","5,30","0,61","R$ 39,39 M","0,00%"
31,31/12/2016,"11,35","-0,46","1,40","4,71","0,65","R$ 43,20 M","0,00%"
32,30/09/2016,"10,47","-0,41","1,23","4,35","0,60","R$ 36,18 M","0,00%"
33,30/06/2016,"7,95","-0,30","0,90","2,79","0,46","R$ 30,31 M","0,00%"
34,31/03/2016,"6,29","-0,25","0,73","2,48","0,39","R$ 23,52 M","0,00%"
35,31/12/2015,"5,26","-0,19","0,56","2,33","0,32","R$ 20,67 M","0,00%"
36,30/09/2015,"4,69","-0,19","0,51","1,99","0,31","R$ 16,50 M","0,00%"
37,30/06/2015,"4,03","-0,20","0,50","2,29","0,34","R$ 18,25 M","0,00%"
38,31/03/2015,"4,26","-0,20","0,49","2,22","0,34","R$ 18,13 M","0,00%"
