,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
39,31/12/2014,"2,70","-0,16","0,37","1,63","0,28","R$ 12,93 M","0,00%"
40,30/09/2014,"3,17","-0,18","0,44","2,12","0,33","R$ 15,63 M","0,00%"
41,30/06/2014,"8,98","-0,20","0,51","3,24","0,39","R$ 18,80 M","0,00%"
42,31/03/2014,"3,21","-0,20","0,53","5,53","0,40","R$ 19,24 M","0,00%"
43,31/12/2013,"4,99","-0,17","0,49","4,67","0,36","R$ 17,77 M","0,00%"
44,30/09/2013,"1,66","-0,17","0,53","6,21","0,37","R$ 16,78 M","0,00%"
45,30/06/2013,"1,38","-0,18","0,56","3,20","0,38","R$ 18,41 M","0,00%"
46,31/03/2013,"2,70","-0,22","0,70","3,28","0,52","R$ 19,71 M","0,00%"
47,31/12/2012,"2,05","-0,21","0,64","3,13","0,49","R$ 19,44 M","0,00%"
48,30/09/2012,"4,21","-0,25","0,75","3,69","0,61","R$ 23,96 M","0,00%"
49,30/06/2012,"4,21","-0,26","0,77","3,65","0,67","R$ 26,78 M","0,00%"
50,31/03/2012,"5,41","-0,35","1,01","5,35","0,94","R$ 35,38 M","0,00%"
51,31/12/2011,"5,60","-0,35","1,01","4,56","0,99","R$ 35,38 M","0,00%"
52,30/09/2011,"29,14","-0,34","1,04","4,73","0,86","R$ 35,38 M","0,00%"
53,30/06/2011,"12,31","-0,33","1,03","5,50","0,87","R$ 35,38 M","0,00%"
54,31/03/2011,"9,91","-0,33","1,04","5,02","0,92","R$ 35,38 M","0,00%"
55,31/12/2010,"10,05","-0,33","1,05","5,24","1,00","R$ 35,38 M","0,00%"
56,30/09/2010,"7,49","-0,33","1,06","6,74","0,98","R$ 35,38 M","0,00%"
57,30/06/2010,"6,84","-0,32","1,09","6,99","1,05","R$ 35,38 M","0,00%"
58,31/03/2010,"8,36","-0,32","1,13","6,39","1,13","R$ 35,38 M","0,00%"
59,31/12/2009,"14,44","-0,32","1,18","7,62","1,21","R$ 35,38 M","0,00%"
60,30/09/2009,"-90,62","-0,32","1,24","3,28","1,21","R$ 35,38 M","0,00%"
61,30/06/2009,"-11,08","-0,31","1,21","3,96","1,26","R$ 35,38 M","0,00%"
62,31/03/2009,"1.869,70","-30,73","120,40","442,51","135,09","R$ 3,54 B","0,00%"
63,31/12/2008,"1.662,97","-31,05","116,87","545,68","144,18","R$ 3,54 B","0,00%"
64,30/09/2008,"986,58","-31,89","116,52",NA,"137,69","R$ 3,54 B","0,00%"
65,30/06/2008,"1.964,85","-31,71","127,31",NA,"156,11","R$ 3,54 B","0,00%"
66,31/03/2008,"-705,35","-30,24","137,24",NA,"174,05","R$ 3,54 B","0,00%"
67,31/12/2007,"-681,20","-30,48","142,55",NA,"193,24","R$ 3,54 B","0,00%"
68,30/09/2007,"-615,66","-30,90","150,97",NA,"196,77","R$ 3,54 B","0,00%"
69,30/06/2007,"-533,53","-31,20","162,96",NA,"211,46","R$ 3,54 B","0,00%"
70,31/03/2007,"-457,05","-31,59","173,69",NA,"213,21","R$ 3,54 B","0,00%"
71,31/12/2006,"-396,16","-31,90","187,50",NA,"237,01","R$ 3,54 B","0,00%"
72,30/09/2006,"-529,50","-32,53","195,36",NA,"238,90","R$ 3,54 B","0,00%"
73,30/06/2006,"-510,24","-33,14","197,54",NA,"244,20","R$ 3,54 B","0,00%"
74,31/03/2006,"-504,52","-33,94","200,53",NA,"243,79","R$ 3,54 B","0,00%"
75,31/12/2005,"-542,41","-34,70","200,20",NA,"245,93","R$ 3,54 B","0,00%"
76,30/09/2005,"-380,36","-34,66","201,35",NA,"226,17","R$ 3,54 B","0,00%"
77,30/06/2005,"-398,95","-35,45","204,29",NA,"230,98","R$ 3,54 B","0,00%"
78,31/03/2005,"-395,06","-36,38","204,98",NA,"227,10","R$ 3,54 B","0,00%"
79,31/12/2004,"-387,77","-37,07","211,63",NA,"245,62","R$ 3,54 B","0,00%"
80,30/09/2004,"-401,15","-38,13","221,62",NA,"256,17","R$ 3,54 B","0,00%"
81,30/06/2004,"-384,77","-38,90","226,63",NA,"267,85","R$ 3,54 B","0,00%"
82,31/03/2004,"-389,91","-40,07","234,23",NA,"265,00","R$ 3,54 B","0,00%"
83,31/12/2003,"-390,60","-40,99","229,19",NA,"276,20","R$ 3,54 B","0,00%"
84,30/09/2003,"-393,80","-42,14","224,85",NA,"272,10","R$ 3,54 B","0,00%"
85,30/06/2003,"-413,07","-43,28","227,05",NA,"281,20","R$ 3,54 B","0,00%"
86,31/03/2003,"-495,02","-44,66","222,61",NA,"276,28","R$ 3,54 B","0,00%"
87,31/12/2002,"-524,86","-45,79","231,11",NA,"287,20","R$ 3,54 B","0,00%"
88,30/09/2002,"-563,87","-47,18","235,85",NA,"280,86","R$ 3,54 B","0,00%"
89,30/06/2002,"-564,03","-48,34","243,17",NA,"283,40","R$ 3,54 B","0,00%"
90,31/03/2002,"-442,98","-49,09","258,86",NA,"274,97","R$ 3,54 B","0,00%"
91,31/12/2001,"-480,03","-50,17","267,52",NA,"288,13","R$ 3,54 B","0,00%"
92,30/09/2001,"-513,74","-51,49","276,00",NA,"289,59","R$ 3,54 B","0,00%"
93,31/03/2001,"-682,29","-55,21","279,86",NA,"283,90","R$ 3,54 B","0,00%"
94,31/12/2000,"-520,68","-56,02","283,25",NA,"289,23","R$ 3,54 B","0,00%"
95,30/09/2000,"-370,42","-57,23","275,29",NA,"280,04","R$ 3,54 B","0,00%"
96,30/06/2000,"-387,56","-58,38","262,98",NA,"284,95","R$ 3,54 B","0,00%"
97,31/03/2000,"-418,79","-60,07","245,20",NA,"267,93","R$ 3,54 B","0,00%"
