,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 18/09/2024,"9,09","1,39","0,56","-0,65","0,08","R$ 2,88 B","6,65%",300
1,30/06/2024,"9,89","1,51","0,61","-0,70","0,09","R$ 2,94 B","6,11%",300
2,31/03/2024,"8,62","1,37","0,55","2,81","0,07","R$ 2,86 B","4,83%",300
3,31/12/2023,"9,75","1,49","0,58","29,42","0,08","R$ 3,07 B","6,35%",300
4,30/09/2023,"8,76","1,41","0,54","0,54","0,07","R$ 2,76 B","6,70%",300
5,30/06/2023,,,,,,,,300
6,31/03/2023,"8,48","1,33","0,49","0,95","0,07","R$ 2,33 B","4,90%",300
7,31/12/2022,"6,60","1,14","0,44","0,42","0,06","R$ 2,08 B","8,17%",300
8,30/09/2022,"5,81","0,96","0,41","-13,18","0,05","R$ 1,82 B","9,11%",300
9,30/06/2022,"5,24","0,90","0,44","1,27","0,05","R$ 1,66 B","9,86%",300
10,31/03/2022,"6,22","0,82","0,51","1,24","0,04","R$ 1,57 B","9,17%",300
11,31/12/2021,"7,50","0,94","0,71","0,49","0,05","R$ 1,62 B","6,28%",300
12,30/09/2021,"7,71","0,99","0,88","0,44","0,05","R$ 1,60 B","4,95%",300
13,30/06/2021,"8,05","1,00","0,97","0,45","0,06","R$ 1,64 B","4,56%",300
14,31/03/2021,"8,58","1,02","1,01","0,39","0,06","R$ 1,67 B","3,51%",300
15,31/12/2020,"8,28","1,09","0,97","1,43","0,06","R$ 1,68 B","3,62%",300
16,30/09/2020,"7,97","1,05","0,85","1,00","0,05","R$ 1,66 B","4,30%",300
17,30/06/2020,"0,01","0,00","0,00","0,00","0,00","R$ 1,84 M","4,46%",300
18,31/03/2020,"6,92","1,04","0,67","3,62","0,06","R$ 1,60 B","6,77%",300
19,31/12/2019,"10,72","1,45","0,94","1,94","0,10","R$ 2,34 B","4,14%",300
20,30/09/2019,"8,57","1,16","0,70","39,31","0,08","R$ 1,80 B","5,23%",300
21,30/06/2019,"9,83","1,34","0,80","1,44","0,07","R$ 2,06 B","5,08%",300
22,31/03/2019,"7,06","1,02","0,62","0,88","0,06","R$ 1,54 B","6,21%",300
23,31/12/2018,"10,27","1,07","0,63","1,41","0,06","R$ 1,55 B","5,22%",300
24,30/09/2018,"6,80","0,88","0,50","1,03","0,04","R$ 1,28 B","6,10%",300
25,30/06/2018,"6,90","0,84","0,46","11,09","0,05","R$ 1,17 B","5,38%",300
26,31/03/2018,"7,50","0,86","0,44","-3,45","0,06","R$ 1,20 B","5,32%",300
27,31/12/2017,"7,47","0,90","0,42","-1,99","0,05","R$ 1,28 B","4,54%",300
28,30/09/2017,"6,97","0,84","0,37","1,77","0,05","R$ 1,18 B","5,31%",300
29,30/06/2017,"7,04","0,84","0,35","0,70","0,05","R$ 1,10 B","5,36%",300
30,31/03/2017,"7,63","0,96","0,37","1,15","0,06","R$ 1,13 B","4,78%",300
31,31/12/2016,"8,91","1,03","0,41","0,71","0,05","R$ 1,24 B","4,75%",300
32,30/09/2016,"5,96","0,71","0,30","0,54","0,04","R$ 838,87 M","6,83%",300
