,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 2,47 B","R$ 1,12 B","R$ 350,27 M","- R$ 79,47 M","R$ 429,74 M","R$ 558,65 M","R$ 0,62"
1,31/03/2024,"R$ 2,45 B","R$ 1,11 B","R$ 328,00 M","- R$ 86,94 M","R$ 414,94 M","R$ 574,25 M","R$ 0,64"
2,31/12/2023,"R$ 2,43 B","R$ 1,08 B","R$ 274,93 M","- R$ 93,55 M","R$ 368,48 M","R$ 557,67 M","R$ 0,62"
3,30/09/2023,"R$ 2,44 B","R$ 1,07 B","R$ 255,51 M","- R$ 94,00 M","R$ 349,51 M","R$ 517,25 M","R$ 0,57"
4,30/06/2023,"R$ 2,46 B","R$ 1,04 B","R$ 228,33 M","- R$ 93,88 M","R$ 322,20 M","R$ 557,21 M","R$ 0,62"
5,31/03/2023,"R$ 2,51 B","R$ 1,03 B","R$ 231,61 M","- R$ 94,09 M","R$ 325,69 M","R$ 565,67 M","R$ 0,63"
6,31/12/2022,"R$ 2,51 B","R$ 1,01 B","R$ 239,12 M","- R$ 91,44 M","R$ 330,56 M","R$ 568,03 M","R$ 0,63"
7,30/09/2022,"R$ 2,54 B","R$ 1,03 B","R$ 285,74 M","- R$ 90,69 M","R$ 376,43 M","R$ 596,03 M","R$ 0,66"
8,30/06/2022,"R$ 2,50 B","R$ 1,04 B","R$ 339,88 M","- R$ 89,48 M","R$ 429,36 M","R$ 629,84 M","R$ 0,70"
9,31/03/2022,"R$ 2,34 B","R$ 990,06 M","R$ 335,82 M","- R$ 87,58 M","R$ 423,40 M","R$ 597,32 M","R$ 0,66"
10,31/12/2021,"R$ 2,34 B","R$ 1,03 B","R$ 393,52 M","- R$ 89,10 M","R$ 482,62 M","R$ 601,01 M","R$ 0,67"
11,30/09/2021,"R$ 2,39 B","R$ 1,08 B","R$ 442,76 M","- R$ 88,64 M","R$ 531,40 M","R$ 679,40 M","R$ 0,75"
12,30/06/2021,"R$ 2,35 B","R$ 1,06 B","R$ 449,91 M","- R$ 88,70 M","R$ 538,60 M","R$ 582,16 M","R$ 0,65"
13,31/03/2021,"R$ 2,05 B","R$ 957,42 M","R$ 365,39 M","- R$ 98,19 M","R$ 463,58 M","R$ 504,63 M","R$ 0,56"
14,31/12/2020,"R$ 1,90 B","R$ 874,46 M","R$ 301,20 M","- R$ 96,12 M","R$ 397,32 M","R$ 405,21 M","R$ 0,45"
15,30/09/2020,"R$ 1,73 B","R$ 796,72 M","R$ 14,49 M","- R$ 100,77 M","R$ 115,26 M","- R$ 18,85 M","- R$ 0,02"
16,30/06/2020,"R$ 1,68 B","R$ 793,38 M","- R$ 416,00 mil","- R$ 95,20 M","R$ 94,78 M","R$ 3,32 M","R$ 0,00"
17,31/03/2020,"R$ 2,02 B","R$ 925,31 M","R$ 94,77 M","- R$ 79,78 M","R$ 174,55 M","R$ 97,15 M","R$ 0,11"
18,31/12/2019,"R$ 2,07 B","R$ 944,52 M","R$ 353,53 M","- R$ 75,40 M","R$ 428,93 M","R$ 494,95 M","R$ 0,55"
19,30/09/2019,"R$ 2,15 B","R$ 981,59 M","R$ 380,68 M","- R$ 64,81 M","R$ 445,50 M","R$ 536,14 M","R$ 0,59"
20,30/06/2019,"R$ 2,16 B","R$ 978,67 M","R$ 317,93 M","- R$ 64,82 M","R$ 382,75 M","R$ 481,71 M","R$ 0,53"
21,31/03/2019,"R$ 2,21 B","R$ 1,02 B","R$ 370,02 M","- R$ 64,76 M","R$ 434,79 M","R$ 505,99 M","R$ 0,56"
22,31/12/2018,"R$ 2,33 B","R$ 1,11 B","R$ 456,96 M","- R$ 64,08 M","R$ 521,05 M","R$ 585,53 M","R$ 0,65"
23,30/09/2018,"R$ 2,30 B","R$ 1,10 B","R$ 466,25 M","- R$ 63,01 M","R$ 529,26 M","R$ 584,67 M","R$ 0,65"
24,30/06/2018,"R$ 2,29 B","R$ 1,11 B","R$ 481,33 M","- R$ 61,73 M","R$ 543,06 M","R$ 619,04 M","R$ 0,69"
25,31/03/2018,"R$ 2,29 B","R$ 1,11 B","R$ 476,34 M","- R$ 60,21 M","R$ 536,55 M","R$ 645,20 M","R$ 2,15"
