,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"7,64%","7,51%","11,57%","11,39%","18,60%","16,76%","46,11%","25,61%","15,97%","18,87%","0,65","1,11","0,11","0,04"
1,30/06/2024,"6,89%","6,78%","10,44%","10,27%","16,56%","15,07%","45,40%","22,62%","14,18%","17,40%","0,67","1,10","0,10","0,01"
2,31/03/2024,"6,11%","6,02%","9,26%","9,12%","16,94%","11,54%","45,09%","23,41%","13,37%","16,92%","0,49","1,16","0,16","0,20"
3,31/12/2023,"4,18%","4,14%","6,34%","6,27%","12,78%","11,57%","44,53%","22,92%","11,30%","15,14%","0,50","1,11","0,11","0,12"
4,30/09/2023,"3,88%","3,84%","5,88%","5,82%","12,12%","10,95%","43,97%","21,23%","10,49%","14,34%","0,52","1,11","0,11","0,19"
5,30/06/2023,"3,61%","3,58%","5,48%","5,42%","13,52%","12,41%","42,35%","22,64%","9,28%","13,09%","0,55","1,10","0,10","0,11"
6,31/03/2023,"3,61%","3,58%","5,48%","5,42%","13,71%","12,29%","40,94%","22,49%","9,21%","12,95%","0,55","1,47","0,47","0,63"
7,31/12/2022,"3,72%","3,69%","5,63%","5,59%","13,87%","12,47%","40,11%","22,61%","9,52%","13,16%","0,55","1,10","0,10","0,07"
8,30/09/2022,"4,57%","4,54%","6,92%","6,88%","14,61%","13,42%","40,49%","23,48%","11,25%","14,83%","0,57","1,11","0,11","0,32"
9,30/06/2022,"5,69%","5,67%","8,62%","8,59%","16,14%","14,91%","41,66%","25,23%","13,61%","17,20%","0,59","1,09","0,09","0,21"
10,31/03/2022,"5,51%","5,48%","8,35%","8,30%","15,09%","12,47%","42,36%","25,56%","14,37%","18,12%","0,49","1,12","0,12","0,35"
11,31/12/2021,"6,05%","6,02%","9,17%","9,13%","14,21%","12,85%","43,97%","25,66%","16,80%","20,60%","0,50","1,11","0,11","0,37"
12,30/09/2021,"7,19%","7,16%","10,89%","10,84%","17,01%","15,14%","44,99%","28,43%","18,53%","22,24%","0,53","1,09","0,09","0,14"
13,30/06/2021,"7,31%","7,28%","11,08%","11,03%","14,99%","13,34%","45,16%","24,78%","19,15%","22,93%","0,54","1,08","0,08","0,10"
14,31/03/2021,"5,72%","5,70%","8,67%","8,64%","12,86%","10,81%","46,75%","24,64%","17,84%","22,64%","0,44","1,21","0,21","0,19"
15,31/12/2020,"5,22%","5,18%","7,91%","7,84%","11,00%","9,97%","46,10%","21,36%","15,88%","20,95%","0,47","1,11","0,11","0,21"
16,30/09/2020,"0,26%","0,26%","0,40%","0,40%","-0,53%","-0,49%","46,18%","-1,09%","0,84%","6,68%","0,45","1,12","0,12","0,76"
17,30/06/2020,"-0,01%","-0,01%","-0,01%","-0,01%","0,10%","0,09%","47,31%","0,20%","-0,02%","5,65%","0,45","1,12","0,12","2,06"
18,31/03/2020,"1,73%","1,71%","2,62%","2,60%","2,84%","2,44%","45,81%","4,81%","4,69%","8,64%","0,51","1,19","0,19","1,75"
19,31/12/2019,"6,53%","6,48%","9,90%","9,82%","14,28%","12,82%","45,61%","23,90%","17,07%","20,71%","0,54","1,10","0,10","0,37"
20,30/09/2019,"7,55%","7,48%","11,43%","11,33%","16,35%","14,82%","45,70%","24,96%","17,72%","20,74%","0,59","1,08","0,08","0,14"
21,30/06/2019,"6,37%","6,32%","9,66%","9,57%","15,06%","13,56%","45,21%","22,25%","14,69%","17,68%","0,61","1,09","0,09","0,27"
22,31/03/2019,"7,21%","7,16%","10,93%","10,84%","15,65%","13,35%","46,11%","22,89%","16,74%","19,67%","0,58","1,16","0,16","0,51"
23,31/12/2018,"9,18%","9,11%","13,91%","13,80%","18,20%","16,37%","47,40%","25,09%","19,58%","22,33%","0,65","1,11","0,11","0,26"
24,30/09/2018,"10,54%","10,44%","15,97%","15,81%","19,13%","17,28%","47,82%","25,46%","20,30%","23,05%","0,68","1,10","0,10","0,15"
25,30/06/2018,"10,46%","10,37%","15,84%","15,71%","20,88%","18,96%","48,45%","26,99%","20,99%","23,68%","0,70","1,11","0,11","0,23"
26,31/03/2018,"10,10%","10,01%","15,31%","15,17%","21,77%","18,52%","48,65%","28,20%","20,82%","23,45%","0,66","1,17","0,17","0,34"
27,31/12/2017,"10,25%","10,15%","15,53%","15,38%","22,62%","20,31%","48,88%","29,35%","20,67%","23,29%","0,69","1,11","0,11","0,18"
28,30/09/2017,"10,09%","10,00%","15,29%","15,14%","23,71%","21,34%","48,71%","30,26%","19,96%","22,63%","0,71","1,11","0,11","-0,22"
29,30/06/2017,"10,31%","10,20%","15,63%","15,46%","24,82%","22,22%","48,94%","31,32%","20,33%","23,03%","0,71","1,10","0,10","0,20"
30,31/03/2017,"9,85%","9,74%","14,93%","14,76%","24,98%","20,61%","49,10%","31,87%","20,53%","23,27%","0,65","1,18","0,18","0,36"
31,31/12/2016,"9,49%","9,39%","14,38%","14,23%","24,25%","20,83%","48,73%","31,02%","19,54%","22,29%","0,67","1,11","0,11","0,23"
