,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 283,64 M","R$ 32,26 M","- R$ 328,78 M","- R$ 12,88 M"
1,31/03/2024,"R$ 353,54 M","- R$ 413,73 M","R$ 72,24 M","R$ 12,05 M"
2,31/12/2023,"R$ 167,90 M","- R$ 97,05 M","- R$ 24,60 M","R$ 46,26 M"
3,30/09/2023,"R$ 48,80 M","- R$ 63,06 M","- R$ 12,59 M","- R$ 26,85 M"
4,30/06/2023,"R$ 224,85 M","R$ 1,12 B","- R$ 1,31 B","R$ 37,94 M"
5,31/03/2023,"R$ 295,18 M","- R$ 488,01 M","R$ 81,80 M","- R$ 111,03 M"
6,31/12/2022,"R$ 215,86 M","- R$ 28,48 M","- R$ 85,26 M","R$ 102,12 M"
7,30/09/2022,"- R$ 54,80 M","R$ 56,54 M","R$ 1,71 M","R$ 3,45 M"
8,30/06/2022,"R$ 149,49 M","R$ 62,33 M","- R$ 222,65 M","- R$ 10,82 M"
9,31/03/2022,"R$ 225,52 M","- R$ 218,77 M","R$ 3,76 M","R$ 10,51 M"
10,31/12/2021,"R$ 62,07 M","R$ 43,43 M","- R$ 102,96 M","R$ 2,54 M"
11,30/09/2021,"- R$ 39,54 M","R$ 74,17 M","- R$ 37,70 M","- R$ 3,06 M"
12,30/06/2021,"R$ 336,46 M","R$ 212,99 M","- R$ 545,14 M","R$ 4,31 M"
13,31/03/2021,"R$ 197,41 M","- R$ 196,81 M","- R$ 1,40 M","- R$ 807,00 mil"
14,31/12/2020,"- R$ 220,62 M","R$ 246,24 M","- R$ 27,26 M","- R$ 1,63 M"
15,30/09/2020,"- R$ 26,57 M","R$ 139,89 M","- R$ 112,34 M","R$ 974,00 mil"
16,30/06/2020,"R$ 240,61 M","R$ 14,98 M","- R$ 256,29 M","- R$ 703,00 mil"
17,31/03/2020,"R$ 115,47 M","- R$ 190,71 M","R$ 77,69 M","R$ 2,45 M"
18,31/12/2019,"R$ 35,64 M","R$ 57,44 M","- R$ 89,78 M","R$ 3,30 M"
19,30/09/2019,"R$ 55,11 M","R$ 9,82 M","- R$ 68,06 M","- R$ 3,13 M"
20,30/06/2019,"R$ 88,52 M","R$ 210,57 M","- R$ 295,61 M","R$ 3,48 M"
21,31/03/2019,"R$ 247,55 M","- R$ 336,48 M","R$ 86,78 M","- R$ 2,14 M"
22,31/12/2018,"R$ 56,87 M","- R$ 69,12 M","R$ 8,97 M","- R$ 3,29 M"
23,30/09/2018,"R$ 29,71 M","R$ 51,38 M","- R$ 81,94 M","- R$ 851,00 mil"
24,30/06/2018,"R$ 199,72 M","R$ 138,12 M","- R$ 339,74 M","- R$ 1,90 M"
25,31/03/2018,"R$ 197,54 M","- R$ 268,25 M","R$ 63,19 M","- R$ 7,52 M"
26,31/12/2017,"R$ 98,09 M","- R$ 222,70 M","- R$ 59,75 M","- R$ 184,36 M"
27,30/09/2017,"R$ 16,44 M","R$ 244,99 M","- R$ 68,08 M","R$ 193,35 M"
28,30/06/2017,"R$ 219,00 M","R$ 109,64 M","- R$ 325,66 M","R$ 2,98 M"
29,31/03/2017,"R$ 192,20 M","- R$ 257,40 M","R$ 62,69 M","- R$ 2,51 M"
30,31/12/2016,"R$ 11,84 M","R$ 52,17 M","- R$ 62,61 M","R$ 1,40 M"
31,30/09/2016,"R$ 76,04 M","- R$ 4,63 M","- R$ 72,85 M","- R$ 1,44 M"
32,30/06/2016,"R$ 194,44 M","R$ 105,37 M","- R$ 304,85 M","- R$ 5,04 M"
33,31/03/2016,"R$ 269,15 M","- R$ 327,65 M","R$ 62,96 M","R$ 4,46 M"
34,31/12/2015,"R$ 75,48 M","- R$ 29,14 M","- R$ 45,32 M","R$ 1,02 M"
35,30/09/2015,"- R$ 72,39 M","R$ 115,54 M","- R$ 45,98 M","- R$ 2,84 M"
36,30/06/2015,"R$ 207,69 M","- R$ 97,36 M","- R$ 116,55 M","- R$ 6,23 M"
37,31/03/2015,"R$ 231,94 M","- R$ 187,62 M","- R$ 41,32 M","R$ 3,01 M"
38,31/12/2014,"R$ 10,91 M","R$ 24,77 M","- R$ 30,48 M","R$ 5,19 M"
39,30/09/2014,"R$ 71,90 M","- R$ 85,47 M","R$ 7,38 M","- R$ 6,19 M"
40,30/06/2014,"R$ 124,54 M","R$ 98,18 M","- R$ 228,30 M","- R$ 5,58 M"
41,31/03/2014,"R$ 277,62 M","- R$ 335,04 M","R$ 50,95 M","- R$ 6,46 M"
42,31/12/2013,"- R$ 1,55 M","R$ 113,56 M","- R$ 105,66 M","R$ 6,35 M"
43,30/09/2013,"- R$ 69,37 M","R$ 87,72 M","- R$ 16,03 M","R$ 2,32 M"
44,30/06/2013,"R$ 172,70 M","- R$ 6,14 M","- R$ 155,05 M","R$ 11,52 M"
45,31/03/2013,"R$ 201,52 M","- R$ 105,54 M","- R$ 91,29 M","R$ 4,69 M"
46,31/12/2012,"- R$ 17,29 M","- R$ 17,07 M","R$ 19,51 M","- R$ 14,85 M"
