,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"28,40%","50,91%","43,03%","77,14%","60,32%","20,52%","38,15%","17,12%","20,60%","21,41%","1,20","4,36","3,36","0,26"
1,31/03/2024,"26,53%","50,30%","40,20%","76,22%","62,96%","19,43%","38,00%","16,98%","20,66%","21,53%","1,14","3,39","2,39","-0,07"
2,31/12/2023,"29,78%","57,29%","45,13%","86,80%","64,09%","17,22%","37,95%","16,69%","20,16%","21,06%","1,03","3,57","2,57","-0,05"
3,30/09/2023,"24,08%","43,09%","36,48%","65,29%","55,97%","14,84%","37,79%","15,56%","19,67%","19,85%","0,95","3,41","2,41","-0,16"
4,30/06/2023,"28,72%","55,74%","43,52%","84,45%","60,90%","13,53%","37,68%","15,61%","19,81%","19,92%","0,87","2,94","1,94","-0,11"
5,31/03/2023,"24,78%","45,33%","37,55%","68,69%","55,60%","12,28%","37,20%","14,98%","19,37%","19,46%","0,82","3,24","2,24","0,01"
6,31/12/2022,"26,30%","55,65%","39,85%","84,32%","55,81%","12,70%","37,08%","14,61%","19,02%","19,11%","0,87","3,72","2,72","-0,19"
7,30/09/2022,"27,21%","49,83%","41,23%","75,51%","58,47%","16,34%","36,97%","16,41%","20,35%","19,81%","1,00","3,77","2,77","0,14"
8,30/06/2022,"32,83%","64,71%","49,74%","98,04%","61,60%","16,40%","37,18%","16,69%","20,66%","20,31%","0,98","4,50","3,50","-0,14"
9,31/03/2022,"27,20%","52,70%","41,21%","79,84%","60,37%","16,98%","37,38%","17,64%","21,20%","21,06%","0,96","4,53","3,53","0,08"
10,31/12/2021,"29,46%","52,29%","44,63%","79,23%","64,10%","19,08%","37,09%","18,05%","21,65%","21,73%","1,06","4,40","3,40","-0,22"
11,30/09/2021,"39,02%","90,63%","59,11%","137,32%","57,42%","14,70%","37,56%","16,58%","20,37%","20,73%","0,89","3,58","2,58","-0,07"
12,30/06/2021,"36,95%","85,91%","55,99%","130,16%","95,65%","17,20%","37,38%","16,82%","20,91%","21,22%","1,02","3,76","2,76","-0,39"
13,31/03/2021,"31,60%","66,70%","47,88%","101,06%","92,82%","16,16%","37,45%","16,26%","20,98%","21,20%","0,99","3,56","2,56","-0,18"
14,31/12/2020,"19,31%","29,89%","29,25%","45,30%","75,28%","12,49%","37,42%","14,05%","19,66%","19,78%","0,89","3,36","2,36","-0,06"
15,30/09/2020,"19,01%","29,44%","28,81%","44,61%","67,04%","11,12%","37,01%","13,01%","20,13%","20,64%","0,85","3,91","2,91","-0,98"
16,30/06/2020,"17,49%","27,09%","26,51%","41,04%","58,13%","9,64%","35,21%","11,98%","19,67%","19,69%","0,80","5,56","4,56","-0,11"
17,31/03/2020,"20,09%","31,10%","30,44%","47,13%","69,40%","11,51%","35,79%","14,01%","22,12%","22,37%","0,82","5,74","4,74","0,17"
18,31/12/2019,NA,NA,NA,NA,NA,NA,"34,92%","15,71%","23,30%","23,42%",NA,"6,03","5,03","1,19"
