,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 100,35 B","R$ 12,38 B","R$ 4,56",2.716.815.061,0,0,2.716.815.061,14.041.724,0,0,14.041.724,2.702.773.337,0,2.702.773.337,412
1,31/03/2024,"R$ 102,99 B","R$ 12,19 B","R$ 4,49",2.716.815.061,0,0,2.716.815.061,14.192.687,0,0,14.192.687,2.702.622.374,0,2.702.622.374,412
2,31/12/2023,"R$ 107,78 B","R$ 12,28 B","R$ 4,52",2.716.815.061,0,0,2.716.815.061,19.135.458,0,0,19.135.458,2.697.679.603,0,2.697.679.603,412
3,30/09/2023,"R$ 96,94 B","R$ 11,97 B","R$ 4,41",2.716.815.061,0,0,2.716.815.061,19.613.152,0,0,19.613.152,2.697.201.909,0,2.697.201.909,412
4,30/06/2023,"R$ 95,87 B","R$ 11,70 B","R$ 4,31",2.716.815.061,0,0,2.716.815.061,22.587.695,0,0,22.587.695,2.694.227.366,0,2.694.227.366,412
5,31/03/2023,"R$ 100,07 B","R$ 11,20 B","R$ 4,12",2.716.815.061,0,0,2.716.815.061,18.379.120,0,0,18.379.120,2.698.435.941,0,2.698.435.941,412
6,31/12/2022,"R$ 109,78 B","R$ 10,95 B","R$ 4,03",2.716.815.061,0,0,2.716.815.061,22.450.441,0,0,22.450.441,2.694.364.620,0,2.694.364.620,412
7,30/09/2022,"R$ 103,35 B","R$ 10,85 B","R$ 4,00",2.716.815.061,0,0,2.716.815.061,22.525.809,0,0,22.525.809,2.694.289.252,0,2.694.289.252,412
8,30/06/2022,"R$ 104,82 B","R$ 10,57 B","R$ 3,89",2.716.815.061,0,0,2.716.815.061,24.170.602,0,0,24.170.602,2.692.644.459,0,2.692.644.459,412
9,31/03/2022,"R$ 99,42 B","R$ 10,35 B","R$ 3,81",2.716.815.061,0,0,2.716.815.061,13.117.427,0,0,13.117.427,2.703.697.634,0,2.703.697.634,412
10,31/12/2021,"R$ 100,29 B","R$ 10,10 B","R$ 3,72",2.716.815.061,0,0,2.716.815.061,14.957.298,0,0,14.957.298,2.701.857.763,0,2.701.857.763,412
11,30/09/2021,"R$ 88,72 B","R$ 9,82 B","R$ 3,62",2.716.815.061,0,0,2.716.815.061,14.957.298,0,0,14.957.298,2.701.857.763,0,2.701.857.763,412
12,30/06/2021,"R$ 82,84 B","R$ 9,81 B","R$ 3,61",2.716.815.061,0,0,2.716.815.061,15.319.975,0,0,15.319.975,2.701.495.086,0,2.701.495.086,412
13,31/03/2021,"R$ 81,84 B","R$ 9,52 B","R$ 3,50",2.716.815.061,0,0,2.716.815.061,8.783.856,0,0,8.783.856,2.708.031.205,0,2.708.031.205,412
14,31/12/2020,"R$ 91,81 B","R$ 10,94 B","R$ 4,03",2.716.815.061,0,0,2.716.815.061,9.661.292,0,0,9.661.292,2.707.153.769,0,2.707.153.769,412
15,30/09/2020,"R$ 78,62 B","R$ 9,16 B","R$ 3,37",2.716.815.061,0,0,2.716.815.061,9.661.292,0,0,9.661.292,2.707.153.769,0,2.707.153.769,412
16,30/06/2020,"R$ 73,35 B","R$ 9,15 B","R$ 3,37",2.716.815.061,0,0,2.716.815.061,7.594.796,0,0,7.594.796,2.709.220.265,0,2.709.220.265,412
17,31/03/2020,"R$ 84,22 B","R$ 9,26 B","R$ 3,41",2.716.815.061,0,0,2.716.815.061,7.597.594,0,0,7.597.594,2.709.217.467,0,2.709.217.467,412
18,31/12/2019,"R$ 93,42 B","R$ 11,39 B","R$ 4,19",2.716.815.061,0,0,2.716.815.061,4.095.574,0,0,4.095.574,2.712.719.487,0,2.712.719.487,412
19,30/09/2019,"R$ 89,87 B","R$ 9,30 B","R$ 3,42",2.716.815.061,0,0,2.716.815.061,4.108.300,0,0,4.108.300,2.712.706.761,0,2.712.706.761,412
20,30/06/2019,"R$ 89,63 B","R$ 9,13 B","R$ 3,36",2.716.815.061,0,0,2.716.815.061,3.260.036,0,0,3.260.036,2.713.555.025,0,2.713.555.025,412
21,31/03/2019,"R$ 84,17 B","R$ 9,04 B","R$ 3,33",2.716.815.061,0,0,2.716.815.061,3.456.902,0,0,3.456.902,2.713.358.159,0,2.713.358.159,412
22,31/12/2018,"R$ 82,56 B","R$ 11,20 B","R$ 4,12",2.716.815.061,0,0,2.716.815.061,2.581.435,0,0,2.581.435,2.714.233.626,0,2.714.233.626,412
23,30/09/2018,"R$ 82,43 B","R$ 11,36 B","R$ 4,18",2.716.815.061,0,0,2.716.815.061,2.581.435,0,0,2.581.435,2.714.233.626,0,2.714.233.626,412
24,30/06/2018,"R$ 80,53 B","R$ 11,94 B","R$ 4,40",2.716.815.061,0,0,2.716.815.061,2.439.560,0,0,2.439.560,2.714.375.501,0,2.714.375.501,412
25,31/03/2018,"R$ 83,01 B","R$ 11,50 B","R$ 4,23",2.716.815.061,0,0,2.716.815.061,2.497.303,0,0,2.497.303,2.714.317.758,0,2.714.317.758,412
26,31/12/2017,"R$ 88,35 B","R$ 11,70 B","R$ 4,31",2.716.815.061,0,0,2.716.815.061,2.641.845,0,0,2.641.845,2.714.173.216,0,2.714.173.216,412
27,30/09/2017,"R$ 77,68 B","R$ 10,81 B","R$ 3,98",2.713.932.157,0,0,2.713.932.157,2.882.904,0,0,2.882.904,2.711.049.253,0,2.711.049.253,412
28,30/06/2017,"R$ 80,00 B","R$ 10,67 B","R$ 3,93",2.712.679.297,0,0,2.712.679.297,4.135.764,0,0,4.135.764,2.708.543.533,0,2.708.543.533,412
29,31/03/2017,"R$ 30,94 B","R$ 10,09 B","R$ 4,46",2.260.253.774,0,0,2.260.253.774,3.758.777,0,0,3.758.777,2.256.494.997,0,2.256.494.997,412
30,31/12/2016,"R$ 30,54 B","R$ 9,24 B","R$ 4,09",2.259.768.045,0,0,2.259.768.045,4.244.506,0,0,4.244.506,2.255.523.539,0,2.255.523.539,412
31,30/09/2016,"R$ 28,95 B","R$ 8,72 B","R$ 3,86",2.259.623.845,0,0,2.259.623.845,4.388.706,0,0,4.388.706,2.255.235.139,0,2.255.235.139,412
32,30/06/2016,"R$ 27,85 B","R$ 7,90 B","R$ 3,50",2.258.567.830,0,0,2.258.567.830,5.444.721,0,0,5.444.721,2.253.123.109,0,2.253.123.109,412
33,31/03/2016,"R$ 29,06 B","R$ 7,42 B","R$ 3,94",1.881.443.238,0,0,1.881.443.238,5.233.888,0,0,5.233.888,1.876.209.350,0,1.876.209.350,412
34,31/12/2015,"R$ 29,98 B","R$ 6,52 B","R$ 3,47",1.881.830.814,0,0,1.881.830.814,4.846.312,0,0,4.846.312,1.876.984.502,0,1.876.984.502,412
35,30/09/2015,"R$ 29,12 B","R$ 6,14 B","R$ 3,26",1.881.696.240,0,0,1.881.696.240,4.980.886,0,0,4.980.886,1.876.715.354,0,1.876.715.354,412
36,30/06/2015,"R$ 28,00 B","R$ 5,30 B","R$ 2,82",1.880.483.926,0,0,1.880.483.926,6.193.200,0,0,6.193.200,1.874.290.726,0,1.874.290.726,412
37,31/03/2015,"R$ 28,08 B","R$ 4,89 B","R$ 3,12",1.566.764.252,0,0,1.566.764.252,5.466.686,0,0,5.466.686,1.561.297.566,0,1.561.297.566,412
38,31/12/2014,"R$ 18,68 B","R$ 4,31 B","R$ 2,75",1.566.433.971,0,0,1.566.433.971,5.796.967,0,0,5.796.967,1.560.637.004,0,1.560.637.004,412
39,30/09/2014,"R$ 13,86 B","R$ 3,95 B","R$ 2,52",1.566.258.985,0,0,1.566.258.985,5.971.953,0,0,5.971.953,1.560.287.032,0,1.560.287.032,412
40,30/06/2014,"R$ 13,46 B","R$ 3,49 B","R$ 2,23",1.565.882.893,0,0,1.565.882.893,6.348.045,0,0,6.348.045,1.559.534.848,0,1.559.534.848,412
41,31/03/2014,"R$ 13,25 B","R$ 3,46 B","R$ 2,21",1.565.901.704,0,0,1.565.901.704,6.329.234,0,0,6.329.234,1.559.572.470,0,1.559.572.470,412
42,31/12/2013,"R$ 13,31 B","R$ 3,32 B","R$ 4,22",786.115.469,0,0,786.115.469,707.055,0,0,707.055,785.408.414,0,785.408.414,412
43,30/09/2013,"R$ 12,15 B","R$ 2,95 B","R$ 3,75",786.115.469,0,0,786.115.469,525.334,0,0,525.334,785.590.135,0,785.590.135,412
44,30/06/2013,"R$ 11,51 B","R$ 2,46 B","R$ 3,14",784.523.090,0,0,784.523.090,1.592.379,0,0,1.592.379,782.930.711,0,782.930.711,412
45,31/03/2013,"R$ 10,15 B","R$ 2,44 B","R$ 3,72",655.096.224,0,0,655.096.224,1.389.879,0,0,1.389.879,653.706.345,0,653.706.345,412
46,31/12/2012,"R$ 10,04 B","R$ 2,28 B","R$ 3,48",655.096.224,0,0,655.096.224,727.778,0,0,727.778,654.368.446,0,654.368.446,412
47,30/09/2012,"R$ 7,74 B","R$ 2,06 B","R$ 3,14",654.345.737,0,0,654.345.737,750.487,0,0,750.487,653.595.250,0,653.595.250,412
48,30/06/2012,"R$ 5,87 B","R$ 2,16 B","R$ 3,31",653.861.218,0,0,653.861.218,1.235.006,0,0,1.235.006,652.626.212,0,652.626.212,412
49,31/03/2012,"R$ 5,22 B","R$ 1,64 B","R$ 3,00",545.913.520,0,0,545.913.520,1.161.371,0,0,1.161.371,544.752.149,0,544.752.149,412
50,31/12/2011,"R$ 5,08 B","R$ 1,41 B","R$ 2,58",545.913.520,0,0,545.913.520,1.384.293,0,0,1.384.293,544.529.227,0,544.529.227,412
51,30/09/2011,"R$ 4,30 B","R$ 1,22 B","R$ 2,23",545.913.520,0,0,545.913.520,1.545.774,0,0,1.545.774,544.367.746,0,544.367.746,412
52,30/06/2011,"R$ 4,04 B","R$ 1,32 B","R$ 2,41",545.913.520,0,0,545.913.520,1.766.466,0,0,1.766.466,544.147.054,0,544.147.054,412
53,31/03/2011,"R$ 3,87 B","R$ 887,60 M","R$ 0,65",1.364.783.800,0,0,1.364.783.800,4.483.566,0,0,4.483.566,1.360.300.234,0,1.360.300.234,412
54,31/12/2010,"R$ 3,77 B","R$ 1,18 B","R$ 0,86",1.364.783.800,0,0,1.364.783.800,4.497.766,0,0,4.497.766,1.360.286.034,0,1.360.286.034,412
55,30/09/2010,"R$ 3,55 B","R$ 850,49 M","R$ 0,62",1.364.784.000,0,0,1.364.784.000,4.548.000,0,0,4.548.000,1.360.236.000,0,1.360.236.000,412
56,30/06/2010,"R$ 3,18 B","R$ 1,15 B","R$ 0,84",1.364.784.000,0,0,1.364.784.000,4.720.000,0,0,4.720.000,1.360.064.000,0,1.360.064.000,412
57,31/03/2010,"R$ 2,81 B","R$ 689,74 M","R$ 0,51",1.364.784.000,0,0,1.364.784.000,4.532.000,0,0,4.532.000,1.360.252.000,0,1.360.252.000,412
