,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"11,09%","14,59%","16,80%","22,11%","12,88%","4,18%","54,16%","4,96%","10,33%","20,08%","0,84","2,76","1,76","0,33"
1,30/06/2024,"9,34%","12,04%","14,15%","18,25%","9,70%","3,20%","53,57%","3,92%","9,30%","19,56%","0,82","2,74","1,74","0,51"
2,31/03/2024,"7,74%","9,86%","11,72%","14,94%","6,95%","2,21%","52,92%","2,88%","7,84%","18,49%","0,77","2,88","1,88","0,53"
3,31/12/2023,"6,51%","7,49%","9,86%","11,34%","0,08%","0,02%","52,42%","0,03%","5,87%","16,90%","0,70","3,13","2,13","0,47"
4,30/09/2023,"5,68%","6,52%","8,60%","9,88%","1,67%","0,52%","51,91%","0,73%","6,10%","16,95%","0,71","3,08","2,08","0,56"
5,30/06/2023,"5,10%","5,81%","7,73%","8,81%","1,03%","0,33%","51,38%","0,47%","5,75%","16,80%","0,69","3,03","2,03","0,72"
6,31/03/2023,"5,14%","5,89%","7,78%","8,93%","0,96%","0,33%","50,80%","0,44%","5,56%","16,54%","0,75","3,15","2,15","0,74"
7,31/12/2022,"4,07%","5,33%","6,16%","8,08%","0,03%","0,01%","50,23%","0,01%","4,34%","15,28%","0,71","3,21","2,21","0,50"
8,30/09/2022,"1,97%","2,70%","2,99%","4,09%","-2,03%","-0,76%","49,14%","-0,94%","2,18%","7,94%","0,80","3,24","2,24","2,38"
9,30/06/2022,"1,48%","2,04%","2,25%","3,09%","9,56%","3,56%","48,13%","4,11%","1,57%","6,76%","0,87","3,17","2,17","3,01"
10,31/03/2022,"1,54%","2,22%","2,34%","3,36%","12,47%","4,63%","46,89%","5,65%","1,63%","6,69%","0,82","2,92","1,92","2,82"
11,31/12/2021,"1,68%","2,60%","2,55%","3,94%","12,39%","4,50%","46,52%","6,38%","1,80%","6,59%","0,70","2,90","1,90","0,96"
12,30/09/2021,"0,72%","0,73%","1,09%","1,10%","11,14%","4,19%","46,07%","5,64%","0,90%","15,81%","0,74","2,68","1,68","0,51"
13,30/06/2021,"0,72%","0,73%","1,09%","1,11%","0,46%","0,18%","45,67%","0,25%","0,98%","12,25%","0,73","2,69","1,69","0,81"
14,31/03/2021,"-4,45%","-4,53%","-6,75%","-6,86%","-9,20%","-4,30%","45,60%","-6,42%","-7,30%","6,31%","0,67","2,69","1,69","0,74"
15,31/12/2020,"-2,70%","-2,79%","-4,10%","-4,23%","-6,07%","-2,76%","46,42%","-4,07%","-4,02%","8,83%","0,68","2,75","1,75","-0,83"
16,30/09/2020,"-0,64%","-0,82%","-0,97%","-1,24%","-5,23%","-1,80%","47,37%","-2,45%","-1,01%","11,51%","0,74","2,66","1,66","3,32"
17,30/06/2020,"0,85%","1,06%","1,28%","1,61%","-2,79%","-0,95%","48,55%","-1,24%","1,31%","13,03%","0,76","2,52","1,52","2,98"
18,31/03/2020,"5,87%","7,19%","8,89%","10,89%","8,86%","3,04%","48,70%","3,16%","7,13%","16,71%","0,96","2,14","1,14","1,63"
19,31/12/2019,"62,81%","101,63%","95,16%","153,99%","87,17%","27,94%","48,59%","18,39%","19,55%","29,04%","1,52","2,20","1,20","0,74"
20,30/09/2019,"60,32%","97,61%","91,40%","147,90%","86,85%","27,84%","48,99%","18,39%","18,84%","27,17%","1,51","2,90","1,90","1,00"
21,30/06/2019,"60,56%","97,99%","91,75%","148,47%","88,01%","28,21%","49,20%","18,76%","19,04%","25,91%","1,50","2,95","1,95","1,16"
22,31/03/2019,"62,69%","101,45%","94,99%","153,70%","88,33%","28,31%","49,55%","18,92%","19,81%","25,24%","1,50","2,91","1,91","1,18"
23,31/12/2018,NA,NA,NA,NA,NA,NA,"49,34%","3,36%","6,90%","10,87%",NA,"3,12","2,12","-0,79"
