,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 752,79 M","- R$ 79,80 M","- R$ 556,54 M","R$ 120,84 M"
1,31/03/2024,"R$ 834,71 M","- R$ 111,29 M","- R$ 665,89 M","R$ 57,69 M"
2,31/12/2023,"R$ 909,25 M","- R$ 120,83 M","- R$ 405,19 M","R$ 382,86 M"
3,30/09/2023,"R$ 583,69 M","- R$ 167,51 M","- R$ 31,71 M","R$ 384,48 M"
4,30/06/2023,"R$ 145,02 M","- R$ 154,90 M","R$ 430,70 M","R$ 420,82 M"
5,31/03/2023,"R$ 15,67 M","- R$ 207,87 M","R$ 344,83 M","R$ 152,63 M"
6,31/12/2022,"- R$ 552,90 M","- R$ 244,32 M","R$ 100,63 M","- R$ 696,60 M"
7,30/09/2022,"- R$ 622,70 M","- R$ 259,92 M","- R$ 262,12 M","- R$ 1,14 B"
8,30/06/2022,"- R$ 610,95 M","- R$ 278,13 M","R$ 1,04 B","R$ 154,45 M"
9,31/03/2022,"- R$ 807,52 M","- R$ 220,64 M","R$ 1,25 B","R$ 222,44 M"
10,31/12/2021,"- R$ 855,74 M","- R$ 195,62 M","R$ 1,95 B","R$ 898,94 M"
11,30/09/2021,"- R$ 972,00 M","- R$ 108,49 M","R$ 2,34 B","R$ 1,26 B"
12,30/06/2021,"- R$ 692,36 M","- R$ 90,21 M","R$ 757,42 M","- R$ 25,14 M"
13,31/03/2021,"- R$ 523,90 M","- R$ 88,37 M","R$ 958,20 M","R$ 345,93 M"
14,31/12/2020,"- R$ 14,61 M","- R$ 45,86 M","R$ 414,95 M","R$ 354,47 M"
