,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"-6,99%","-7,86%","-10,59%","-11,90%","-17,53%","-10,10%","10,14%","-19,71%","-14,08%","-12,00%","0,51","1,67","0,67","0,78"
1,31/03/2024,"-6,73%","-7,41%","-10,20%","-11,23%","-15,16%","-8,57%","11,85%","-16,33%","-13,40%","-11,38%","0,52","1,66","0,66","0,69"
2,31/12/2023,"-9,57%","-10,42%","-14,51%","-15,79%","-20,63%","-12,16%","5,46%","-23,90%","-20,76%","-18,82%","0,51","1,70","0,70","0,34"
3,30/09/2023,"-7,70%","-8,25%","-11,67%","-12,50%","-16,83%","-10,40%","12,50%","-19,01%","-15,59%","-13,73%","0,55","1,64","0,64","-0,08"
4,30/06/2023,"-4,78%","-5,15%","-7,24%","-7,80%","-10,40%","-6,84%","18,80%","-10,87%","-8,50%","-7,05%","0,63","1,74","0,74","-0,70"
5,31/03/2023,"-3,53%","-3,75%","-5,34%","-5,68%","-10,14%","-6,68%","19,26%","-10,10%","-5,67%","-4,24%","0,66","1,77","0,77","-2,25"
6,31/12/2022,"3,18%","3,35%","4,82%","5,08%","2,24%","1,35%","25,95%","2,05%","4,23%","5,56%","0,66","1,70","0,70","2,25"
7,30/09/2022,"8,95%","9,68%","13,56%","14,66%","11,46%","5,91%","26,50%","9,89%","10,82%","12,09%","0,60","1,62","0,62","0,81"
8,30/06/2022,"13,67%","14,70%","20,71%","22,27%","33,07%","11,34%","26,08%","13,14%","13,31%","14,43%","0,86","1,52","0,52","0,27"
9,31/03/2022,"16,32%","17,67%","24,72%","26,77%","43,48%","13,79%","27,36%","16,37%","14,48%","15,43%","0,84","1,52","0,52","0,01"
10,31/12/2021,"26,20%","28,91%","39,70%","43,80%","50,83%","16,53%","27,99%","15,98%","16,06%","16,85%","1,03","1,67","0,67","-0,44"
11,30/09/2021,"28,44%","31,37%","43,09%","47,54%","52,13%","16,95%","34,04%","15,61%","16,60%","17,22%","1,09","1,94","0,94","-0,64"
12,30/06/2021,"26,53%","29,27%","40,20%","44,35%","49,68%","16,15%","34,72%","16,35%","17,02%","17,65%","0,99","2,92","1,92","1,13"
13,31/03/2021,"23,65%","26,09%","35,83%","39,53%","42,36%","13,77%","35,45%","16,13%","17,56%","18,21%","0,85","3,15","2,15","1,04"
14,31/12/2020,NA,NA,NA,NA,NA,NA,"36,09%","14,44%","17,06%","17,82%",NA,"3,08","2,08","0,46"
