,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 259,50 M","- R$ 274,21 M","- R$ 401,65 M","- R$ 416,36 M",91
1,31/03/2024,"- R$ 176,99 M","- R$ 114,92 M","R$ 956,30 M","R$ 664,39 M",91
2,31/12/2023,"- R$ 477,80 M","- R$ 17,15 M","- R$ 66,22 M","- R$ 561,16 M",91
3,30/09/2023,"R$ 122,69 M","- R$ 419,14 M","R$ 713,75 M","R$ 417,31 M",91
4,30/06/2023,"R$ 160,41 M","- R$ 321,95 M","R$ 79,01 M","- R$ 82,53 M",91
5,31/03/2023,"- R$ 700,92 M","R$ 578,66 M","- R$ 221,20 M","- R$ 343,47 M",91
6,31/12/2022,"R$ 588,04 M","- R$ 417,32 M","R$ 339,13 M","R$ 509,85 M",91
7,30/09/2022,"R$ 125,35 M","- R$ 1,23 B","R$ 907,71 M","- R$ 199,07 M",91
8,30/06/2022,"R$ 45,27 M","- R$ 401,26 M","- R$ 188,61 M","- R$ 544,60 M",91
9,31/03/2022,"- R$ 225,91 M","R$ 291,77 M","- R$ 154,32 M","- R$ 88,47 M",91
10,31/12/2021,"R$ 278,26 M","- R$ 1,15 B","R$ 529,87 M","- R$ 342,04 M",91
11,30/09/2021,"- R$ 67,12 M","- R$ 62,75 M","R$ 518,66 M","R$ 388,80 M",91
12,30/06/2021,"R$ 116,26 M","- R$ 74,03 M","R$ 581,58 M","R$ 623,81 M",91
13,31/03/2021,"- R$ 112,86 M","- R$ 23,18 M","- R$ 107,01 M","- R$ 243,05 M",91
14,31/12/2020,,,,,91
