,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 18/09/2024,"-0,37","-0,44","0,04","1,28","0,08","R$ 213,27 M","0,00%",269
1,30/06/2024,,,,,,,,269
2,31/03/2024,"-0,71","-1,94","0,05","8,35","0,10","R$ 264,44 M","0,00%",269
3,31/12/2023,"-0,86","41,41","0,06","2,80","0,10","R$ 311,30 M","0,00%",269
4,30/09/2023,"-1,04","10,72","0,08","1,53","0,15","R$ 417,93 M","0,00%",269
5,30/06/2023,"-1,55","6,89","0,12","0,94","0,26","R$ 700,14 M","0,00%",269
6,31/03/2023,"-1,89","3,28","0,13","2,44","0,32","R$ 777,70 M","0,00%",269
7,31/12/2022,"-6,19","2,53","0,16","2,13","0,31","R$ 931,73 M","0,00%",269
8,30/09/2022,"2,27","1,80","0,14","2,93","0,26","R$ 797,09 M","0,00%",269
9,30/06/2022,"1,59","1,62","0,17","-1,62","0,27","R$ 894,57 M","0,00%",269
10,31/03/2022,"1,23","1,52","0,21","-3,46","0,37","R$ 986,67 M","0,00%",269
11,31/12/2021,"1,43","1,83","0,22","-5,93","0,33","R$ 952,20 M","0,00%",269
12,30/09/2021,"4,50","14,14","0,37","-7,13","0,52","R$ 1,28 B","0,00%",269
13,30/06/2021,"4,75","-83,22","0,32","-22,68","0,46","R$ 902,65 M","0,00%",269
14,31/03/2021,"-574,56","-6,08","0,37","8,01","0,56","R$ 945,73 M","0,00%",269
15,31/12/2020,"-1,77","-2,37","0,16","-3,46","0,19","R$ 351,69 M","0,00%",269
16,30/09/2020,"0,23","-0,74","0,08","-1,89","0,08","R$ 150,80 M","0,00%",269
17,30/06/2020,"0,31","-0,72","0,10","-4,69","0,10","R$ 159,42 M","0,00%",269
18,31/03/2020,"0,34","-1,07","0,13","-1,83","0,12","R$ 185,81 M","0,00%",269
19,31/12/2019,"0,16","3,36","0,09","-0,78","0,07","R$ 105,56 M","0,00%",269
20,30/09/2019,"-0,21","-0,14","0,10","-0,79","0,07","R$ 123,87 M","0,00%",269
21,30/06/2019,"-0,19","-0,15","0,05","-3,99","0,07","R$ 107,71 M","0,00%",269
22,31/03/2019,"-0,11","-0,13","0,03","1,97","0,06","R$ 94,25 M","0,00%",269
23,31/12/2018,"-0,15","-0,19","0,03","3,50","0,07","R$ 119,56 M","0,00%",269
24,30/09/2018,"-0,60","-0,98","0,06","-4,60","0,11","R$ 276,83 M","0,00%",269
25,30/06/2018,"-0,94","-2,02","0,07","-3,18","0,12","R$ 336,61 M","0,00%",269
26,31/03/2018,"-1,13","1,83","0,04","-2,51","0,07","R$ 203,04 M","0,00%",269
27,31/12/2017,"-1,05","0,80","0,03","-1,09","0,04","R$ 131,41 M","0,00%",269
28,30/09/2017,"-2,91","0,78","0,03","3,05","0,05","R$ 145,41 M","0,00%",269
29,30/06/2017,"-9,81","0,88","0,04","1,40","0,06","R$ 172,88 M","0,00%",269
30,31/03/2017,"4,32","0,71","0,04","3,74","0,08","R$ 210,04 M","0,00%",269
31,31/12/2016,"4,98","0,74","0,04","-1,11","0,08","R$ 214,89 M","0,00%",269
32,30/09/2016,"3,02","0,57","0,02","-0,36","0,05","R$ 134,64 M","0,00%",269
33,30/06/2016,"-0,86","0,75","0,03","-0,37","0,05","R$ 161,57 M","0,00%",269
34,31/03/2016,"-0,45","0,35","0,01","-0,15","0,03","R$ 85,63 M","0,00%",269
35,31/12/2015,"-0,29","0,40","0,02","-0,27","0,03","R$ 97,48 M","0,00%",269
36,30/09/2015,"-0,22","0,48","0,01","-1,13","0,02","R$ 92,10 M","0,00%",269
37,30/06/2015,"-0,56","0,28","0,02","-1,16","0,03","R$ 112,02 M","0,00%",269
38,31/03/2015,"-1,13","0,43","0,03","1,46","0,05","R$ 188,50 M","0,00%",269
39,31/12/2014,"25,02","0,45","0,03","7,54","0,06","R$ 199,22 M","0,00%",269
40,30/09/2014,"6,97","0,73","0,06","-2,14","0,10","R$ 341,72 M","0,00%",269
41,30/06/2014,"5,83","0,89","0,07","-3,77","0,13","R$ 415,88 M","0,00%",269
42,31/03/2014,"27,51","0,59","0,05","-0,98","0,10","R$ 277,26 M","0,00%",269
43,31/12/2013,"-10,12","0,78","0,06","-3,43","0,11","R$ 343,18 M","0,00%",269
44,30/09/2013,"-71,83","0,95","0,07","3,13","0,13","R$ 396,49 M","0,00%",269
45,30/06/2013,"-12,71","1,01","0,07","1,86","0,13","R$ 397,95 M","0,00%",269
46,31/03/2013,"-31,81","1,21","0,10","2,04","0,20","R$ 556,45 M","0,00%",269
47,31/12/2012,"-215,23","1,13","0,10","1,64","0,17","R$ 530,76 M","0,00%",269
48,30/09/2012,"-85,62","1,19","0,10","3,62","0,16","R$ 504,10 M","0,00%",269
49,30/06/2012,"107,01","1,81","0,15","4,75","0,25","R$ 770,70 M","0,00%",269
50,31/03/2012,"10,90","1,34","0,13","2,30","0,26","R$ 639,82 M","0,00%",269
51,31/12/2011,"9,10","1,23","0,12","2,80","0,22","R$ 581,65 M","0,00%",269
52,30/09/2011,"3,69","1,13","0,11","2,00","0,16","R$ 484,71 M","0,00%",269
53,30/06/2011,"3,03","1,01","0,11","-7,64","0,17","R$ 421,70 M","0,00%",269
54,31/03/2011,"5,44","1,15","0,13","-2,59","0,24","R$ 479,86 M","0,00%",269
55,31/12/2010,"8,00","1,21","0,14","-3,30","0,24","R$ 494,40 M","0,00%",269
56,30/09/2010,"-4,98","1,45","0,14","-1,68","0,20","R$ 431,88 M","0,00%",269
57,30/06/2010,"-4,93","1,31","0,12","-6,33","0,20","R$ 365,96 M","0,00%",269
58,31/03/2010,"9,97","1,09","0,11","-4,49","0,20","R$ 358,69 M","0,00%",269
59,31/12/2009,"8,96","1,80","0,17","-9,47","0,31","R$ 533,18 M","0,00%",269
60,30/09/2009,"-3,24","1,55","0,09","1,67","0,27","R$ 513,79 M","0,00%",269
61,30/06/2009,"-3,04","1,89","0,12","1,96","0,32","R$ 571,47 M","0,00%",269
62,31/03/2009,"-0,77","0,79","0,05","0,57","0,10","R$ 191,95 M","0,00%",269
63,31/12/2008,"-0,72","0,77","0,05","0,55","0,10","R$ 181,77 M","0,00%",269
64,30/09/2008,"4,89","0,53","0,08",,"0,10","R$ 273,34 M","6,61%",269
65,30/06/2008,"7,27","1,69","0,34",,"0,51","R$ 995,72 M","1,81%",269
66,31/03/2008,"14,60","2,29","0,46",,"0,86","R$ 1,18 B","1,54%",269
67,31/12/2007,"13,53","2,13","0,46",,"0,81","R$ 1,05 B","1,44%",269
68,30/09/2007,"12,74","2,21","0,50",,"0,76","R$ 1,04 B","0,00%",269
69,30/06/2007,"17,42","2,78","0,73",,"1,14","R$ 1,29 B","0,00%",269
70,31/03/2007,"13,59","2,83","0,46",,"0,87","R$ 699,35 M","0,00%",269
71,31/12/2006,"54,91","11,17","1,75",,"3,08","R$ 2,50 B","0,00%",269
