,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 165,99 M","- R$ 169,65 M","- R$ 5,12 M","- R$ 8,78 M",269
1,31/03/2024,"R$ 31,68 M","- R$ 143,57 M","R$ 126,82 M","R$ 14,93 M",269
2,31/12/2023,"R$ 111,14 M","- R$ 148,13 M","R$ 15,53 M","- R$ 21,46 M",269
3,30/09/2023,"R$ 273,82 M","- R$ 53,46 M","- R$ 204,03 M","R$ 16,34 M",269
4,30/06/2023,"R$ 748,38 M","- R$ 37,76 M","- R$ 664,74 M","R$ 45,88 M",269
5,31/03/2023,"R$ 318,69 M","- R$ 31,54 M","- R$ 271,24 M","R$ 15,91 M",269
6,31/12/2022,"R$ 437,84 M","- R$ 24,32 M","- R$ 381,78 M","R$ 31,75 M",269
7,30/09/2022,"R$ 272,00 M","- R$ 65,34 M","- R$ 188,50 M","R$ 18,17 M",269
8,30/06/2022,"- R$ 551,53 M","- R$ 73,34 M","R$ 619,12 M","- R$ 5,76 M",269
9,31/03/2022,"- R$ 285,18 M","- R$ 80,94 M","R$ 332,96 M","- R$ 33,15 M",269
10,31/12/2021,"- R$ 160,45 M","- R$ 78,28 M","R$ 229,40 M","- R$ 9,32 M",269
11,30/09/2021,"- R$ 179,50 M","- R$ 71,62 M","R$ 236,43 M","- R$ 14,69 M",269
12,30/06/2021,"- R$ 39,81 M","- R$ 52,41 M","R$ 83,10 M","- R$ 9,11 M",269
13,31/03/2021,"R$ 118,14 M","- R$ 30,08 M","- R$ 59,33 M","R$ 28,73 M",269
14,31/12/2020,"- R$ 101,74 M","- R$ 24,15 M","R$ 145,82 M","R$ 19,94 M",269
15,30/09/2020,"- R$ 79,59 M","- R$ 20,36 M","R$ 97,40 M","- R$ 2,55 M",269
16,30/06/2020,"- R$ 33,98 M","- R$ 12,43 M","R$ 40,88 M","- R$ 5,53 M",269
17,31/03/2020,"- R$ 101,38 M","- R$ 4,33 M","R$ 119,60 M","R$ 13,89 M",269
18,31/12/2019,"- R$ 135,41 M","R$ 2,84 M","R$ 132,61 M","R$ 35,00 mil",269
19,30/09/2019,"- R$ 156,27 M","R$ 5,49 M","R$ 146,58 M","- R$ 4,21 M",269
20,30/06/2019,"- R$ 27,00 M","R$ 3,81 M","R$ 6,30 M","- R$ 16,89 M",269
21,31/03/2019,"R$ 47,80 M","R$ 300,00 mil","- R$ 118,14 M","- R$ 70,04 M",269
22,31/12/2018,"R$ 34,14 M","- R$ 6,81 M","- R$ 74,19 M","- R$ 46,85 M",269
23,30/09/2018,"- R$ 60,14 M","R$ 6,41 M","- R$ 7,38 M","- R$ 61,11 M",269
24,30/06/2018,"- R$ 105,88 M","- R$ 2,58 M","R$ 80,92 M","- R$ 27,53 M",269
25,31/03/2018,"- R$ 80,79 M","R$ 1,24 M","R$ 97,52 M","R$ 17,96 M",269
26,31/12/2017,"- R$ 120,88 M","R$ 2,54 M","R$ 120,64 M","R$ 2,30 M",269
27,30/09/2017,"R$ 47,70 M","- R$ 14,92 M","- R$ 33,71 M","- R$ 931,00 mil",269
28,30/06/2017,"R$ 123,42 M","- R$ 9,73 M","- R$ 152,64 M","- R$ 38,95 M",269
29,31/03/2017,"R$ 56,13 M","- R$ 11,30 M","- R$ 46,69 M","- R$ 1,86 M",269
30,31/12/2016,"- R$ 194,45 M","- R$ 6,82 M","R$ 196,27 M","- R$ 5,00 M",269
31,30/09/2016,"- R$ 376,58 M","- R$ 7,92 M","R$ 320,03 M","- R$ 64,48 M",269
32,30/06/2016,"- R$ 437,29 M","- R$ 19,42 M","R$ 364,48 M","- R$ 92,22 M",269
33,31/03/2016,"- R$ 559,11 M","- R$ 45,13 M","R$ 372,90 M","- R$ 231,33 M",269
34,31/12/2015,"- R$ 364,36 M","- R$ 72,35 M","R$ 192,34 M","- R$ 244,36 M",269
35,30/09/2015,"- R$ 81,50 M","- R$ 100,38 M","R$ 86,47 M","- R$ 95,41 M",269
36,30/06/2015,"- R$ 96,93 M","- R$ 112,68 M","R$ 114,58 M","- R$ 95,03 M",269
37,31/03/2015,"R$ 128,99 M","- R$ 99,08 M","R$ 59,48 M","R$ 89,39 M",269
38,31/12/2014,"R$ 26,42 M","- R$ 82,73 M","- R$ 65,24 M","- R$ 121,55 M",269
39,30/09/2014,"- R$ 159,52 M","- R$ 57,48 M","R$ 111,35 M","- R$ 105,66 M",269
40,30/06/2014,"- R$ 110,29 M","- R$ 39,06 M","R$ 41,88 M","- R$ 107,47 M",269
41,31/03/2014,"- R$ 282,36 M","- R$ 24,64 M","R$ 223,22 M","- R$ 83,77 M",269
42,31/12/2013,"- R$ 99,98 M","- R$ 26,67 M","R$ 94,48 M","- R$ 32,17 M",269
43,30/09/2013,"R$ 126,84 M","- R$ 23,50 M","- R$ 54,63 M","R$ 48,71 M",269
44,30/06/2013,"R$ 213,61 M","- R$ 23,40 M","- R$ 17,36 M","R$ 172,85 M",269
45,31/03/2013,"R$ 272,32 M","- R$ 29,19 M","- R$ 225,65 M","R$ 17,48 M",269
46,31/12/2012,"R$ 323,49 M","- R$ 28,55 M","- R$ 216,16 M","R$ 78,78 M",269
47,30/09/2012,"R$ 139,30 M","- R$ 18,39 M","- R$ 137,93 M","- R$ 17,02 M",269
48,30/06/2012,"R$ 162,40 M","- R$ 20,34 M","- R$ 96,28 M","R$ 45,78 M",269
49,31/03/2012,"R$ 278,30 M","- R$ 32,51 M","- R$ 83,39 M","R$ 162,40 M",269
50,31/12/2011,"R$ 207,66 M","- R$ 29,27 M","R$ 36,33 M","R$ 214,72 M",269
51,30/09/2011,"R$ 242,82 M","- R$ 54,87 M","R$ 35,33 M","R$ 223,27 M",269
52,30/06/2011,"- R$ 55,21 M","- R$ 66,60 M","R$ 235,32 M","R$ 113,52 M",269
53,31/03/2011,"- R$ 185,55 M","- R$ 71,79 M","R$ 257,79 M","R$ 448,00 mil",269
