,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 4,79 B","R$ 156,94 M","- R$ 205,49 M","- R$ 53,27 M","- R$ 152,21 M","- R$ 581,28 M","- R$ 10,79",269
1,31/03/2024,"R$ 4,93 B","R$ 82,25 M","- R$ 284,62 M","- R$ 49,91 M","- R$ 234,70 M","- R$ 373,64 M","- R$ 6,94",269
2,31/12/2023,"R$ 5,34 B","R$ 8,50 M","- R$ 369,59 M","- R$ 47,46 M","- R$ 322,14 M","- R$ 361,00 M","- R$ 6,70",269
3,30/09/2023,"R$ 5,46 B","- R$ 11,03 M","- R$ 412,75 M","- R$ 42,70 M","- R$ 370,05 M","- R$ 403,03 M","- R$ 7,48",269
4,30/06/2023,"R$ 5,63 B","- R$ 96,29 M","- R$ 452,03 M","- R$ 39,51 M","- R$ 412,53 M","- R$ 451,14 M","- R$ 8,38",269
5,31/03/2023,"R$ 5,82 B","R$ 51,62 M","- R$ 286,62 M","- R$ 35,67 M","- R$ 250,95 M","- R$ 410,48 M","- R$ 7,62",269
6,31/12/2022,"R$ 5,68 B","R$ 243,06 M","- R$ 57,87 M","- R$ 31,62 M","- R$ 26,26 M","- R$ 150,57 M","- R$ 2,80",269
7,30/09/2022,"R$ 5,79 B","R$ 654,36 M","R$ 436,08 M","- R$ 30,23 M","R$ 466,31 M","R$ 351,55 M","R$ 6,53",269
8,30/06/2022,"R$ 5,30 B","R$ 947,32 M","R$ 740,81 M","- R$ 28,92 M","R$ 769,72 M","R$ 563,63 M","R$ 10,47",269
9,31/03/2022,"R$ 4,78 B","R$ 984,97 M","R$ 823,31 M","- R$ 28,16 M","R$ 851,47 M","R$ 803,03 M","R$ 14,91",269
10,31/12/2021,"R$ 4,29 B","R$ 999,31 M","R$ 842,55 M","- R$ 27,57 M","R$ 870,12 M","R$ 667,21 M","R$ 12,39",269
11,30/09/2021,"R$ 3,45 B","R$ 693,03 M","R$ 537,60 M","- R$ 27,29 M","R$ 564,89 M","R$ 284,42 M","R$ 5,28",269
12,30/06/2021,"R$ 2,84 B","R$ 497,18 M","R$ 344,76 M","- R$ 27,19 M","R$ 371,95 M","R$ 190,18 M","R$ 3,53",269
13,31/03/2021,"R$ 2,57 B","R$ 432,68 M","R$ 255,51 M","- R$ 27,38 M","R$ 282,88 M","- R$ 1,65 M","- R$ 0,03",269
14,31/12/2020,"R$ 2,21 B","R$ 317,90 M","R$ 154,73 M","- R$ 27,78 M","R$ 182,51 M","- R$ 199,18 M","- R$ 3,70",269
15,30/09/2020,"R$ 1,88 B","R$ 236,57 M","R$ 13,22 M","- R$ 28,25 M","R$ 41,47 M","R$ 654,45 M","R$ 12,15",269
16,30/06/2020,"R$ 1,54 B","R$ 167,94 M","- R$ 43,35 M","- R$ 28,93 M","- R$ 14,42 M","R$ 511,70 M","R$ 9,50",269
17,31/03/2020,"R$ 1,43 B","R$ 133,07 M","- R$ 86,99 M","- R$ 29,54 M","- R$ 57,45 M","R$ 539,78 M","R$ 10,02",269
18,31/12/2019,"R$ 1,18 B","R$ 78,24 M","- R$ 152,87 M","- R$ 30,36 M","- R$ 122,51 M","R$ 653,22 M","R$ 12,13",269
19,30/09/2019,"R$ 1,27 B","R$ 58,87 M","- R$ 147,33 M","- R$ 33,80 M","- R$ 113,52 M","- R$ 584,64 M","- R$ 10,86",269
20,30/06/2019,"R$ 2,09 B","R$ 89,60 M","- R$ 184,02 M","- R$ 37,70 M","- R$ 146,32 M","- R$ 566,12 M","- R$ 10,51",269
21,31/03/2019,"R$ 2,78 B","R$ 98,29 M","- R$ 225,68 M","- R$ 41,68 M","- R$ 184,01 M","- R$ 824,41 M","- R$ 15,31",269
22,31/12/2018,"R$ 3,69 B","R$ 185,94 M","- R$ 195,77 M","- R$ 45,36 M","- R$ 150,42 M","- R$ 779,61 M","- R$ 14,48",269
23,30/09/2018,"R$ 4,60 B","R$ 324,84 M","- R$ 92,03 M","- R$ 47,16 M","- R$ 44,87 M","- R$ 464,63 M","- R$ 8,63",269
24,30/06/2018,"R$ 4,90 B","R$ 374,53 M","- R$ 55,02 M","- R$ 49,05 M","- R$ 5,97 M","- R$ 357,12 M","- R$ 6,63",269
25,31/03/2018,"R$ 4,82 B","R$ 401,61 M","- R$ 31,84 M","- R$ 50,90 M","R$ 19,06 M","- R$ 179,34 M","- R$ 3,33",269
26,31/12/2017,"R$ 4,79 B","R$ 459,67 M","R$ 39,12 M","- R$ 52,78 M","R$ 91,90 M","- R$ 125,60 M","- R$ 2,33",269
27,30/09/2017,"R$ 4,68 B","R$ 539,86 M","R$ 105,14 M","- R$ 53,52 M","R$ 158,66 M","- R$ 49,98 M","- R$ 0,93",269
28,30/06/2017,"R$ 4,71 B","R$ 604,43 M","R$ 176,12 M","- R$ 52,78 M","R$ 228,89 M","- R$ 17,63 M","- R$ 0,33",269
29,31/03/2017,"R$ 4,89 B","R$ 637,44 M","R$ 205,48 M","- R$ 52,08 M","R$ 257,56 M","R$ 48,64 M","R$ 0,90",269
30,31/12/2016,"R$ 5,19 B","R$ 637,23 M","R$ 197,80 M","- R$ 51,78 M","R$ 249,58 M","R$ 43,19 M","R$ 0,80",269
31,30/09/2016,"R$ 5,54 B","R$ 580,03 M","R$ 155,38 M","- R$ 51,15 M","R$ 206,53 M","R$ 44,53 M","R$ 0,83",269
32,30/06/2016,"R$ 6,04 B","R$ 548,77 M","R$ 149,94 M","- R$ 51,71 M","R$ 201,65 M","- R$ 187,51 M","- R$ 3,48",269
33,31/03/2016,"R$ 6,29 B","R$ 555,61 M","R$ 155,73 M","- R$ 51,72 M","R$ 207,46 M","- R$ 191,52 M","- R$ 3,56",269
34,31/12/2015,"R$ 6,31 B","R$ 551,62 M","R$ 147,06 M","- R$ 51,11 M","R$ 198,16 M","- R$ 335,97 M","- R$ 6,24",269
35,30/09/2015,"R$ 6,41 B","R$ 583,32 M","R$ 168,14 M","- R$ 50,86 M","R$ 219,00 M","- R$ 411,48 M","- R$ 7,64",269
36,30/06/2015,"R$ 6,23 B","R$ 664,91 M","R$ 209,94 M","- R$ 49,61 M","R$ 259,55 M","- R$ 201,71 M","- R$ 3,75",269
37,31/03/2015,"R$ 6,10 B","R$ 696,16 M","R$ 244,28 M","- R$ 48,66 M","R$ 292,94 M","- R$ 167,05 M","- R$ 3,10",269
