,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 19/09/2024,"5,99","1,54","0,67","3,52","0,35","R$ 10,28 B","7,39%",309
1,30/06/2024,,,,,,,"12,21%",309
2,31/03/2024,"5,62","1,47","0,67","4,02","0,36","R$ 10,17 B","9,27%",309
3,31/12/2023,,,,,,,"11,39%",309
4,30/09/2023,"5,85","1,64","0,66","4,73","0,35","R$ 9,70 B","11,24%",309
5,30/06/2023,,,,,,,"10,52%",309
6,31/03/2023,"6,37","1,62","0,72","3,77","0,39","R$ 9,86 B","12,65%",309
7,31/12/2022,"6,51","1,73","0,73","3,82","0,40","R$ 9,89 B","16,24%",309
8,30/09/2022,"6,41","1,84","0,72","4,83","0,40","R$ 10,17 B","21,28%",309
9,30/06/2022,"5,25","1,59","0,66","7,74","0,39","R$ 9,22 B","14,28%",309
10,31/03/2022,"4,96","1,40","0,62","8,83","0,37","R$ 9,12 B","24,53%",309
11,31/12/2021,"5,37","1,45","0,63","11,92","0,37","R$ 9,20 B","17,82%",309
12,30/09/2021,"5,52","1,48","0,67","12,07","0,40","R$ 9,47 B","12,80%",309
13,30/06/2021,"7,20","1,87","0,85","8,91","0,49","R$ 10,79 B","10,97%",309
14,31/03/2021,"8,05","1,61","0,87","6,44","0,47","R$ 10,56 B","2,68%",309
15,31/12/2020,"8,69","1,73","0,94","6,31","0,51","R$ 10,71 B","2,41%",309
16,30/09/2020,"10,31","1,76","1,04","4,92","0,50","R$ 10,53 B","1,24%",309
17,30/06/2020,"11,54","1,89","1,07","5,79","0,51","R$ 10,64 B","1,22%",309
18,31/03/2020,"9,71","1,86","1,00","8,09","0,50","R$ 10,17 B","2,83%",309
19,31/12/2019,"11,37","2,20","1,12","7,89","0,61","R$ 10,90 B","4,77%",309
20,30/09/2019,"11,05","2,01","1,00","10,86","0,55","R$ 9,82 B","10,77%",309
21,30/06/2019,"9,59","1,88","0,91","10,94","0,59","R$ 9,21 B","12,02%",309
22,31/03/2019,"9,74","1,61","0,82","11,35","0,54","R$ 7,93 B","13,20%",309
23,31/12/2018,"11,74","1,44","0,81","19,25","0,52","R$ 7,82 B","4,14%",309
24,30/09/2018,"12,81","1,26","0,74","-6,81","0,41","R$ 7,27 B","1,89%",309
25,30/06/2018,"22,62","1,40","0,67","-9,42","0,40","R$ 5,63 B","1,91%",309
26,31/03/2018,"39,79","1,43","0,70","39,22","0,44","R$ 5,65 B","2,38%",309
27,31/12/2017,"25,93","1,45","0,56","14,05","0,37","R$ 4,59 B","2,64%",309
28,30/09/2017,"22,63","1,53","0,58","2,69","0,36","R$ 4,46 B","4,80%",309
29,30/06/2017,"15,21","1,26","0,50","3,05","0,32","R$ 4,05 B","6,00%",309
30,31/03/2017,"15,66","1,48","0,62","9,26","0,42","R$ 4,59 B","5,02%",309
31,31/12/2016,"16,81","1,48","0,62","20,35","0,41","R$ 4,51 B","5,33%",309
32,30/09/2016,"15,81","1,36","0,62","6,06","0,46","R$ 4,46 B","2,78%",309
33,30/06/2016,"15,93","1,36","0,65","5,89","0,48","R$ 4,15 B","2,71%",309
34,31/03/2016,"15,75","1,51","0,67","5,81","0,51","R$ 4,92 B","1,78%",309
35,31/12/2015,"14,16","1,59","0,71","4,14","0,45","R$ 4,89 B","1,63%",309
36,30/09/2015,"8,32","1,64","0,72","9,09","0,54","R$ 4,93 B","3,99%",309
37,30/06/2015,"8,21","1,68","0,75","16,40","0,55","R$ 4,99 B","3,95%",309
38,31/03/2015,"10,04","1,70","0,88","34,08","0,56","R$ 4,99 B","2,39%",309
39,31/12/2014,"9,85","1,70","0,83","67,77","0,54","R$ 4,69 B","2,50%",309
40,30/09/2014,"21,61","1,81","0,99","14,23","0,61","R$ 4,77 B","2,29%",309
41,30/06/2014,"17,75","1,85","1,01","11,51","0,62","R$ 4,77 B","2,29%",309
42,31/03/2014,"13,82","1,88","1,01","5,87","0,61","R$ 4,80 B","2,26%",309
43,31/12/2013,"9,48","1,88","0,94","4,65","0,62","R$ 4,71 B","3,51%",309
44,30/09/2013,"8,26","2,26","1,15","6,12","0,90","R$ 6,16 B","2,62%",309
45,30/06/2013,"7,62","2,35","1,10","5,38","0,90","R$ 6,09 B","2,61%",309
46,31/03/2013,"8,93","2,66","1,29","6,32","1,03","R$ 6,86 B","2,16%",309
47,31/12/2012,"8,70","2,64","1,21","6,52","0,99","R$ 6,50 B","5,49%",309
48,30/09/2012,"11,41","3,00","1,41","6,42","1,14","R$ 7,67 B","3,83%",309
49,30/06/2012,"13,64","3,97","1,78","7,45","1,45","R$ 9,39 B","6,28%",309
50,31/03/2012,"12,53","3,74","1,79","7,43","1,46","R$ 8,91 B","6,77%",309
51,31/12/2011,"12,04","3,93","1,82","7,11","1,47","R$ 8,95 B","9,20%",309
52,30/09/2011,"8,94","3,60","1,63","5,84","1,30","R$ 8,06 B","10,58%",309
53,30/06/2011,"8,41","3,48","1,69","6,49","1,34","R$ 8,03 B","10,55%",309
54,31/03/2011,"7,68","2,82","1,56","6,31","1,28","R$ 6,96 B","11,65%",309
55,31/12/2010,"7,16","2,85","1,54","6,05","1,26","R$ 6,43 B","10,20%",309
56,30/09/2010,"6,67","2,74","1,64","6,58","1,06","R$ 5,78 B","11,81%",309
57,30/06/2010,"7,72","2,95","1,87","6,95","1,22","R$ 6,01 B","10,05%",309
58,31/03/2010,"8,16","3,42","2,03","6,34","1,35","R$ 6,21 B","9,90%",309
59,31/12/2009,"7,32","3,33","1,77","5,61","1,26","R$ 5,81 B","10,30%",309
60,30/09/2009,"8,20","3,31","1,94","5,63","1,36","R$ 5,75 B","9,81%",309
61,30/06/2009,"8,23","3,17","1,97","5,50","1,40","R$ 5,93 B","10,46%",309
62,31/03/2009,"6,88","2,93","1,70","4,34","1,20","R$ 5,13 B","11,59%",309
63,31/12/2008,"7,16","3,58","1,87","4,46","1,38","R$ 5,60 B","10,76%",309
64,30/09/2008,"7,09","2,66","1,76",,"1,22","R$ 5,34 B","11,80%",309
65,30/06/2008,"7,50","2,90","1,79",,"1,28","R$ 5,42 B","11,56%",309
66,31/03/2008,"8,23","3,33","1,90",,"1,28","R$ 5,76 B","11,36%",309
67,31/12/2007,"10,02","4,33","2,24",,"1,45","R$ 6,22 B","8,98%",309
68,30/09/2007,"10,93","3,72","2,33",,"1,57","R$ 246,89 B","4.211,23%",309
69,30/06/2007,"8,52","3,12","1,80",,"1,24","R$ 5,19 B","8.926,36%",309
70,31/03/2007,"7,88","2,84","1,51",,"0,99","R$ 4,06 B","11,45%",309
71,31/12/2006,"7,31","3,04","1,45",,"0,97","R$ 3,95 B","7,79%",309
72,30/09/2006,"6,82","2,46","1,26",,"0,80","R$ 3,63 B","8,92%",309
73,30/06/2006,"7,05","2,30","1,25",,"0,80","R$ 3,13 B","7,70%",309
74,31/03/2006,"7,89","2,81","1,42",,"0,91","R$ 3,66 B","13.799,74%",309
75,31/12/2005,"5,44","2,74","1,17",,"0,78","R$ 3,22 B","12.756,71%",309
76,30/09/2005,"4,57","1,24","0,94",,"0,54","R$ 2,90 B","17.628,64%",309
77,30/06/2005,"4,98","1,32","0,87",,"0,49","R$ 2,64 B","10.210,44%",309
78,31/03/2005,"4,66","1,27","0,84",,"0,46","R$ 2,62 B","10.647,57%",309
79,31/12/2004,"5,59","1,13","0,74",,"0,39","R$ 2,05 B","21.516,54%",309
80,30/09/2004,"5,84","0,96","0,66",,"0,35","R$ 1,94 B","20.301,13%",309
81,30/06/2004,"4,41","0,74","0,52",,"0,26","R$ 1,70 B","21.308,95%",309
82,31/03/2004,"4,85","0,74","0,51",,"0,25","R$ 1,64 B","19.417,08%",309
83,31/12/2003,"5,38","0,53","0,39",,"0,18","R$ 892,75 M","7.419,88%",309
84,30/09/2003,"3,81","0,44","0,37",,"0,16","R$ 837,98 M","8.500,60%",309
85,30/06/2003,"5,26","0,45","0,39",,"0,14","R$ 827,16 M","8.705,81%",309
86,31/03/2003,"11,91","0,54","0,47",,"0,16","R$ 853,04 M","7.596,28%",309
87,31/12/2002,"6,21","0,45","0,40",,"0,13","R$ 776,53 M","10.103,13%",309
88,30/09/2002,"3,42","0,52","0,38",,"0,16","R$ 831,18 M","13.682,50%",309
89,30/06/2002,"3,52","0,47","0,36",,"0,15","R$ 776,53 M","15.392,82%",309
90,31/03/2002,"2,84","0,45","0,35",,"0,15","R$ 760,24 M","17.127,49%",309
91,31/12/2001,"2,96","0,44","0,35",,"0,15","R$ 764,93 M","23.126,62%",309
92,30/06/2001,"3,88","0,28","0,27",,"0,10","R$ 511,79 M","30.719,99%",309
93,31/03/2001,"5,35","0,45","0,56",,"0,19","R$ 648,50 M","18.670,80%",309
94,31/12/2000,"4,65","0,47","0,45",,"0,18","R$ 664,79 M","11.027,03%",309
95,30/09/2000,"4,40","0,45","0,64",,"0,22","R$ 664,79 M","11.027,03%",309
96,30/06/2000,"7,07","0,46","0,52",,"0,20","R$ 680,37 M","11.027,03%",309
97,31/03/2000,"4,40","0,31","0,27",,"0,12","R$ 350,12 M","0,00%",309
