,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 6,79 B","- R$ 2,69 B","- R$ 1,25 B","R$ 3,96 B"
1,31/03/2024,"R$ 5,27 B","- R$ 1,89 B","- R$ 2,74 B","R$ 1,10 B"
2,31/12/2023,"R$ 3,94 B","- R$ 2,11 B","- R$ 861,84 M","R$ 1,13 B"
3,30/09/2023,"R$ 3,56 B","- R$ 2,30 B","R$ 1,45 B","R$ 2,63 B"
4,30/06/2023,"R$ 3,94 B","- R$ 2,87 B","- R$ 1,26 B","- R$ 393,37 M"
5,31/03/2023,"R$ 4,09 B","- R$ 3,13 B","- R$ 1,81 B","- R$ 615,76 M"
6,31/12/2022,"R$ 1,88 B","- R$ 3,26 B","R$ 2,26 B","R$ 602,11 M"
7,30/09/2022,"R$ 1,59 B","- R$ 3,40 B","R$ 3,34 B","R$ 1,45 B"
8,30/06/2022,"R$ 1,98 B","- R$ 4,13 B","R$ 2,94 B","R$ 945,80 M"
9,31/03/2022,"R$ 351,45 M","- R$ 3,99 B","R$ 4,81 B","R$ 415,42 M"
10,31/12/2021,"R$ 3,92 B","- R$ 3,55 B","- R$ 572,48 M","- R$ 47,81 M"
11,30/09/2021,"R$ 1,24 B","- R$ 3,20 B","- R$ 2,24 B","- R$ 4,51 B"
12,30/06/2021,"R$ 1,52 B","- R$ 2,05 B","- R$ 1,81 B","- R$ 2,73 B"
13,31/03/2021,"R$ 3,09 B","- R$ 1,71 B","- R$ 1,52 B","R$ 705,84 M"
14,31/12/2020,"R$ 4,42 B","- R$ 1,43 B","- R$ 587,04 M","R$ 3,34 B"
15,30/09/2020,"R$ 5,44 B","- R$ 947,63 M","- R$ 507,64 M","R$ 5,19 B"
16,30/06/2020,"R$ 5,47 B","- R$ 161,10 M","- R$ 1,96 B","R$ 4,44 B"
17,31/03/2020,"R$ 5,34 B","R$ 1,02 B","- R$ 3,42 B","R$ 3,34 B"
18,31/12/2019,"R$ 2,52 B","R$ 1,44 B","- R$ 4,82 B","- R$ 798,23 M"
19,30/09/2019,"R$ 2,34 B","R$ 1,36 B","- R$ 2,02 B","R$ 1,78 B"
20,30/06/2019,"R$ 573,08 M","R$ 798,00 M","- R$ 1,90 B","- R$ 511,70 M"
21,31/03/2019,"R$ 123,61 M","- R$ 310,14 M","- R$ 802,05 M","- R$ 892,56 M"
22,31/12/2018,"R$ 295,69 M","- R$ 1,42 B","R$ 73,92 M","- R$ 974,82 M"
23,30/09/2018,"R$ 1,03 B","- R$ 1,52 B","- R$ 3,71 B","- R$ 4,01 B"
24,30/06/2018,"R$ 1,36 B","- R$ 1,53 B","- R$ 2,66 B","- R$ 2,76 B"
25,31/03/2018,"R$ 1,89 B","- R$ 2,68 B","- R$ 111,93 M","- R$ 791,32 M"
26,31/12/2017,"R$ 652,81 M","- R$ 2,29 B","R$ 1,21 B","- R$ 346,09 M"
27,30/09/2017,"R$ 362,46 M","- R$ 2,46 B","R$ 4,75 B","R$ 2,66 B"
28,30/06/2017,"R$ 1,42 B","- R$ 3,11 B","R$ 5,44 B","R$ 3,88 B"
29,31/03/2017,"R$ 888,36 M","- R$ 3,14 B","R$ 3,09 B","R$ 667,77 M"
30,31/12/2016,"R$ 1,82 B","- R$ 4,16 B","R$ 3,72 B","R$ 994,03 M"
31,30/09/2016,"R$ 1,47 B","- R$ 5,72 B","R$ 2,81 B","- R$ 1,95 B"
32,30/06/2016,"R$ 1,85 B","- R$ 3,65 B","R$ 1,45 B","- R$ 4,18 M"
33,31/03/2016,"R$ 2,55 B","- R$ 2,91 B","- R$ 293,12 M","- R$ 234,52 M"
34,31/12/2015,"R$ 4,14 B","- R$ 1,69 B","- R$ 4,29 B","- R$ 644,05 M"
35,30/09/2015,"R$ 5,44 B","- R$ 476,10 M","- R$ 3,54 B","R$ 2,93 B"
36,30/06/2015,"R$ 5,10 B","- R$ 2,07 B","- R$ 3,89 B","R$ 56,70 M"
37,31/03/2015,"R$ 5,53 B","- R$ 1,82 B","- R$ 2,14 B","R$ 2,56 B"
38,31/12/2014,"R$ 5,00 B","- R$ 1,91 B","- R$ 568,13 M","R$ 2,88 B"
39,30/09/2014,"R$ 4,38 B","- R$ 1,55 B","- R$ 536,11 M","R$ 2,52 B"
40,30/06/2014,"R$ 4,20 B","- R$ 1,46 B","- R$ 180,73 M","R$ 2,55 B"
41,31/03/2014,"R$ 3,72 B","- R$ 1,20 B","- R$ 688,06 M","R$ 1,93 B"
42,31/12/2013,"R$ 3,32 B","- R$ 1,51 B","- R$ 757,27 M","R$ 1,20 B"
43,30/09/2013,"R$ 3,06 B","- R$ 1,82 B","- R$ 551,57 M","R$ 768,35 M"
44,30/06/2013,"R$ 2,60 B","- R$ 1,95 B","- R$ 786,35 M","- R$ 78,55 M"
45,31/03/2013,"R$ 2,37 B","- R$ 2,37 B","R$ 129,67 M","R$ 176,01 M"
46,31/12/2012,"R$ 2,44 B","- R$ 2,37 B","R$ 450,43 M","R$ 563,85 M"
47,30/09/2012,"R$ 2,24 B","- R$ 2,54 B","- R$ 42,83 M","- R$ 341,94 M"
48,30/06/2012,"R$ 2,23 B","- R$ 2,45 B","R$ 72,01 M","R$ 132,47 M"
49,31/03/2012,"R$ 1,70 B","- R$ 2,19 B","- R$ 517,83 M","- R$ 888,48 M"
50,31/12/2011,"R$ 1,14 B","- R$ 1,88 B","- R$ 326,33 M","- R$ 943,80 M"
51,30/09/2011,"R$ 1,11 B","- R$ 1,37 B","- R$ 186,53 M","- R$ 338,50 M"
52,30/06/2011,"R$ 1,67 B","- R$ 1,29 B","R$ 7,04 M","R$ 129,85 M"
53,31/03/2011,"R$ 3,05 B","- R$ 1,21 B","- R$ 860,13 M","R$ 819,02 M"
