,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"11,84%","11,22%","17,94%","17,00%","20,29%","3,42%","22,69%","3,28%","7,66%","13,63%","1,04","3,92","2,92","1,41"
1,31/03/2024,"5,98%","5,68%","9,06%","8,61%","-4,77%","-0,85%","19,30%","-0,91%","4,21%","10,33%","0,93","3,76","2,76","1,85"
2,31/12/2023,"2,22%","2,07%","3,36%","3,14%","-18,00%","-3,51%","16,48%","-3,78%","1,56%","7,57%","0,93","3,84","2,84","2,67"
3,30/09/2023,"-1,02%","-0,96%","-1,55%","-1,45%","-30,77%","-6,25%","14,97%","-6,84%","-0,74%","5,10%","0,91","4,20","3,20","4,13"
4,30/06/2023,"-0,75%","-0,70%","-1,14%","-1,06%","-28,13%","-6,03%","15,12%","-6,32%","-0,54%","5,22%","0,95","5,93","4,93","5,77"
5,31/03/2023,"0,58%","0,54%","0,88%","0,82%","-21,15%","-4,73%","15,82%","-4,78%","0,38%","6,02%","0,99","5,62","4,62","4,86"
6,31/12/2022,"-0,37%","-0,34%","-0,56%","-0,52%","-37,42%","-5,66%","15,12%","-5,88%","-0,25%","5,31%","0,96","5,13","4,13","5,39"
7,30/09/2022,"3,65%","3,31%","5,54%","5,01%","-17,54%","-2,51%","17,37%","-2,53%","2,36%","7,83%","0,99","4,92","3,92","3,80"
8,30/06/2022,"4,11%","3,90%","6,22%","5,91%","-17,90%","-3,01%","17,72%","-2,92%","2,77%","8,26%","1,03","4,66","3,66","3,59"
9,31/03/2022,"5,45%","5,17%","8,26%","7,84%","-14,19%","-2,29%","18,44%","-2,36%","3,73%","9,28%","0,97","4,48","3,48","2,92"
10,31/12/2021,"8,83%","8,48%","13,38%","12,85%","4,89%","0,84%","21,03%","0,87%","6,23%","11,91%","0,97","6,61","5,61","3,11"
11,30/09/2021,"9,26%","8,82%","14,04%","13,36%","5,74%","0,80%","21,57%","0,88%","6,29%","12,10%","0,90","6,98","5,98","3,10"
12,30/06/2021,"9,18%","8,74%","13,91%","13,25%","13,33%","1,85%","22,13%","2,08%","6,67%","12,65%","0,89","5,95","4,95","2,83"
13,31/03/2021,"8,96%","8,96%","13,58%","13,57%","22,45%","3,07%","22,90%","3,54%","7,10%","13,14%","0,87","6,19","5,19","2,84"
14,31/12/2020,"8,40%","8,43%","12,73%","12,78%","17,52%","3,32%","24,00%","3,51%","7,21%","13,28%","0,95","5,78","4,78","2,83"
15,30/09/2020,"8,16%","8,05%","12,37%","12,19%","16,18%","2,67%","24,00%","3,10%","7,20%","13,52%","0,86","7,22","6,22","2,90"
