,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 2,27 B","- R$ 1,38 B","R$ 451,03 M","R$ 1,89 B"
1,31/03/2024,"R$ 1,92 B","- R$ 448,32 M","- R$ 1,37 B","R$ 302,54 M"
2,31/12/2023,"R$ 1,66 B","- R$ 535,24 M","- R$ 3,00 B","- R$ 1,70 B"
3,30/09/2023,"R$ 938,09 M","- R$ 334,87 M","R$ 2,67 B","R$ 3,47 B"
4,30/06/2023,"R$ 743,27 M","- R$ 573,14 M","- R$ 1,04 B","- R$ 972,21 M"
5,31/03/2023,"R$ 594,41 M","- R$ 670,60 M","R$ 508,56 M","R$ 335,55 M"
6,31/12/2022,"R$ 1,28 B","- R$ 722,11 M","- R$ 692,64 M","- R$ 204,80 M"
7,30/09/2022,"R$ 1,32 B","- R$ 907,62 M","- R$ 33,47 M","R$ 448,08 M"
8,30/06/2022,"R$ 886,58 M","- R$ 830,53 M","- R$ 1,59 B","- R$ 1,19 B"
9,31/03/2022,"- R$ 1,62 B","- R$ 798,53 M","R$ 4,57 B","R$ 1,55 B"
10,31/12/2021,"R$ 989,98 M","- R$ 860,37 M","R$ 387,10 M","R$ 638,98 M"
11,30/09/2021,"R$ 1,72 B","- R$ 1,64 B","- R$ 426,16 M","- R$ 52,00 M"
12,30/06/2021,"- R$ 289,72 M","- R$ 694,93 M","- R$ 179,16 M","- R$ 1,72 B"
13,31/03/2021,"R$ 1,50 B","- R$ 352,41 M","- R$ 354,27 M","R$ 1,09 B"
14,31/12/2020,"- R$ 692,75 M","- R$ 507,92 M","- R$ 2,28 B","- R$ 3,82 B"
15,30/09/2020,"R$ 1,56 B","- R$ 497,72 M","R$ 453,46 M","R$ 1,73 B"
16,30/06/2020,"R$ 724,05 M","- R$ 356,57 M","R$ 668,98 M","R$ 1,71 B"
17,31/03/2020,"R$ 2,83 B","- R$ 68,78 M","R$ 574,32 M","R$ 3,72 B"
18,31/12/2019,"R$ 330,60 M","- R$ 24,56 M","- R$ 2,20 B","- R$ 1,97 B"
19,30/09/2019,"R$ 1,59 B","R$ 288,81 M","- R$ 997,32 M","R$ 970,16 M"
20,30/06/2019,"R$ 592,75 M","R$ 827,68 M","- R$ 795,17 M","R$ 612,96 M"
21,31/03/2019,"R$ 12,30 M","R$ 351,18 M","- R$ 820,23 M","- R$ 412,88 M"
22,31/12/2018,"R$ 153,37 M","- R$ 107,85 M","R$ 595,86 M","R$ 611,92 M"
23,30/09/2018,"- R$ 185,34 M","- R$ 273,00 M","- R$ 878,18 M","- R$ 1,32 B"
24,30/06/2018,"R$ 131,50 M","- R$ 247,26 M","R$ 279,07 M","R$ 232,09 M"
25,31/03/2018,"R$ 196,16 M","- R$ 787,77 M","R$ 77,18 M","- R$ 495,13 M"
26,31/12/2017,"R$ 988,28 M","- R$ 204,60 M","- R$ 3,30 B","- R$ 2,43 B"
27,30/09/2017,"R$ 97,74 M","- R$ 284,80 M","R$ 234,16 M","- R$ 72,78 M"
28,30/06/2017,"R$ 610,27 M","- R$ 1,41 B","R$ 2,88 B","R$ 2,20 B"
29,31/03/2017,"- R$ 1,04 B","- R$ 393,49 M","R$ 1,40 B","- R$ 49,90 M"
30,31/12/2016,"R$ 697,92 M","- R$ 377,91 M","R$ 240,72 M","R$ 583,65 M"
31,30/09/2016,"R$ 1,16 B","- R$ 930,52 M","R$ 924,17 M","R$ 1,14 B"
32,30/06/2016,"R$ 74,26 M","- R$ 1,44 B","R$ 531,75 M","- R$ 1,01 B"
33,31/03/2016,"- R$ 110,65 M","- R$ 1,42 B","R$ 2,02 B","R$ 276,36 M"
34,31/12/2015,"R$ 345,11 M","- R$ 1,94 B","- R$ 670,22 M","- R$ 2,36 B"
35,30/09/2015,"R$ 1,54 B","R$ 1,14 B","- R$ 435,52 M","R$ 3,09 B"
36,30/06/2015,"R$ 768,18 M","- R$ 692,60 M","- R$ 1,21 B","- R$ 1,24 B"
37,31/03/2015,"R$ 1,48 B","- R$ 192,98 M","- R$ 1,98 B","- R$ 133,17 M"
38,31/12/2014,"R$ 1,66 B","- R$ 730,53 M","R$ 65,14 M","R$ 1,21 B"
39,30/09/2014,"R$ 1,20 B","- R$ 458,43 M","- R$ 779,45 M","R$ 214,84 M"
40,30/06/2014,"R$ 1,19 B","- R$ 435,70 M","R$ 551,21 M","R$ 1,27 B"
