,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 19,55 M","- R$ 4,06 M","R$ 24,81 M","R$ 1,20 M"
1,31/03/2024,"R$ 15,30 M","- R$ 8,78 M","- R$ 6,35 M","R$ 172,00 mil"
2,31/12/2023,"- R$ 34,95 M","- R$ 5,31 M","R$ 38,54 M","- R$ 1,72 M"
3,30/09/2023,"- R$ 7,90 M","- R$ 3,19 M","R$ 12,21 M","R$ 1,12 M"
4,30/06/2023,"- R$ 14,44 M","- R$ 3,93 M","R$ 18,44 M","R$ 67,00 mil"
5,31/03/2023,"R$ 24,40 M","- R$ 7,43 M","- R$ 17,47 M","- R$ 506,00 mil"
6,31/12/2022,"- R$ 33,28 M","- R$ 2,39 M","R$ 35,14 M","- R$ 530,00 mil"
7,30/09/2022,"- R$ 13,41 M","- R$ 4,89 M","R$ 15,97 M","- R$ 2,33 M"
8,30/06/2022,"- R$ 509,00 mil","- R$ 4,61 M","R$ 5,62 M","R$ 494,00 mil"
9,31/03/2022,"- R$ 19,12 M","- R$ 1,74 M","R$ 21,45 M","R$ 596,00 mil"
10,31/12/2021,"- R$ 20,86 M","- R$ 10,19 M","R$ 30,26 M","- R$ 797,00 mil"
11,30/09/2021,"- R$ 12,17 M","- R$ 1,16 M","R$ 14,85 M","R$ 1,52 M"
12,30/06/2021,"- R$ 24,69 M","- R$ 3,43 M","R$ 27,75 M","- R$ 375,00 mil"
13,31/03/2021,"- R$ 27,13 M","- R$ 2,59 M","R$ 29,81 M","R$ 87,00 mil"
14,31/12/2020,"- R$ 42,82 M","- R$ 3,36 M","R$ 46,02 M","- R$ 158,00 mil"
15,30/09/2020,"- R$ 11,45 M","- R$ 643,00 mil","R$ 12,30 M","R$ 200,00 mil"
16,30/06/2020,"R$ 50,97 M","- R$ 878,00 mil","- R$ 49,37 M","R$ 722,00 mil"
17,31/03/2020,"R$ 20,85 M","- R$ 2,68 M","- R$ 17,25 M","R$ 919,00 mil"
18,31/12/2019,"- R$ 18,36 M","- R$ 284,00 mil","R$ 18,74 M","R$ 96,00 mil"
19,30/09/2019,"- R$ 3,06 M","- R$ 145,00 mil","R$ 2,65 M","- R$ 558,00 mil"
20,30/06/2019,"R$ 919,00 mil","R$ 2,40 M","- R$ 2,38 M","R$ 936,00 mil"
21,31/03/2019,"R$ 12,21 M","- R$ 4,68 M","- R$ 7,26 M","R$ 269,00 mil"
22,31/12/2018,"- R$ 20,60 M","- R$ 1,52 M","R$ 22,54 M","R$ 423,00 mil"
23,30/09/2018,"- R$ 17,71 M","- R$ 1,13 M","R$ 18,82 M","- R$ 17,00 mil"
24,30/06/2018,"- R$ 9,26 M","- R$ 1,86 M","R$ 11,23 M","R$ 117,00 mil"
25,31/03/2018,"R$ 9,37 M","- R$ 1,60 M","- R$ 7,81 M","- R$ 40,00 mil"
26,31/12/2017,"- R$ 18,61 M","- R$ 344,00 mil","R$ 18,19 M","- R$ 766,00 mil"
27,30/09/2017,"- R$ 12,08 M","- R$ 784,00 mil","R$ 11,64 M","- R$ 1,23 M"
28,30/06/2017,"- R$ 10,83 M","- R$ 798,00 mil","R$ 11,44 M","- R$ 183,00 mil"
29,31/03/2017,"R$ 18,70 M","- R$ 806,00 mil","- R$ 19,31 M","- R$ 1,42 M"
30,31/12/2016,"R$ 11,14 M","- R$ 2,36 M","- R$ 9,39 M","- R$ 608,00 mil"
31,30/09/2016,"- R$ 9,60 M","- R$ 1,31 M","R$ 10,13 M","- R$ 777,00 mil"
32,30/06/2016,"R$ 6,15 M","- R$ 1,25 M","- R$ 6,20 M","- R$ 1,30 M"
33,31/03/2016,"R$ 14,07 M","- R$ 891,00 mil","- R$ 11,40 M","R$ 1,78 M"
34,31/12/2015,"- R$ 6,24 M","- R$ 1,30 M","R$ 6,95 M","- R$ 597,00 mil"
35,30/09/2015,"R$ 1,83 M","- R$ 3,20 M","R$ 1,51 M","R$ 147,00 mil"
36,30/06/2015,"R$ 15,92 M","- R$ 2,44 M","- R$ 14,58 M","- R$ 1,10 M"
37,31/03/2015,"- R$ 1,22 M","- R$ 3,05 M","R$ 6,10 M","R$ 1,83 M"
38,31/12/2014,"- R$ 7,30 M","- R$ 1,65 M","R$ 5,35 M","- R$ 3,61 M"
39,30/09/2014,"R$ 8,35 M","- R$ 1,73 M","- R$ 5,24 M","R$ 1,37 M"
40,30/06/2014,"R$ 16,98 M","- R$ 4,76 M","- R$ 10,87 M","R$ 1,35 M"
41,31/03/2014,"R$ 19,46 M","- R$ 2,22 M","- R$ 14,93 M","R$ 2,31 M"
42,31/12/2013,"R$ 1,93 M","- R$ 2,35 M","R$ 1,76 M","R$ 1,33 M"
43,30/09/2013,"- R$ 9,72 M","- R$ 1,89 M","R$ 4,33 M","- R$ 7,28 M"
44,30/06/2013,"R$ 14,88 M","- R$ 1,53 M","- R$ 12,20 M","R$ 1,15 M"
45,31/03/2013,"R$ 6,23 M","- R$ 1,76 M","- R$ 3,79 M","R$ 689,00 mil"
