,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 35,25 M","R$ 2,75 M","- R$ 34,55 M","R$ 3,44 M"
1,31/03/2024,"R$ 264,74 M","- R$ 123,46 M","- R$ 115,87 M","R$ 25,41 M"
2,31/12/2023,"R$ 323,24 M","R$ 1,29 M","- R$ 336,64 M","- R$ 12,11 M"
3,30/09/2023,"R$ 27,14 M","- R$ 52,05 M","R$ 26,30 M","R$ 1,39 M"
4,30/06/2023,"- R$ 69,43 M","- R$ 13,87 M","R$ 77,93 M","- R$ 5,37 M"
5,31/03/2023,"- R$ 997,00 mil","- R$ 2,74 M","- R$ 11,81 M","- R$ 15,55 M"
6,31/12/2022,"- R$ 181,98 M","R$ 367,73 M","- R$ 129,72 M","R$ 56,04 M"
7,30/09/2022,"- R$ 56,32 M","- R$ 34,44 M","R$ 20,73 M","- R$ 70,02 M"
8,30/06/2022,"- R$ 4,94 M","R$ 22,71 M","R$ 44,26 M","R$ 62,03 M"
9,31/03/2022,"- R$ 124,11 M","R$ 75,46 M","- R$ 2,77 M","- R$ 51,42 M"
10,31/12/2021,"R$ 51,95 M","- R$ 13,72 M","- R$ 7,34 M","R$ 30,90 M"
11,30/09/2021,"- R$ 93,44 M","- R$ 100,87 M","R$ 195,46 M","R$ 1,15 M"
12,30/06/2021,"- R$ 93,70 M","R$ 5,17 M","R$ 75,45 M","- R$ 13,09 M"
13,31/03/2021,"- R$ 28,47 M","R$ 247,87 M","- R$ 221,02 M","- R$ 1,62 M"
14,31/12/2020,"- R$ 48,62 M","R$ 138,61 M","- R$ 45,38 M","R$ 44,61 M"
15,30/09/2020,"R$ 94,24 M","R$ 120,99 M","- R$ 216,18 M","- R$ 949,00 mil"
16,30/06/2020,"R$ 90,69 M","- R$ 491,57 M","R$ 392,72 M","- R$ 8,16 M"
17,31/03/2020,"- R$ 42,33 M","- R$ 17,82 M","R$ 46,03 M","- R$ 14,11 M"
18,31/12/2019,"- R$ 62,00 mil","- R$ 110,89 M","R$ 100,40 M","- R$ 10,55 M"
19,30/09/2019,"- R$ 22,39 M","R$ 58,44 M","- R$ 46,65 M","- R$ 10,60 M"
20,30/06/2019,"R$ 42,39 M","- R$ 191,56 M","R$ 151,22 M","R$ 2,05 M"
21,31/03/2019,"R$ 48,87 M","R$ 34,85 M","- R$ 50,56 M","R$ 33,17 M"
22,31/12/2018,"R$ 71,16 M","- R$ 8,07 M","- R$ 64,45 M","- R$ 1,36 M"
23,30/09/2018,"R$ 81,89 M","- R$ 188,76 M","R$ 109,23 M","R$ 2,36 M"
24,30/06/2018,"R$ 73,84 M","- R$ 11,09 M","- R$ 74,56 M","- R$ 11,81 M"
25,31/03/2018,"R$ 56,55 M","- R$ 154,25 M","R$ 103,42 M","R$ 5,72 M"
26,31/12/2017,"- R$ 17,16 M","- R$ 117,76 M","R$ 137,62 M","R$ 2,70 M"
27,30/09/2017,"R$ 64,06 M","- R$ 91,63 M","- R$ 20,23 M","- R$ 47,80 M"
28,30/06/2017,"R$ 108,06 M","- R$ 37,79 M","- R$ 31,31 M","R$ 38,96 M"
29,31/03/2017,"R$ 33,46 M","- R$ 51,04 M","R$ 34,69 M","R$ 17,10 M"
30,31/12/2016,"R$ 42,66 M","- R$ 7,08 M","- R$ 67,95 M","- R$ 32,36 M"
