,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 119,38 B","- R$ 72,10 B","- R$ 26,34 B","R$ 17,81 B"
1,31/03/2024,"R$ 80,19 B","- R$ 19,99 B","- R$ 27,17 B","R$ 19,93 B"
2,31/12/2023,"R$ 14,74 B","R$ 21,64 B","- R$ 34,34 B","- R$ 13,83 B"
3,30/09/2023,"- R$ 8,82 B","R$ 59,14 B","- R$ 32,26 B","R$ 11,28 B"
4,30/06/2023,"R$ 10,60 B","R$ 25,35 B","- R$ 31,15 B","- R$ 2,73 B"
5,31/03/2023,"R$ 36,76 B","- R$ 988,98 M","- R$ 25,12 B","R$ 9,91 B"
6,31/12/2022,"R$ 66,06 B","- R$ 18,01 B","- R$ 28,21 B","R$ 14,33 B"
7,30/09/2022,"R$ 89,58 B","- R$ 66,07 B","- R$ 26,16 B","- R$ 1,10 B"
8,30/06/2022,"R$ 97,97 B","- R$ 69,01 B","- R$ 28,55 B","R$ 1,97 B"
9,31/03/2022,"R$ 72,50 B","- R$ 55,40 B","- R$ 29,15 B","- R$ 20,71 B"
10,31/12/2021,"- R$ 44,78 B","- R$ 53,49 B","- R$ 24,98 B","- R$ 121,69 B"
11,30/09/2021,"R$ 72,00 B","- R$ 64,01 B","- R$ 27,11 B","- R$ 20,44 B"
12,30/06/2021,"R$ 54,05 B","- R$ 38,98 B","- R$ 25,04 B","- R$ 13,08 B"
13,31/03/2021,"R$ 95,40 B","- R$ 101,81 B","- R$ 33,93 B","- R$ 33,46 B"
14,31/12/2020,"R$ 206,98 B","- R$ 95,71 B","- R$ 17,33 B","R$ 104,25 B"
15,30/09/2020,"R$ 35,03 B","- R$ 39,65 B","- R$ 10,46 B","- R$ 2,28 B"
16,30/06/2020,"R$ 49,00 B","- R$ 55,30 B","- R$ 6,03 B","R$ 1,85 B"
17,31/03/2020,"R$ 15,86 B","- R$ 20,09 B","R$ 5,20 B","R$ 9,50 B"
18,31/12/2019,"R$ 58,54 B","- R$ 30,59 B","- R$ 16,17 B","R$ 11,63 B"
19,30/09/2019,"R$ 45,38 B","- R$ 3,56 B","- R$ 14,91 B","R$ 27,66 B"
20,30/06/2019,"R$ 41,53 B","- R$ 5,74 B","- R$ 17,40 B","R$ 18,20 B"
21,31/03/2019,"R$ 32,53 B","R$ 12,05 B","- R$ 16,07 B","R$ 32,19 B"
22,31/12/2018,"R$ 28,44 B","- R$ 5,26 B","- R$ 12,58 B","R$ 13,13 B"
23,30/09/2018,"R$ 25,04 B","- R$ 23,14 B","- R$ 4,50 B","R$ 3,72 B"
24,30/06/2018,"R$ 14,00 B","- R$ 11,09 B","- R$ 4,57 B","R$ 2,13 B"
25,31/03/2018,"- R$ 4,68 B","- R$ 10,18 B","- R$ 2,08 B","- R$ 16,88 B"
26,31/12/2017,"- R$ 46,93 B","- R$ 6,38 B","- R$ 2,67 B","- R$ 55,94 B"
27,30/09/2017,"- R$ 67,18 B","R$ 31,75 B","R$ 86,66 M","- R$ 36,26 B"
28,30/06/2017,"- R$ 50,37 B","R$ 29,65 B","R$ 2,22 B","- R$ 17,71 B"
29,31/03/2017,"- R$ 40,59 B","R$ 29,93 B","- R$ 3,11 B","- R$ 16,74 B"
30,31/12/2016,"R$ 4,39 B","R$ 6,58 B","- R$ 1,19 B","R$ 416,64 M"
31,30/09/2016,"R$ 25,44 B","- R$ 20,69 B","- R$ 11,59 B","- R$ 26,01 B"
32,30/06/2016,"R$ 21,28 B","- R$ 17,07 B","- R$ 3,01 B","- R$ 7,93 B"
33,31/03/2016,"R$ 24,85 B","- R$ 12,06 B","- R$ 540,17 M","R$ 5,77 B"
34,31/12/2015,"R$ 28,07 B","- R$ 1,27 B","R$ 9,48 B","R$ 40,62 B"
35,30/09/2015,"R$ 26,12 B","- R$ 11,96 B","R$ 13,94 B","R$ 47,64 B"
36,30/06/2015,"- R$ 14,31 B","- R$ 9,90 B","R$ 6,23 B","- R$ 5,01 B"
37,31/03/2015,"R$ 19,60 B","- R$ 36,59 B","R$ 14,01 B","R$ 10,54 B"
38,31/12/2014,"- R$ 26,78 B","R$ 1,60 B","R$ 13,55 B","- R$ 6,76 B"
39,30/09/2014,"R$ 16,74 B","- R$ 24,57 B","R$ 8,88 B","R$ 4,36 B"
40,30/06/2014,"R$ 59,58 B","- R$ 27,16 B","R$ 4,16 B","R$ 36,29 B"
41,31/03/2014,"R$ 13,16 B","R$ 8,34 B","- R$ 179,61 M","R$ 24,35 B"
42,31/12/2013,"- R$ 10,72 B","R$ 907,07 M","R$ 18,20 B","R$ 11,83 B"
43,30/09/2013,"R$ 3,08 B","- R$ 11,96 B","R$ 7,34 B","R$ 939,15 M"
44,30/06/2013,"- R$ 3,62 B","- R$ 18,99 B","R$ 17,67 B","- R$ 2,59 B"
45,31/03/2013,"R$ 11,67 B","- R$ 36,35 B","R$ 22,49 B","- R$ 652,01 M"
46,31/12/2012,"R$ 8,73 B","- R$ 13,66 B","R$ 17,17 B","R$ 13,88 B"
47,30/09/2012,"R$ 3,88 B","- R$ 13,27 B","R$ 16,56 B","R$ 8,97 B"
48,30/06/2012,"R$ 435,09 M","- R$ 5,14 B","R$ 9,87 B","R$ 9,20 B"
49,31/03/2012,"R$ 6,74 B","- R$ 45,20 M","R$ 5,46 B","R$ 13,91 B"
50,31/12/2011,"R$ 27,76 B","- R$ 14,47 B","R$ 3,42 B","R$ 19,09 B"
51,30/09/2011,"R$ 21,22 B","- R$ 12,70 B","R$ 1,76 B","R$ 9,31 B"
52,30/06/2011,"R$ 8,16 B","- R$ 15,39 B","R$ 6,79 B","- R$ 2,09 B"
53,31/03/2011,"- R$ 5,01 B","- R$ 15,97 B","R$ 4,41 B","- R$ 17,65 B"
