,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"10,89%","11,51%","16,50%","17,43%","18,62%","13,99%","30,20%","187,13%","191,32%","207,66%","0,07","1,29","0,29","0,36"
1,31/03/2024,"11,14%","11,77%","16,88%","17,83%","19,21%","14,45%","29,75%","185,92%","191,18%","207,22%","0,08","1,29","0,29","0,35"
2,31/12/2023,"10,98%","11,59%","16,63%","17,56%","18,50%","13,93%","32,20%","182,39%","191,11%","207,04%","0,08","1,27","0,27","0,31"
3,30/09/2023,"11,88%","12,55%","18,00%","19,01%","19,49%","14,39%","33,55%","186,19%","205,76%","219,68%","0,08","1,29","0,29","0,38"
4,30/06/2023,"12,76%","13,82%","19,34%","20,94%","19,66%","14,90%","34,55%","169,98%","199,77%","212,51%","0,09","1,33","0,33","0,43"
5,31/03/2023,"12,49%","13,50%","18,92%","20,46%","19,45%","14,84%","34,66%","158,09%","182,53%","193,94%","0,09","1,33","0,33","0,51"
6,31/12/2022,"13,38%","14,49%","20,27%","21,96%","20,75%","15,90%","33,88%","161,14%","183,47%","193,54%","0,10","1,33","0,33","0,46"
7,30/09/2022,"13,30%","14,42%","20,16%","21,84%","23,11%","17,86%","34,89%","165,22%","170,30%","179,51%","0,11","1,35","0,35","0,60"
8,30/06/2022,"13,10%","14,20%","19,84%","21,52%","21,72%","16,74%","34,96%","151,31%","157,30%","166,17%","0,11","1,32","0,32","0,48"
9,31/03/2022,"14,41%","15,71%","21,84%","23,80%","23,36%","18,71%","35,29%","160,69%","172,39%","181,04%","0,12","1,31","0,31","0,42"
10,31/12/2021,"13,13%","14,37%","19,90%","21,77%","21,28%","16,80%","35,18%","149,33%","160,31%","169,14%","0,11","1,30","0,30","0,36"
11,30/09/2021,"14,08%","15,46%","21,33%","23,43%","21,55%","17,38%","34,52%","150,31%","169,55%","178,77%","0,12","1,29","0,29","0,41"
12,30/06/2021,"13,49%","14,81%","20,44%","22,45%","21,11%","16,97%","34,02%","150,62%","167,26%","176,73%","0,11","1,30","0,30","0,23"
13,31/03/2021,"9,80%","10,79%","14,85%","16,35%","15,88%","12,82%","31,90%","127,21%","136,49%","146,72%","0,10","1,25","0,25","0,33"
14,31/12/2020,"8,13%","8,94%","12,32%","13,55%","12,78%","10,46%","31,50%","120,00%","131,36%","142,02%","0,09","1,27","0,27","0,34"
15,30/09/2020,"8,54%","9,32%","12,94%","14,12%","13,13%","10,60%","28,31%","125,07%","140,72%","153,45%","0,08","1,24","0,24","0,24"
16,30/06/2020,"8,48%","9,34%","12,84%","14,15%","13,37%","10,77%","26,41%","139,96%","154,58%","168,31%","0,08","1,24","0,24","0,28"
17,31/03/2020,"11,07%","12,26%","16,77%","18,58%","17,54%","14,22%","27,44%","173,33%","190,90%","204,65%","0,08","1,24","0,24","0,21"
18,31/12/2019,"11,76%","12,78%","17,82%","19,36%","18,70%","15,58%","25,76%","205,91%","219,53%","234,03%","0,08","1,22","0,22","0,15"
19,30/09/2019,"10,34%","11,31%","15,66%","17,14%","17,78%","14,67%","26,28%","195,84%","195,82%","209,07%","0,07","1,24","0,24","0,24"
20,30/06/2019,"11,64%","12,73%","17,63%","19,28%","19,40%","15,79%","26,75%","198,72%","205,94%","221,78%","0,08","1,24","0,24","0,21"
21,31/03/2019,"11,64%","12,76%","17,63%","19,34%","19,63%","15,49%","25,64%","183,68%","190,95%","207,29%","0,08","1,23","0,23","0,19"
22,31/12/2018,"10,74%","11,54%","16,27%","17,49%","17,73%","14,39%","25,38%","175,55%","184,69%","200,04%","0,08","1,20","0,20","0,15"
23,30/09/2018,"10,59%","11,38%","16,04%","17,24%","17,19%","14,05%","27,32%","162,25%","173,99%","188,93%","0,09","1,21","0,21","0,19"
24,30/06/2018,"10,51%","11,32%","15,92%","17,16%","17,58%","14,29%","26,93%","166,16%","170,73%","183,27%","0,09","1,23","0,23","0,23"
25,31/03/2018,"11,28%","12,10%","17,08%","18,33%","18,53%","15,21%","26,78%","175,32%","176,59%","188,19%","0,09","1,27","0,27","0,28"
26,31/12/2017,"10,81%","11,57%","16,38%","17,53%","17,61%","14,24%","26,06%","169,11%","172,87%","184,79%","0,08","1,23","0,23","0,39"
27,30/09/2017,"10,80%","11,54%","16,36%","17,48%","17,44%","14,44%","24,01%","173,35%","178,54%","191,93%","0,08","1,22","0,22","0,39"
28,30/06/2017,"10,77%","11,51%","16,32%","17,44%","17,42%","14,32%","23,24%","173,05%","178,01%","191,88%","0,08","1,23","0,23","0,29"
29,31/03/2017,"11,10%","11,88%","16,81%","18,00%","18,10%","15,11%","23,00%","171,66%","175,86%","189,66%","0,09","1,22","0,22","0,10"
30,31/12/2016,"11,06%","11,87%","16,75%","17,98%","18,31%","14,98%","22,32%","175,19%","175,57%","189,33%","0,09","1,24","0,24","0,14"
31,30/09/2016,"11,05%","11,92%","16,74%","18,06%","18,42%","15,01%","22,00%","172,88%","173,69%","186,37%","0,09","1,21","0,21","0,15"
32,30/06/2016,"13,31%","14,34%","20,16%","21,73%","22,30%","18,24%","22,29%","192,94%","192,90%","205,20%","0,09","1,22","0,22","0,13"
33,31/03/2016,"13,51%","14,61%","20,46%","22,14%","22,27%","18,11%","22,18%","186,55%","190,28%","203,25%","0,10","1,20","0,20","0,14"
34,31/12/2015,"13,75%","14,83%","20,83%","22,47%","22,61%","18,25%","23,62%","181,54%","185,63%","198,55%","0,10","1,22","0,22","0,10"
35,30/09/2015,"15,46%","16,74%","23,42%","25,37%","25,34%","20,48%","23,82%","189,31%","194,45%","207,76%","0,11","1,23","0,23","0,10"
36,30/06/2015,"14,43%","15,62%","21,86%","23,67%","23,26%","18,62%","23,96%","165,08%","173,23%","186,58%","0,11","1,22","0,22","0,12"
37,31/03/2015,"14,70%","15,98%","22,27%","24,22%","24,19%","19,08%","24,48%","162,52%","167,97%","182,55%","0,12","1,23","0,23","0,11"
38,31/12/2014,"14,57%","15,83%","22,08%","23,99%","23,88%","18,87%","24,98%","157,56%","165,76%","178,73%","0,12","1,24","0,24","0,13"
39,30/09/2014,"14,60%","15,60%","22,11%","23,63%","22,89%","18,25%","26,43%","145,46%","157,82%","171,63%","0,13","1,24","0,24","0,11"
40,30/06/2014,"13,93%","14,91%","21,10%","22,59%","21,56%","17,13%","27,00%","125,21%","137,37%","152,14%","0,14","1,25","0,25","0,14"
41,31/03/2014,"13,38%","14,28%","20,27%","21,64%","20,30%","15,57%","28,37%","115,78%","130,92%","142,44%","0,13","1,27","0,27","0,15"
42,31/12/2013,"2,43%","17,23%","3,69%","26,11%","18,98%","1,57%","29,50%","107,73%","122,59%","135,47%","0,01","1,27","0,27","0,22"
43,30/09/2013,"-4,72%","-32,64%","-7,15%","-49,46%","16,82%","1,48%","28,41%","82,38%","-202,29%","-176,18%","0,02","1,25","0,25","-0,15"
44,30/06/2013,"-5,18%","-32,42%","-7,84%","-49,13%","15,11%","1,46%","28,46%","77,39%","-209,25%","-184,90%","0,02","1,26","0,26","-0,13"
45,31/03/2013,"-5,33%","-32,49%","-8,07%","-49,23%","15,39%","1,45%","28,14%","79,88%","-221,72%","-195,76%","0,02","1,30","0,30","-0,16"
46,31/12/2012,"-5,43%","-33,41%","-8,23%","-50,63%","15,47%","1,45%","28,59%","80,29%","-226,99%","-200,99%","0,02","12,12","11,12","0,46"
47,30/09/2012,"-34,35%","-34,40%","-52,05%","-52,13%","17,00%","1,61%","32,48%","89,51%","-232,61%","-206,08%","0,02","11,35","10,35","0,44"
48,30/06/2012,"-37,86%","-38,00%","-57,36%","-57,58%","17,11%","1,64%","39,58%","91,33%","-242,89%","-212,47%","0,02","10,33","9,33","0,47"
49,31/03/2012,"-37,31%","-37,59%","-56,53%","-56,96%","18,13%","1,70%","38,48%","94,42%","-246,87%","-215,56%","0,02","10,61","9,61","0,36"
50,31/12/2011,"-6,48%","-36,17%","-9,82%","-54,80%","18,39%","1,75%","35,63%","94,95%","-239,62%","-211,05%","0,02","10,63","9,63","0,37"
51,30/09/2011,"-46,33%","-41,15%","-70,20%","-62,35%","16,88%","1,91%","37,59%","100,40%","-316,57%","-280,49%","0,02","10,59","9,59","0,32"
52,30/06/2011,"-47,72%","-42,00%","-72,30%","-63,64%","16,75%","1,93%","32,64%","92,95%","-293,66%","-264,93%","0,02","10,42","9,42","0,44"
53,31/03/2011,"-47,11%","-43,23%","-71,38%","-65,50%","17,73%","2,09%","31,82%","91,51%","-286,38%","-261,95%","0,02","10,64","9,64","0,33"
54,31/12/2010,"-3,51%","-87,53%","-5,32%","-132,62%","22,32%","0,72%","30,84%","84,29%","-271,26%","-247,94%","0,01","10,48","9,48","0,31"
55,30/09/2010,"-6,21%","-165,45%","-9,40%","-250,68%","20,75%","0,64%","81,20%","19,42%","-126,13%",NA,"0,03","8,83","7,83",NA
56,30/06/2010,"-6,68%","-170,32%","-10,11%","-258,07%","22,66%","0,70%","80,93%","20,76%","-130,37%",NA,"0,03","8,69","7,69",NA
57,31/03/2010,"-6,54%","-311,27%","-9,90%","-471,62%","24,20%","0,67%","81,80%","21,08%","-128,69%",NA,"0,03","8,47","7,47",NA
58,31/12/2009,"-6,24%","-808,81%","-9,45%","-1.225,47%","23,69%","0,62%","82,92%","20,31%","-130,47%",NA,"0,03","31,13","30,13",NA
59,30/09/2009,"-12,06%","-163,38%","-18,28%","-247,54%","17,37%","0,74%","82,76%","15,93%","-164,60%",NA,"0,05","32,46","31,46",NA
60,30/06/2009,"-14,36%","-185,59%","-21,76%","-281,20%","18,40%","0,87%","81,71%","17,32%","-190,90%",NA,"0,05","32,59","31,59",NA
61,31/03/2009,"-14,39%","-171,84%","-21,81%","-260,37%","18,35%","0,87%","80,27%","17,36%","-181,35%",NA,"0,05","36,31","35,31",NA
62,31/12/2008,"-14,29%","-143,42%","-21,65%","-217,31%","17,22%","0,90%","79,05%","17,16%","-168,21%",NA,"0,05","38,50","37,50",NA
63,30/09/2008,"-6,10%","-62,37%","-9,24%","-94,50%","22,79%","1,14%","78,22%","23,78%","-72,77%",NA,"0,05","23,36","22,36",NA
64,30/06/2008,"-5,14%","-52,38%","-7,79%","-79,37%","24,87%","1,39%","79,07%","25,21%","-58,56%",NA,"0,06","21,04","20,04",NA
65,31/03/2008,"-4,92%","-51,76%","-7,45%","-78,43%","26,64%","1,38%","79,68%","25,46%","-51,69%",NA,"0,05","21,08","20,08",NA
66,31/12/2007,"-4,77%","-44,42%","-7,23%","-67,31%","31,06%","1,86%","80,11%","28,43%","-46,89%",NA,"0,07","19,14","18,14",NA
67,30/09/2007,"-4,90%","-47,41%","-7,43%","-71,83%","33,56%","1,94%","79,94%","29,99%","-48,86%",NA,"0,06","19,93","18,93",NA
68,30/06/2007,"-8,43%","-69,49%","-12,78%","-105,29%","43,80%","2,69%","79,26%","35,05%","-70,06%",NA,"0,08","17,87","16,87",NA
69,31/03/2007,"-8,45%","-71,22%","-12,81%","-107,91%","46,19%","2,84%","78,84%","36,58%","-70,51%",NA,"0,08","19,29","18,29",NA
70,31/12/2006,"-9,15%","-74,34%","-13,87%","-112,63%","45,99%","2,89%","78,96%","35,73%","-73,41%",NA,"0,08","16,70","15,70",NA
71,30/09/2006,"-9,74%","-73,45%","-14,76%","-111,28%","40,70%","2,63%","79,38%","32,61%","-75,27%",NA,"0,08","17,33","16,33",NA
72,30/06/2006,"-7,60%","-56,94%","-11,52%","-86,28%","28,46%","1,84%","79,39%","23,81%","-60,27%",NA,"0,08","16,28","15,28",NA
73,31/03/2006,"-9,05%","-59,60%","-13,71%","-90,30%","26,28%","1,61%","78,82%","21,50%","-62,39%",NA,"0,07","16,28","15,28",NA
74,31/12/2005,"-8,38%","-54,72%","-12,69%","-82,91%","25,87%","1,71%","77,93%","20,87%","-56,75%",NA,"0,08","15,91","14,91",NA
75,30/09/2005,"-8,40%","-55,06%","-12,72%","-83,43%","27,46%","1,65%","76,88%","21,77%","-56,01%",NA,"0,08","15,46","14,46",NA
76,30/06/2005,"-4,09%","-27,26%","-6,19%","-41,31%","27,55%","1,79%","76,04%","21,95%","-28,55%",NA,"0,08","15,50","14,50",NA
77,31/03/2005,"-7,63%","-48,84%","-11,56%","-74,00%","27,30%","1,65%","75,13%","21,83%","-49,44%",NA,"0,08","16,35","15,35",NA
78,31/12/2004,"-7,86%","-50,29%","-11,90%","-76,19%","25,70%","1,60%","74,33%","20,86%","-49,65%",NA,"0,08","15,12","14,12",NA
79,30/09/2004,"-8,04%","-47,99%","-12,18%","-72,72%","24,51%","1,49%","73,32%","20,48%","-52,48%",NA,"0,07","16,65","15,65",NA
80,30/06/2004,"-12,86%","-74,61%","-19,48%","-113,04%","25,01%","1,61%","73,30%","20,87%","-84,13%",NA,"0,08","15,35","14,35",NA
81,31/03/2004,"-8,04%","-56,85%","-12,19%","-86,14%","25,63%","1,46%","74,05%","21,41%","-61,60%",NA,"0,07","16,50","15,50",NA
82,31/12/2003,"-9,33%","-50,00%","-14,14%","-75,75%","24,44%","1,36%","73,55%","20,00%","-70,57%",NA,"0,07","16,02","15,02",NA
83,30/09/2003,"10,81%","76,33%","16,38%","115,64%","26,02%","1,50%","73,73%","20,42%","63,75%",NA,"0,07","16,49","15,49",NA
84,30/06/2003,"12,46%","68,85%","18,88%","104,32%","29,08%","1,81%","73,21%","22,42%","63,62%",NA,"0,08","15,52","14,52",NA
85,31/03/2003,"13,82%","74,63%","20,95%","113,08%","31,12%","1,96%","71,99%","22,72%","64,35%",NA,"0,09","17,53","16,53",NA
86,31/12/2002,"16,54%","83,54%","25,06%","126,57%","30,41%","1,81%","72,61%","22,89%","75,72%",NA,"0,08","17,94","16,94",NA
