,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 70,36 B","R$ 4,18 B","- R$ 1,85 B","- R$ 5,19 B","R$ 3,34 B","- R$ 9,07 B","- R$ 11,38"
1,31/03/2024,"R$ 69,04 B","R$ 3,25 B","- R$ 3,33 B","- R$ 5,21 B","R$ 1,88 B","- R$ 6,11 B","- R$ 7,67"
2,31/12/2023,"R$ 70,57 B","R$ 3,02 B","- R$ 2,79 B","- R$ 5,21 B","R$ 2,41 B","- R$ 4,58 B","- R$ 5,74"
3,30/09/2023,"R$ 72,87 B","R$ 1,93 B","- R$ 3,61 B","- R$ 5,25 B","R$ 1,64 B","- R$ 4,71 B","- R$ 5,92"
4,30/06/2023,"R$ 81,58 B","R$ 3,59 B","- R$ 2,30 B","- R$ 5,14 B","R$ 2,85 B","- R$ 3,40 B","- R$ 4,27"
5,31/03/2023,"R$ 89,23 B","R$ 7,21 B","R$ 997,86 M","- R$ 4,95 B","R$ 5,95 B","- R$ 4,04 B","- R$ 5,06"
6,31/12/2022,"R$ 96,52 B","R$ 11,36 B","R$ 4,27 B","- R$ 4,73 B","R$ 9,01 B","- R$ 335,68 M","- R$ 0,42"
7,30/09/2022,"R$ 105,74 B","R$ 18,14 B","R$ 9,84 B","- R$ 4,67 B","R$ 14,50 B","R$ 1,91 B","R$ 2,39"
8,30/06/2022,"R$ 108,65 B","R$ 24,21 B","R$ 15,67 B","- R$ 4,45 B","R$ 20,12 B","R$ 6,54 B","R$ 8,21"
9,31/03/2022,"R$ 109,66 B","R$ 29,95 B","R$ 23,07 B","- R$ 4,26 B","R$ 27,33 B","R$ 15,37 B","R$ 19,29"
10,31/12/2021,"R$ 109,66 B","R$ 29,95 B","R$ 23,07 B","- R$ 4,26 B","R$ 27,33 B","R$ 15,37 B","R$ 19,29"
11,30/09/2021,"R$ 96,15 B","R$ 30,30 B","R$ 23,45 B","- R$ 3,86 B","R$ 27,31 B","R$ 14,30 B","R$ 17,94"
12,30/06/2021,"R$ 83,84 B","R$ 25,56 B","R$ 16,35 B","- R$ 3,96 B","R$ 20,31 B","R$ 9,35 B","R$ 11,73"
13,31/03/2021,"R$ 68,61 B","R$ 17,28 B","R$ 6,29 B","- R$ 4,01 B","R$ 10,30 B","- R$ 548,49 M","- R$ 0,69"
14,31/12/2020,"R$ 58,54 B","R$ 11,21 B","- R$ 71,89 M","- R$ 4,05 B","R$ 3,98 B","- R$ 6,69 B","- R$ 8,39"
15,30/09/2020,"R$ 52,45 B","R$ 7,85 B","- R$ 4,78 B","- R$ 4,03 B","- R$ 750,20 M","- R$ 10,46 B","- R$ 13,12"
16,30/06/2020,"R$ 49,82 B","R$ 6,00 B","- R$ 3,63 B","- R$ 3,84 B","R$ 210,83 M","- R$ 9,93 B","- R$ 12,46"
17,31/03/2020,"R$ 51,97 B","R$ 6,10 B","- R$ 1,79 B","- R$ 3,74 B","R$ 1,95 B","- R$ 7,37 B","- R$ 9,25"
18,31/12/2019,"R$ 52,32 B","R$ 6,64 B","- R$ 56,58 M","- R$ 3,63 B","R$ 3,58 B","- R$ 2,80 B","- R$ 3,51"
19,30/09/2019,"R$ 54,52 B","R$ 7,15 B","R$ 4,68 B","- R$ 3,35 B","R$ 8,03 B","R$ 45,90 M","R$ 0,06"
20,30/06/2019,"R$ 57,50 B","R$ 9,03 B","R$ 6,91 B","- R$ 3,26 B","R$ 10,17 B","R$ 2,28 B","R$ 2,86"
21,31/03/2019,"R$ 57,95 B","R$ 10,65 B","R$ 8,50 B","- R$ 3,11 B","R$ 11,62 B","R$ 3,18 B","R$ 3,98"
22,31/12/2018,"R$ 58,00 B","R$ 11,59 B","R$ 8,30 B","- R$ 2,99 B","R$ 11,29 B","R$ 2,87 B","R$ 3,60"
23,30/09/2018,"R$ 55,79 B","R$ 12,99 B","R$ 9,35 B","- R$ 3,01 B","R$ 12,36 B","R$ 3,33 B","R$ 4,18"
24,30/06/2018,"R$ 51,61 B","R$ 12,36 B","R$ 8,49 B","- R$ 2,97 B","R$ 11,46 B","R$ 2,79 B","R$ 3,50"
25,31/03/2018,"R$ 49,69 B","R$ 11,90 B","R$ 8,36 B","- R$ 2,97 B","R$ 11,33 B","R$ 3,33 B","R$ 4,18"
26,31/12/2017,"R$ 49,26 B","R$ 12,86 B","R$ 9,36 B","- R$ 2,93 B","R$ 12,29 B","R$ 4,08 B","R$ 5,12"
27,30/09/2017,"R$ 48,68 B","R$ 12,56 B","R$ 5,91 B","- R$ 2,90 B","R$ 8,81 B","R$ 1,17 B","R$ 1,46"
28,30/06/2017,"R$ 48,50 B","R$ 12,76 B","R$ 6,30 B","- R$ 2,86 B","R$ 9,16 B","R$ 1,28 B","R$ 1,61"
29,31/03/2017,"R$ 48,35 B","R$ 13,11 B","R$ 6,33 B","- R$ 2,81 B","R$ 9,14 B","R$ 572,69 M","R$ 0,72"
30,31/12/2016,"R$ 47,66 B","R$ 12,72 B","R$ 5,95 B","- R$ 2,68 B","R$ 8,63 B","- R$ 411,47 M","- R$ 0,52"
31,30/09/2016,"R$ 48,55 B","R$ 12,54 B","R$ 8,65 B","- R$ 2,51 B","R$ 11,15 B","R$ 2,30 B","R$ 2,89"
32,30/06/2016,"R$ 49,55 B","R$ 12,51 B","R$ 8,81 B","- R$ 2,36 B","R$ 11,17 B","R$ 2,98 B","R$ 3,74"
33,31/03/2016,"R$ 49,26 B","R$ 12,02 B","R$ 8,56 B","- R$ 2,18 B","R$ 10,74 B","R$ 3,66 B","R$ 4,60"
34,31/12/2015,"R$ 47,28 B","R$ 10,38 B","R$ 7,05 B","- R$ 2,11 B","R$ 9,17 B","R$ 3,14 B","R$ 3,94"
35,30/09/2015,"R$ 46,56 B","R$ 9,10 B","R$ 6,39 B","- R$ 2,10 B","R$ 8,49 B","R$ 2,98 B","R$ 3,74"
36,30/06/2015,"R$ 45,12 B","R$ 7,57 B","R$ 4,89 B","- R$ 2,07 B","R$ 6,96 B","R$ 1,68 B","R$ 2,10"
37,31/03/2015,"R$ 44,38 B","R$ 6,06 B","R$ 3,41 B","- R$ 2,07 B","R$ 5,48 B","R$ 710,16 M","R$ 0,89"
38,31/12/2014,"R$ 46,03 B","R$ 5,97 B","R$ 3,57 B","- R$ 2,06 B","R$ 5,63 B","R$ 864,06 M","R$ 1,08"
39,30/09/2014,"R$ 45,20 B","R$ 5,76 B","R$ 3,36 B","- R$ 2,07 B","R$ 5,43 B","R$ 812,02 M","R$ 1,02"
40,30/06/2014,"R$ 44,42 B","R$ 5,82 B","R$ 3,51 B","- R$ 2,09 B","R$ 5,59 B","R$ 941,56 M","R$ 1,18"
41,31/03/2014,"R$ 43,31 B","R$ 5,66 B","R$ 3,42 B","- R$ 2,08 B","R$ 5,50 B","R$ 699,00 M","R$ 0,88"
42,31/12/2013,"R$ 40,97 B","R$ 5,15 B","R$ 2,74 B","- R$ 2,06 B","R$ 4,80 B","R$ 509,70 M","R$ 0,64"
