,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 30/09/2024,"-1,75","186,36","0,23","16,53","0,16","R$ 15,86 B","0,00%"
1,30/06/2024,"-1,48","158,03","0,19","14,02","0,14","R$ 13,38 B","0,00%"
2,31/03/2024,"-2,58","5,11","0,23","10,53","0,17","R$ 15,73 B","0,00%"
3,31/12/2023,"-3,95","4,53","0,26","-7,97","0,20","R$ 18,25 B","0,00%"
4,30/09/2023,"-2,84","2,67","0,18","-13,74","0,15","R$ 13,56 B","0,00%"
5,30/06/2023,"-5,77","2,71","0,24","4,43","0,22","R$ 19,34 B","0,00%"
6,31/03/2023,"-5,32","2,74","0,24","4,83","0,24","R$ 20,89 B","0,00%"
7,31/12/2022,"-44,70","2,05","0,16","1,68","0,17","R$ 14,25 B","9,01%"
8,30/09/2022,"13,47","2,95","0,24","2,36","0,28","R$ 25,46 B","28,70%"
9,30/06/2022,"4,61","3,19","0,28","2,21","0,33","R$ 29,83 B","24,40%"
10,31/03/2022,"2,08","2,75","0,29","2,25","0,37","R$ 32,19 B","23,07%"
11,31/12/2021,"2,46","4,38","0,33","2,33","0,37","R$ 35,32 B","17,45%"
12,30/09/2021,"3,01","3,37","0,45","2,99","0,46","R$ 43,85 B","0,00%"
13,30/06/2021,"4,81","5,19","0,54","4,67","0,51","R$ 45,45 B","0,00%"
14,31/03/2021,"-76,63","97,69","0,61","6,51","0,45","R$ 41,81 B","0,00%"
15,31/12/2020,"-3,59","-10,90","0,41","3,82","0,28","R$ 24,70 B","0,00%"
16,30/09/2020,"-3,59","-10,90","0,41","3,82","0,28","R$ 24,70 B","0,00%"
17,30/06/2020,"-1,89","-5,55","0,38","5,86","0,22","R$ 18,72 B","3,56%"
18,31/03/2020,"-3,14","-23,12","0,45","6,88","0,30","R$ 23,26 B","2,89%"
19,31/12/2019,"-4,73","2,71","0,25","5,84","0,19","R$ 12,89 B","5,05%"
20,30/09/2019,"529,57","3,35","0,45","10,32","0,37","R$ 23,73 B","2,75%"
21,30/06/2019,"11,69","3,16","0,46","7,26","0,42","R$ 26,14 B","0,00%"
22,31/03/2019,"10,55","3,99","0,58","3,94","0,54","R$ 34,09 B","0,00%"
23,31/12/2018,"15,17","6,41","0,75","4,70","0,73","R$ 43,53 B","3,46%"
24,30/09/2018,"12,18","5,66","0,73","4,24","0,67","R$ 40,77 B","6,17%"
25,30/06/2018,"15,31","7,42","0,83","4,78","0,73","R$ 43,27 B","5,87%"
26,31/03/2018,"10,37","4,32","0,69","9,35","0,65","R$ 34,84 B","7,26%"
27,31/12/2017,"9,54","5,98","0,79","15,82","0,73","R$ 38,65 B","2,57%"
28,30/09/2017,"33,66","5,07","0,81","14,57","0,74","R$ 39,64 B","0,00%"
29,30/06/2017,"23,43","4,65","0,62","8,37","0,55","R$ 30,06 B","3,34%"
30,31/03/2017,"52,37","5,63","0,62","5,92","0,58","R$ 30,06 B","3,34%"
31,31/12/2016,"-72,89","10,95","0,63","6,32","0,58","R$ 30,06 B","3,34%"
32,30/09/2016,"8,49","3,65","0,40","3,07","0,37","R$ 20,86 B","10,26%"
33,30/06/2016,"4,01","2,08","0,24","1,82","0,23","R$ 13,79 B","8,39%"
34,31/03/2016,"4,01","2,08","0,24","1,82","0,23","R$ 13,79 B","8,39%"
35,31/12/2015,"4,59","3,88","0,34","2,53","0,30","R$ 17,81 B","5,96%"
36,30/09/2015,"3,85","4,93","0,25","1,49","0,19","R$ 14,04 B","4,21%"
37,30/06/2015,"4,68","1,59","0,17","1,37","0,15","R$ 9,11 B","6,15%"
38,31/03/2015,"11,74","2,21","0,19","1,43","0,15","R$ 9,42 B","5,80%"
39,31/12/2014,"8,53","1,22","0,16","1,94","0,15","R$ 8,57 B","6,56%"
40,30/09/2014,"13,50","1,47","0,24","3,84","0,22","R$ 12,60 B","4,41%"
41,30/06/2014,"9,48","1,08","0,20","5,99","0,19","R$ 10,04 B","5,41%"
42,31/03/2014,"14,36","1,22","0,23","3,71","0,22","R$ 11,15 B","4,81%"
43,31/12/2013,"22,76","1,54","0,28","4,72","0,24","R$ 13,06 B","0,00%"
44,30/09/2013,"15,05","1,43","0,30","5,69","0,25","R$ 13,33 B","0,00%"
45,30/06/2013,"41,80","1,29","0,27","3,30","0,23","R$ 11,65 B","0,00%"
46,31/03/2013,"-15,52","1,20","0,29","9,57","0,25","R$ 11,74 B","0,00%"
47,31/12/2012,"-12,53","1,07","0,26","3,56","0,22","R$ 10,31 B","5,27%"
48,30/09/2012,"-7,96","1,16","0,27","4,17","0,24","R$ 10,47 B","5,00%"
49,30/06/2012,"-4,64","1,17","0,28","3,32","0,24","R$ 10,44 B","4,90%"
50,31/03/2012,"-13,44","0,93","0,27","2,25","0,23","R$ 9,54 B","5,31%"
51,31/12/2011,"-19,77","1,07","0,31","3,74","0,28","R$ 11,27 B","6,43%"
52,30/09/2011,"313,20","1,03","0,33","3,30","0,28","R$ 10,89 B","6,51%"
53,30/06/2011,"7,30","1,08","0,39","4,55","0,34","R$ 12,31 B","5,65%"
54,31/03/2011,"6,62","1,34","0,51","7,53","0,42","R$ 16,09 B","4,63%"
55,31/12/2010,"7,34","1,34","0,55","5,11","0,40","R$ 14,99 B","0,00%"
56,30/09/2010,"18,65","1,19","0,56","4,82","0,35","R$ 13,19 B","0,00%"
57,30/06/2010,"12,56","0,93","0,49","3,77","0,26","R$ 9,87 B","0,00%"
58,31/03/2010,"5,64","1,10","0,33","1,90","0,23","R$ 5,77 B","0,00%"
59,31/12/2009,"6,98","1,35","0,42","4,69","0,29","R$ 6,59 B","0,00%"
60,30/09/2009,"-18,17","1,07","0,40","2,51","0,27","R$ 6,27 B","0,00%"
61,30/06/2009,"-2,71","0,98","0,31","2,13","0,22","R$ 5,02 B","0,00%"
62,31/03/2009,"-1,31","0,91","0,20","1,18","0,15","R$ 3,67 B","0,00%"
63,31/12/2008,"-1,06","0,72","0,15","1,07","0,12","R$ 2,46 B","12,40%"
64,30/09/2008,"-13,91","0,83","0,27",NA,"0,22","R$ 4,64 B","6,81%"
65,30/06/2008,"11,49","1,04","0,39",NA,"0,33","R$ 7,13 B","4,69%"
66,31/03/2008,"11,66","1,05","0,32",NA,"0,29","R$ 6,00 B","4,57%"
67,31/12/2007,"11,08","1,05","0,34",NA,"0,29","R$ 6,13 B","0,00%"
68,30/09/2007,"11,94","1,19","0,45",NA,"0,37","R$ 7,03 B","0,00%"
69,30/06/2007,"14,84","1,07","0,41",NA,"0,31","R$ 6,79 B","0,00%"
70,31/03/2007,"70,43","1,37","0,46",NA,"0,38","R$ 6,35 B","0,00%"
71,31/12/2006,"47,91","1,13","0,37",NA,"0,30","R$ 5,41 B","1,18%"
72,30/09/2006,"-140,15","1,17","0,39",NA,"0,32","R$ 5,81 B","6,60%"
73,30/06/2006,"63,89","0,86","0,31",NA,"0,25","R$ 4,18 B","8,66%"
74,31/03/2006,"8,69","1,03","0,37",NA,"0,30","R$ 5,27 B","6,93%"
75,31/12/2005,"8,28","1,14","0,40",NA,"0,33","R$ 5,99 B","7,20%"
76,30/09/2005,"4,62","1,11","0,43",NA,"0,35","R$ 6,53 B","3,76%"
77,30/06/2005,"4,48","1,49","0,54",NA,"0,45","R$ 8,38 B","2,82%"
78,31/03/2005,"0,03","0,01","0,00",NA,"0,00","R$ 34,32 M","2.819,55%"
79,31/12/2004,"12,20","2,01","0,69",NA,"0,57","R$ 10,48 B","1.209,11%"
80,30/09/2004,"767,65","1,73","0,57",NA,"0,40","R$ 8,67 B","0,00%"
81,30/06/2004,"-6,09","1,56","0,31",NA,"0,22","R$ 4,19 B","0,00%"
82,31/03/2004,"40,17","1,56","0,38",NA,"0,25","R$ 4,35 B","0,00%"
83,31/12/2003,"16,05","1,63","0,34",NA,"0,25","R$ 4,41 B","0,00%"
84,30/09/2003,"0,08","0,05","0,01",NA,"0,01","R$ 136,70 M","0,00%"
85,30/06/2003,"-9,06","0,60","0,14",NA,"0,10","R$ 1,40 B","0,00%"
86,31/03/2003,"-1,35","0,54","0,13",NA,"0,07","R$ 1,12 B","0,00%"
87,31/12/2002,"-0,80","0,42","0,12",NA,"0,05","R$ 657,10 M","0,00%"
88,30/09/2002,"-0,32","0,86","0,13",NA,"0,05","R$ 718,95 M","0,00%"
89,30/06/2002,"-0,88","0,20","0,11",NA,"0,06","R$ 487,16 M","0,00%"
90,31/03/2002,"-4,64","0,17","0,11",NA,"0,07","R$ 487,16 M","0,00%"
91,31/12/2001,"-12,56","0,17","0,11",NA,"0,06","R$ 487,16 M","0,00%"
92,30/06/2001,"5,81","0,16","0,12",NA,"0,09","R$ 487,16 M","0,00%"
93,31/03/2001,"2,97","0,16","0,12",NA,"0,09","R$ 487,16 M","0,00%"
94,31/12/2000,"1,56","0,16","0,12",NA,"0,09","R$ 487,16 M","0,00%"
95,30/09/2000,"1,19","0,15","0,13",NA,"0,09","R$ 487,16 M","0,00%"
96,30/06/2000,"1,26","0,15","0,14",NA,"0,09","R$ 487,16 M","0,00%"
97,31/03/2000,"1,46","0,16","0,17",NA,"0,10","R$ 487,16 M","0,00%"
