,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 33,94 M","R$ 7,01 M","- R$ 12,82 M","R$ 3,66 M","- R$ 16,48 M","- R$ 23,26 M","- R$ 0,56"
1,31/03/2024,"R$ 35,01 M","R$ 8,03 M","R$ 945,00 mil","- R$ 6,50 M","R$ 7,44 M","- R$ 7,40 M","- R$ 0,18"
2,31/12/2023,"R$ 20,01 M","R$ 4,60 M","- R$ 5,19 M","- R$ 1,45 M","- R$ 3,75 M","R$ 98,48 M","R$ 2,40"
3,30/09/2023,"R$ 25,19 M","R$ 6,17 M","- R$ 9,35 M","- R$ 1,48 M","- R$ 7,87 M","- R$ 21,24 M","- R$ 0,54"
4,30/06/2023,"R$ 19,67 M","R$ 4,18 M","- R$ 10,39 M","- R$ 1,74 M","- R$ 8,65 M","- R$ 14,51 M","- R$ 0,45"
5,31/03/2023,"R$ 21,39 M","R$ 5,22 M","- R$ 5,43 M","- R$ 1,83 M","- R$ 3,59 M","- R$ 10,08 M","- R$ 0,32"
6,31/12/2022,"R$ 25,53 M","R$ 5,19 M","- R$ 36,00 M","- R$ 5,39 M","- R$ 30,60 M","R$ 81,69 M","R$ 2,69"
7,30/09/2022,"R$ 29,28 M","R$ 6,49 M","- R$ 9,79 M","- R$ 1,57 M","- R$ 8,22 M","- R$ 18,09 M","- R$ 0,60"
8,30/06/2022,"R$ 25,47 M","R$ 6,82 M","- R$ 8,81 M","- R$ 1,24 M","- R$ 7,57 M","- R$ 23,65 M","- R$ 0,81"
9,31/03/2022,"R$ 30,11 M","R$ 6,75 M","- R$ 4,60 M","- R$ 1,31 M","- R$ 3,29 M","R$ 14,92 M","R$ 0,51"
10,31/12/2021,"R$ 30,80 M","R$ 7,89 M","- R$ 10,18 M","- R$ 1,56 M","- R$ 8,63 M","- R$ 686,00 mil","- R$ 0,02"
11,30/09/2021,"R$ 23,80 M","R$ 7,30 M","- R$ 3,20 M","- R$ 1,30 M","- R$ 1,90 M","R$ 121,00 mil","R$ 0,00"
12,30/06/2021,"R$ 19,87 M","R$ 5,22 M","- R$ 12,08 M","- R$ 1,28 M","- R$ 10,81 M","R$ 1,99 M","R$ 0,07"
13,31/03/2021,"R$ 19,08 M","R$ 4,82 M","- R$ 23,58 M","- R$ 1,30 M","- R$ 22,29 M","- R$ 42,76 M","- R$ 1,60"
14,31/12/2020,"R$ 18,92 M","R$ 4,91 M","R$ 50,81 M","- R$ 1,41 M","R$ 52,22 M","R$ 137,39 M","R$ 5,23"
15,30/09/2020,"R$ 14,69 M","R$ 2,81 M","- R$ 12,33 M","- R$ 1,62 M","- R$ 10,71 M","- R$ 22,34 M","- R$ 0,86"
16,30/06/2020,"R$ 6,69 M","R$ 831,00 mil","- R$ 15,55 M","- R$ 1,67 M","- R$ 13,88 M","- R$ 30,60 M","- R$ 1,20"
17,31/03/2020,"R$ 14,29 M","R$ 3,90 M","- R$ 16,97 M","- R$ 1,71 M","- R$ 15,27 M","- R$ 63,87 M","- R$ 2,55"
18,31/12/2019,"R$ 9,37 M","R$ 1,43 M","- R$ 18,13 M","- R$ 1,76 M","- R$ 16,37 M","- R$ 12,69 M","- R$ 0,56"
19,30/09/2019,"R$ 8,10 M","R$ 501,00 mil","R$ 23,64 M","- R$ 2,73 M","R$ 17,81 M","R$ 19,23 M","R$ 0,87"
20,30/06/2019,"R$ 36,60 M","R$ 7,28 M","- R$ 6,74 M","- R$ 3,23 M","- R$ 3,51 M","- R$ 11,45 M","- R$ 0,67"
21,31/03/2019,"R$ 33,76 M","R$ 5,48 M","- R$ 10,89 M","- R$ 3,27 M","- R$ 7,62 M","- R$ 18,13 M","- R$ 1,09"
22,31/12/2018,"R$ 36,17 M","R$ 7,56 M","- R$ 31,59 M","- R$ 3,38 M","- R$ 28,20 M","- R$ 7,04 M","- R$ 0,43"
23,30/09/2018,"R$ 37,71 M","R$ 6,60 M","- R$ 8,02 M","- R$ 3,57 M","- R$ 4,45 M","- R$ 23,42 M","- R$ 1,48"
24,30/06/2018,"R$ 30,39 M","R$ 3,54 M","- R$ 3,87 M","- R$ 3,43 M","- R$ 435,00 mil","- R$ 45,40 M","- R$ 2,93"
25,31/03/2018,"R$ 22,29 M","R$ 1,42 M","- R$ 13,69 M","- R$ 3,27 M","- R$ 10,42 M","- R$ 20,85 M","- R$ 1,38"
26,31/12/2017,"R$ 25,85 M","R$ 2,80 M","- R$ 34,01 M","- R$ 3,28 M","- R$ 30,73 M","- R$ 17,05 M","- R$ 1,81"
27,30/09/2017,"R$ 26,51 M","- R$ 1,35 M","R$ 34,45 M","- R$ 3,40 M","R$ 37,86 M","R$ 43,18 M","R$ 4,60"
28,30/06/2017,"R$ 28,67 M","- R$ 658,00 mil","- R$ 6,45 M","- R$ 6,48 M","R$ 27,00 mil","- R$ 26,72 M","- R$ 2,84"
29,31/03/2017,"R$ 31,33 M","- R$ 6,07 M","- R$ 3,69 M","- R$ 10,39 M","R$ 6,70 M","- R$ 4,91 M","- R$ 0,52"
30,31/12/2016,"R$ 31,07 M","- R$ 3,87 M","R$ 286,00 mil","- R$ 11,43 M","R$ 11,72 M","R$ 484,27 M","R$ 51,55"
31,30/09/2016,"R$ 31,39 M","- R$ 4,77 M","- R$ 25,98 M","- R$ 11,82 M","- R$ 14,16 M","- R$ 51,63 M","- R$ 5,50"
32,30/06/2016,"R$ 29,33 M","- R$ 13,35 M","- R$ 44,78 M","- R$ 12,64 M","- R$ 18,83 M","- R$ 401,75 M","- R$ 42,77"
33,31/03/2016,"R$ 46,69 M","- R$ 8,57 M","- R$ 32,86 M","- R$ 12,58 M","- R$ 20,28 M","- R$ 23,51 M","- R$ 2,50"
34,31/12/2015,"R$ 52,41 M","- R$ 9,44 M","- R$ 12,38 M","- R$ 13,25 M","R$ 871,00 mil","R$ 352,67 M","R$ 37,54"
35,30/09/2015,"R$ 66,74 M","- R$ 11,90 M","- R$ 144,04 M","- R$ 12,82 M","- R$ 131,23 M","- R$ 230,03 M","- R$ 24,49"
36,30/06/2015,"R$ 65,93 M","R$ 4,18 M","- R$ 103,82 M","- R$ 12,58 M","- R$ 91,24 M","- R$ 119,00 M","- R$ 12,67"
37,31/03/2015,"R$ 83,21 M","R$ 6,93 M","- R$ 19,57 M","- R$ 12,42 M","- R$ 7,15 M","- R$ 78,78 M","- R$ 0,02"
38,31/12/2014,"R$ 93,98 M","R$ 3,89 M","- R$ 47,00 M","- R$ 12,72 M","- R$ 34,28 M","- R$ 172,35 M","- R$ 0,04"
39,30/09/2014,"R$ 90,70 M","R$ 11,35 M","- R$ 59,63 M","- R$ 12,84 M","- R$ 62,79 M","- R$ 241,83 M","- R$ 0,05"
40,30/06/2014,"R$ 130,77 M","R$ 21,28 M","- R$ 33,99 M","- R$ 12,77 M","- R$ 21,22 M","- R$ 121,83 M","- R$ 0,77"
41,31/03/2014,"R$ 130,34 M","R$ 27,07 M","- R$ 68,16 M","- R$ 12,99 M","- R$ 55,18 M","- R$ 95,00 M","- R$ 0,60"
42,31/12/2013,"R$ 139,08 M","R$ 188,00 mil","- R$ 78,40 M","- R$ 13,30 M","- R$ 65,11 M","- R$ 140,42 M","- R$ 0,89"
43,30/09/2013,"R$ 138,97 M","R$ 22,78 M","- R$ 21,89 M","- R$ 13,84 M","- R$ 8,04 M","- R$ 76,87 M","- R$ 0,49"
44,30/06/2013,"R$ 147,11 M","R$ 30,56 M","- R$ 16,74 M","- R$ 13,79 M","R$ 18,71 M","- R$ 103,17 M","- R$ 0,66"
45,31/03/2013,"R$ 141,54 M","R$ 25,94 M","- R$ 31,50 M","- R$ 13,18 M","- R$ 18,32 M","- R$ 58,33 M","- R$ 0,37"
46,31/12/2012,"R$ 185,16 M","R$ 22,27 M","- R$ 268,53 M","- R$ 13,30 M","- R$ 255,24 M","- R$ 296,84 M","- R$ 1,89"
47,30/09/2012,"R$ 171,73 M","R$ 32,00 M","- R$ 1,13 M","- R$ 11,22 M","R$ 10,09 M","- R$ 57,38 M","- R$ 0,95"
48,30/06/2012,"R$ 136,62 M","R$ 28,81 M","- R$ 9,33 M","- R$ 7,37 M","- R$ 3,34 M","- R$ 137,37 M","- R$ 2,88"
49,31/03/2012,"R$ 134,05 M","R$ 29,95 M","- R$ 21,96 M","- R$ 8,36 M","- R$ 13,60 M","- R$ 69,10 M","- R$ 1,45"
50,31/12/2011,"R$ 103,72 M","R$ 34,20 M","- R$ 46,66 M","- R$ 9,03 M","- R$ 37,63 M","- R$ 112,25 M","- R$ 2,35"
51,30/09/2011,"R$ 166,07 M","R$ 47,47 M","R$ 10,08 M","- R$ 9,02 M","R$ 19,70 M","- R$ 116,60 M","- R$ 2,44"
52,30/06/2011,"R$ 171,84 M","R$ 53,76 M","R$ 17,23 M","- R$ 7,90 M","R$ 25,14 M","- R$ 3,45 M","- R$ 0,07"
53,31/03/2011,"R$ 137,52 M","R$ 32,55 M","R$ 5,85 M","- R$ 9,98 M","R$ 15,84 M","- R$ 9,04 M","- R$ 0,19"
54,31/12/2010,"R$ 136,65 M","R$ 26,19 M","- R$ 10,14 M",NA,NA,"- R$ 43,17 M","- R$ 0,90"
55,30/09/2010,"R$ 138,77 M","R$ 34,43 M","R$ 3,40 M",NA,NA,"R$ 99,00 mil","R$ 0,00"
