,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 32,78 M","R$ 44,79 M","- R$ 6,32 M","R$ 5,69 M"
1,31/03/2024,"- R$ 19,06 M","R$ 20,02 M","R$ 10,76 M","R$ 11,72 M"
2,31/12/2023,"- R$ 1,09 M","R$ 20,09 M","- R$ 12,27 M","R$ 6,74 M"
3,30/09/2023,"- R$ 14,26 M","R$ 2,19 M","R$ 3,91 M","- R$ 8,16 M"
4,30/06/2023,"- R$ 14,95 M","R$ 1,83 M","R$ 5,26 M","- R$ 7,86 M"
5,31/03/2023,"- R$ 10,07 M","R$ 4,95 M","- R$ 3,40 M","- R$ 8,53 M"
6,31/12/2022,"- R$ 24,52 M","R$ 4,87 M","R$ 13,64 M","- R$ 6,01 M"
7,30/09/2022,"- R$ 25,32 M","R$ 11,51 M","R$ 10,07 M","- R$ 3,75 M"
8,30/06/2022,"- R$ 25,96 M","R$ 11,67 M","R$ 7,32 M","- R$ 6,97 M"
9,31/03/2022,"- R$ 29,88 M","R$ 8,11 M","R$ 12,72 M","- R$ 9,05 M"
10,31/12/2021,"- R$ 14,63 M","R$ 3,91 M","R$ 8,88 M","- R$ 1,84 M"
11,30/09/2021,"R$ 19,18 M","- R$ 28,75 M","R$ 12,96 M","R$ 3,40 M"
12,30/06/2021,"R$ 15,47 M","- R$ 25,97 M","R$ 11,26 M","R$ 752,00 mil"
13,31/03/2021,"R$ 35,04 M","- R$ 23,48 M","R$ 7,77 M","R$ 19,33 M"
14,31/12/2020,"R$ 21,07 M","- R$ 18,73 M","R$ 12,84 M","R$ 15,18 M"
15,30/09/2020,"R$ 46,69 M","- R$ 55,22 M","R$ 7,88 M","- R$ 642,00 mil"
16,30/06/2020,"R$ 37,76 M","- R$ 8,02 M","- R$ 14,10 M","R$ 15,65 M"
17,31/03/2020,"R$ 25,44 M","- R$ 10,52 M","- R$ 16,65 M","- R$ 1,73 M"
18,31/12/2019,"R$ 31,46 M","- R$ 2,75 M","- R$ 24,12 M","R$ 4,59 M"
19,30/09/2019,"- R$ 22,57 M","R$ 62,50 M","- R$ 27,51 M","R$ 12,43 M"
20,30/06/2019,"R$ 1,55 M","R$ 12,66 M","- R$ 12,42 M","R$ 1,80 M"
21,31/03/2019,"R$ 2,69 M","R$ 13,80 M","- R$ 13,74 M","R$ 2,76 M"
22,31/12/2018,"- R$ 22,97 M","R$ 23,43 M","- R$ 1,35 M","- R$ 890,00 mil"
23,30/09/2018,"- R$ 36,74 M","R$ 33,70 M","- R$ 2,18 M","- R$ 5,22 M"
24,30/06/2018,"- R$ 27,85 M","R$ 35,49 M","- R$ 8,97 M","- R$ 1,33 M"
25,31/03/2018,"- R$ 28,27 M","R$ 37,45 M","- R$ 9,52 M","- R$ 345,00 mil"
26,31/12/2017,"- R$ 16,30 M","R$ 22,60 M","- R$ 5,40 M","R$ 902,00 mil"
27,30/09/2017,"R$ 23,38 M","R$ 10,18 M","- R$ 31,92 M","R$ 1,64 M"
28,30/06/2017,"- R$ 3,29 M","R$ 7,95 M","- R$ 5,56 M","- R$ 906,00 mil"
29,31/03/2017,"- R$ 31,63 M","R$ 4,56 M","- R$ 2,86 M","- R$ 29,96 M"
30,31/12/2016,"- R$ 52,89 M","R$ 29,92 M","- R$ 6,80 M","- R$ 29,78 M"
31,30/09/2016,"- R$ 37,59 M","R$ 27,69 M","R$ 12,57 M","R$ 2,67 M"
32,30/06/2016,"- R$ 12,99 M","R$ 27,89 M","- R$ 19,34 M","- R$ 4,43 M"
33,31/03/2016,"R$ 23,06 M","R$ 28,04 M","- R$ 24,01 M","R$ 27,13 M"
34,31/12/2015,"R$ 41,54 M","R$ 10,44 M","- R$ 24,56 M","R$ 27,43 M"
35,30/09/2015,"- R$ 40,53 M","R$ 67,62 M","- R$ 28,67 M","- R$ 1,57 M"
36,30/06/2015,"- R$ 43,26 M","R$ 74,09 M","- R$ 31,76 M","- R$ 926,00 mil"
37,31/03/2015,"- R$ 60,08 M","R$ 79,69 M","- R$ 29,64 M","- R$ 10,02 M"
38,31/12/2014,"- R$ 54,97 M","R$ 67,91 M","- R$ 32,08 M","- R$ 19,14 M"
39,30/09/2014,"- R$ 9,48 M","R$ 12,19 M","- R$ 25,01 M","- R$ 22,29 M"
40,30/06/2014,"- R$ 17,92 M","R$ 34,00 M","- R$ 30,85 M","- R$ 14,77 M"
41,31/03/2014,"- R$ 5,26 M","R$ 46,47 M","- R$ 49,97 M","- R$ 8,74 M"
42,31/12/2013,"R$ 23,14 M","R$ 34,56 M","- R$ 68,88 M","- R$ 11,18 M"
43,30/09/2013,"- R$ 5,78 M","- R$ 4,10 M","R$ 4,71 M","- R$ 5,16 M"
44,30/06/2013,"R$ 3,01 M","R$ 46,29 M","- R$ 135,54 M","- R$ 86,22 M"
45,31/03/2013,"- R$ 48,56 M","- R$ 87,32 M","R$ 131,75 M","- R$ 4,10 M"
46,31/12/2012,"- R$ 76,72 M","- R$ 80,78 M","R$ 166,91 M","R$ 9,45 M"
47,30/09/2012,"- R$ 22,40 M","- R$ 66,12 M","R$ 84,81 M","- R$ 3,67 M"
48,30/06/2012,"- R$ 10,11 M","- R$ 151,42 M","R$ 206,10 M","R$ 44,77 M"
49,31/03/2012,"R$ 16,34 M","- R$ 69,51 M","- R$ 54,97 M","- R$ 108,05 M"
50,31/12/2011,"R$ 10,87 M","- R$ 85,37 M","R$ 40,03 M","- R$ 34,41 M"
51,30/09/2011,"- R$ 22,46 M","- R$ 67,34 M","R$ 17,24 M","- R$ 72,51 M"
52,30/06/2011,"R$ 36,72 M","- R$ 68,53 M","R$ 9,78 M","- R$ 22,23 M"
53,31/03/2011,"R$ 85,46 M","- R$ 83,89 M","- R$ 9,08 M","- R$ 7,62 M"
