,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
28,30/09/2017,"0,05","0,50","0,22","1,12","0,04","R$ 26,11 M","0,00%"
29,30/06/2017,"0,08","1,44","0,27","-10,00","0,05","R$ 32,88 M","0,00%"
30,31/03/2017,"1,27","0,86","0,27","-1,04","0,05","R$ 32,88 M","0,00%"
31,31/12/2016,"4,46","0,74","0,24","-0,62","0,05","R$ 32,88 M","0,00%"
32,30/09/2016,"-0,26","-0,08","0,21","-0,87","0,05","R$ 32,88 M","0,00%"
33,30/06/2016,"-0,11","-0,08","0,17","-2,53","0,05","R$ 32,88 M","0,00%"
34,31/03/2016,"-1,65","0,87","0,14","1,43","0,04","R$ 32,88 M","0,00%"
35,31/12/2015,"-0,44","0,35","0,12","0,79","0,04","R$ 32,88 M","0,00%"
36,30/09/2015,"-0,05","-0,14","0,11","-0,81","0,04","R$ 32,88 M","0,00%"
37,30/06/2015,"-0,05","-0,59","0,10","-0,76","0,04","R$ 32,88 M","0,00%"
38,31/03/2015,"-26,74","228,31","44,89","-273,64","16,03","R$ 16,44 B","0,00%"
39,31/12/2014,"-26,05","172,40","42,78","-299,07","16,08","R$ 16,44 B","0,00%"
40,30/09/2014,"-27,44","76,83","31,51","-1.733,60","14,01","R$ 16,44 B","0,00%"
41,30/06/2014,"-1,27","-0,69","1,02","-30,78","0,43","R$ 551,62 M","0,00%"
42,31/03/2014,"-1,33","-0,80","0,99","-104,91","0,42","R$ 551,62 M","0,00%"
43,31/12/2013,"-1,46","-0,98","0,98","23,84","0,39","R$ 551,62 M","0,00%"
44,30/09/2013,"-0,23","-0,30","0,19","-21,53","0,08","R$ 124,51 M","0,00%"
45,30/06/2013,"-0,16","-0,25","0,13","28,16","0,06","R$ 84,78 M","0,00%"
46,31/03/2013,"-0,31","-0,66","0,26","-3,49","0,11","R$ 169,56 M","0,00%"
47,31/12/2012,"-0,44","-1,27","0,40","-3,19","0,15","R$ 244,92 M","0,00%"
48,30/09/2012,"-0,41","-10,29","0,25","-6,88","0,08","R$ 154,21 M","0,00%"
49,30/06/2012,"-0,34","14,13","0,26","-14,68","0,09","R$ 148,47 M","0,00%"
50,31/03/2012,"-0,63","-1,56","0,32","11,63","0,13","R$ 190,00 M","0,00%"
51,31/12/2011,"-1,01","-5,24","0,42","22,40","0,16","R$ 243,46 M","0,00%"
52,30/09/2011,"-2,08","5,33","0,58","-15,94","0,23","R$ 358,03 M","0,00%"
53,30/06/2011,"-7,79","2,80","0,74","11,79","0,28","R$ 432,98 M","0,00%"
54,31/03/2011,"-7,89","3,15","0,91","6,10","0,33","R$ 521,30 M","0,00%"
55,31/12/2010,"-10,79","4,33","1,36","6,31","0,55","R$ 790,06 M","0,00%"
56,30/09/2010,"-16,39","4,09","1,88","5,52","0,72","R$ 1,04 B","0,00%"
57,30/06/2010,"-22,35","3,76","1,81","6,73","0,66","R$ 980,04 M","0,00%"
58,31/03/2010,"91,62","3,96","1,96","8,30","0,72","R$ 1,08 B","0,00%"
59,31/12/2009,"75,74","4,06","2,10","12,07","0,79","R$ 1,17 B","0,00%"
60,30/09/2009,"-97,21","5,77","1,98","21,47","0,87","R$ 1,28 B","0,00%"
61,30/06/2009,"-15,07","5,28","1,44","19,02","0,68","R$ 1,04 B","0,00%"
62,31/03/2009,"-14,51","8,01","1,93","12,84","0,85","R$ 1,38 B","0,00%"
63,31/12/2008,"-14,16","6,40","1,76","30,21","0,77","R$ 1,24 B","0,00%"
64,30/09/2008,"-47,32","3,84","1,50",NA,"0,67","R$ 1,01 B","0,00%"
65,30/06/2008,"-74,06","8,90","4,28",NA,"1,87","R$ 2,38 B","0,00%"
66,31/03/2008,"-51,48","11,02","6,06",NA,"2,54","R$ 2,78 B","0,00%"
67,31/12/2007,"-46,01","8,88","5,89",NA,"2,06","R$ 2,28 B","0,27%"
68,30/09/2007,"-104,06","11,35","9,10",NA,"2,52","R$ 2,52 B","0,23%"
69,30/06/2007,"926,79","8,18","7,73",NA,"3,08","R$ 1,94 B","0,30%"
70,31/03/2007,"130,13","7,52","7,53",NA,"3,34","R$ 1,84 B","0,32%"
71,31/12/2006,"63,26","6,13","6,73",NA,"2,64","R$ 1,51 B","0,00%"
72,30/09/2006,"41,83","4,91","5,67",NA,"3,69","R$ 1,23 B","0,00%"
73,30/06/2006,"36,46","4,68","5,61",NA,"3,45","R$ 1,13 B","0,00%"
74,31/03/2006,"25,91","10,92","4,92",NA,"6,23","R$ 899,25 M","0,00%"
75,31/12/2005,"132.164,05","61.833,02","24.450,91",NA,"27.595,30","R$ 4,23 T","0,00%"
