,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 472,16 M","R$ 132,14 M","R$ 3,19",41.476.298,0,0,41.476.298,0,0,0,0,41.476.298,0,41.476.298
1,31/03/2024,"R$ 491,44 M","R$ 154,35 M","R$ 3,75",41.109.776,0,0,41.109.776,0,0,0,0,41.109.776,0,41.109.776
2,31/12/2023,"R$ 482,77 M","R$ 159,56 M","R$ 3,89",41.037.776,0,0,41.037.776,0,0,0,0,41.037.776,0,41.037.776
3,30/09/2023,"R$ 497,92 M","R$ 159,21 M","R$ 4,05",39.275.611,0,0,39.275.611,0,0,0,0,39.275.611,0,39.275.611
4,30/06/2023,"R$ 494,16 M","R$ 156,91 M","R$ 4,83",32.477.168,0,0,32.477.168,0,0,0,0,32.477.168,0,32.477.168
5,31/03/2023,"R$ 546,42 M","R$ 174,52 M","R$ 5,62",31.040.244,0,0,31.040.244,0,0,0,0,31.040.244,0,31.040.244
6,31/12/2022,"R$ 573,10 M","R$ 187,71 M","R$ 6,18",30.353.234,0,0,30.353.234,0,0,0,0,30.353.234,0,30.353.234
7,30/09/2022,"R$ 505,21 M","R$ 113,75 M","R$ 3,75",30.353.198,0,0,30.353.198,0,0,0,0,30.353.198,0,30.353.198
8,30/06/2022,"R$ 501,61 M","R$ 124,94 M","R$ 4,28",29.211.160,0,0,29.211.160,0,0,0,0,29.211.160,0,29.211.160
9,31/03/2022,"R$ 501,57 M","R$ 132,71 M","R$ 4,54",29.211.160,0,0,29.211.160,0,0,0,0,29.211.160,0,29.211.160
10,31/12/2021,"R$ 503,03 M","R$ 145,07 M","R$ 4,98",29.116.703,0,0,29.116.703,0,0,0,0,29.116.703,0,29.116.703
11,30/09/2021,"R$ 512,86 M","R$ 133,18 M","R$ 4,57",29.115.943,0,0,29.115.943,0,0,0,0,29.115.943,0,29.115.943
12,30/06/2021,"R$ 485,22 M","R$ 118,23 M","R$ 4,15",28.477.701,0,0,28.477.701,0,0,0,0,28.477.701,0,28.477.701
13,31/03/2021,"R$ 497,44 M","R$ 136,53 M","R$ 5,12",26.684.638,0,0,26.684.638,0,0,0,0,26.684.638,0,26.684.638
14,31/12/2020,"R$ 492,61 M","R$ 140,20 M","R$ 5,34",26.262.840,0,0,26.262.840,0,0,0,0,26.262.840,0,26.262.840
15,30/09/2020,"R$ 503,24 M","R$ 40,64 M","R$ 1,57",25.847.142,0,0,25.847.142,0,0,0,0,25.847.142,0,25.847.142
16,30/06/2020,"R$ 503,11 M","R$ 54,92 M","R$ 2,16",25.437.456,0,0,25.437.456,0,0,0,0,25.437.456,0,25.437.456
17,31/03/2020,"R$ 507,79 M","R$ 75,60 M","R$ 3,02",25.034.015,0,0,25.034.015,0,0,0,0,25.034.015,0,25.034.015
18,31/12/2019,"R$ 504,63 M","R$ 99,57 M","R$ 4,42",22.515.076,0,0,22.515.076,0,0,0,0,22.515.076,0,22.515.076
19,30/09/2019,"R$ 498,23 M","R$ 84,64 M","R$ 3,83",22.122.908,0,0,22.122.908,0,0,0,0,22.122.908,0,22.122.908
20,30/06/2019,"R$ 564,43 M","R$ 47,95 M","R$ 2,82",16.978.437,0,0,16.978.437,0,0,0,0,16.978.437,0,16.978.437
21,31/03/2019,"R$ 570,28 M","R$ 63,28 M","R$ 3,81",16.597.970,0,0,16.597.970,0,0,0,0,16.597.970,0,16.597.970
22,31/12/2018,"R$ 581,73 M","R$ 84,61 M","R$ 5,22",16.222.745,0,0,16.222.745,0,0,0,0,16.222.745,0,16.222.745
23,30/09/2018,"R$ 593,27 M","R$ 97,57 M","R$ 6,15",15.853.203,0,0,15.853.203,0,0,0,0,15.853.203,0,15.853.203
24,30/06/2018,"R$ 588,83 M","R$ 103,60 M","R$ 6,69",15.488.921,0,0,15.488.921,0,0,0,0,15.488.921,0,15.488.921
25,31/03/2018,"R$ 572,24 M","R$ 81,89 M","R$ 5,41",15.130.239,0,0,15.130.239,0,0,0,0,15.130.239,0,15.130.239
26,31/12/2017,"R$ 575,28 M","R$ 85,82 M","R$ 9,14",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
27,30/09/2017,"R$ 651,29 M","R$ 52,01 M","R$ 5,54",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
28,30/06/2017,"R$ 640,03 M","R$ 22,89 M","R$ 2,44",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
29,31/03/2017,"R$ 645,11 M","R$ 38,09 M","R$ 4,06",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
30,31/12/2016,"R$ 642,29 M","R$ 44,61 M","R$ 4,75",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
31,30/09/2016,"R$ 639,04 M","- R$ 438,25 M","- R$ 46,65",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
32,30/06/2016,"R$ 662,22 M","- R$ 388,96 M","- R$ 41,41",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
33,31/03/2016,"R$ 756,99 M","R$ 37,80 M","R$ 4,02",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
34,31/12/2015,"R$ 814,03 M","R$ 93,31 M","R$ 9,93",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
35,30/09/2015,"R$ 907,72 M","- R$ 228,05 M","- R$ 24,28",9.393.834,0,0,9.393.834,0,0,0,0,9.393.834,0,9.393.834
