,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"13,68%","17,39%","20,73%","26,35%","14,71%","1,54%","16,48%","0,88%","5,12%","7,35%","1,74","8,79","7,79","2,38"
1,30/06/2024,"14,96%","18,73%","22,67%","28,38%","16,10%","1,66%","16,42%","0,94%","5,13%","7,39%","1,76","9,13","8,13","2,42"
2,31/03/2024,"14,41%","18,05%","21,83%","27,34%","17,54%","1,79%","16,31%","1,02%","5,07%","7,31%","1,76","8,88","7,88","2,28"
3,31/12/2023,"14,85%","20,37%","22,50%","30,86%","18,22%","1,75%","16,27%","1,07%","4,94%","7,16%","1,64","9,33","8,33","2,04"
4,30/09/2023,"14,13%","17,82%","21,40%","27,01%","22,78%","2,25%","16,38%","1,28%","4,86%","7,00%","1,76","9,56","8,56","2,16"
5,30/06/2023,"13,39%","16,95%","20,29%","25,69%","27,64%","2,74%","16,40%","1,50%","4,88%","6,90%","1,82","9,71","8,71","2,05"
6,31/03/2023,"15,86%","20,25%","24,02%","30,69%","36,13%","3,32%","16,44%","1,85%","5,06%","6,96%","1,79","9,82","8,82","2,16"
7,31/12/2022,"18,11%","22,80%","27,44%","34,55%","44,11%","5,34%","16,44%","2,24%","5,23%","7,04%","2,39","10,43","9,43","1,76"
8,30/09/2022,"17,63%","23,04%","26,71%","34,90%","55,83%","6,46%","16,39%","2,68%","5,35%","7,12%","2,41","10,13","9,13","2,22"
9,30/06/2022,"19,81%","26,00%","30,02%","39,39%","83,36%","7,80%","16,73%","3,39%","5,80%","7,53%","2,30","10,10","9,10","2,33"
10,31/03/2022,"20,52%","27,04%","31,09%","40,97%","99,62%","8,99%","17,00%","3,61%","5,97%","7,68%","2,49","10,89","9,89","1,96"
11,31/12/2021,"22,25%","29,82%","33,72%","45,17%","114,18%","8,55%","17,05%","3,84%","6,16%","7,80%","2,23","8,26","7,26","1,68"
12,30/09/2021,"8,97%","11,33%","13,59%","17,17%","18,53%","4,43%","17,00%","4,31%","6,50%","8,07%","1,03","8,65","7,65","1,59"
13,30/06/2021,"8,45%","10,91%","12,80%","16,54%","18,35%","4,19%","16,70%","4,23%","6,18%","7,72%","0,99","10,68","9,68","1,65"
14,31/03/2021,"8,35%","10,35%","12,65%","15,68%","19,74%","4,20%","16,48%","4,08%","5,91%","7,43%","1,03","11,08","10,08","1,72"
15,31/12/2020,"9,66%","12,53%","14,63%","18,98%","19,70%","3,89%","16,41%","3,88%","5,74%","7,23%","1,00","13,35","12,35","1,65"
16,30/09/2020,"10,43%","13,53%","15,80%","20,50%","13,88%","2,74%","19,29%","1,93%","4,37%","6,68%","1,42","4,19","3,19","1,76"
17,30/06/2020,"9,37%","12,15%","14,19%","18,42%","13,44%","2,66%","19,08%","2,18%","4,59%","6,73%","1,22","4,38","3,38","1,92"
18,31/03/2020,"8,52%","11,06%","12,91%","16,75%","13,92%","2,75%","18,53%","2,69%","4,96%","6,86%","1,02","4,70","3,70","2,54"
19,31/12/2019,NA,NA,NA,NA,NA,NA,"17,67%","3,46%","5,72%","7,32%",NA,"5,06","4,06","1,72"
