,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,HABITASUL,CIA HABITASUL DE PARTICIPACOES,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Participação em sociedades. civis ou comerciais; prestação de serviços técnicos de planejamento. organização e estruturação de empresas ou grupos empresariais.,"R$ 6,00 mil",Financeiro,Exploração de Imóveis,Exploração de Imóveis,-
