,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 980,12 M","- R$ 345,75 M","- R$ 1,63 B","- R$ 997,64 M"
1,31/03/2024,"R$ 341,09 M","- R$ 463,37 M","R$ 833,60 M","R$ 711,32 M"
2,31/12/2023,"R$ 718,98 M","- R$ 455,52 M","- R$ 777,97 M","- R$ 514,50 M"
3,30/09/2023,"R$ 1,04 B","- R$ 478,83 M","- R$ 298,46 M","R$ 259,24 M"
4,30/06/2023,"R$ 844,99 M","- R$ 497,44 M","- R$ 92,71 M","R$ 254,84 M"
5,31/03/2023,"R$ 831,23 M","- R$ 222,61 M","- R$ 4,31 M","R$ 604,31 M"
6,31/12/2022,"R$ 1,04 B","- R$ 193,63 M","- R$ 1,08 B","- R$ 239,90 M"
7,30/09/2022,"R$ 1,19 B","- R$ 355,66 M","- R$ 329,17 M","R$ 502,15 M"
8,30/06/2022,"R$ 860,33 M","R$ 212,78 M","- R$ 1,57 B","- R$ 498,61 M"
9,31/03/2022,"R$ 354,42 M","- R$ 310,20 M","R$ 541,75 M","R$ 585,97 M"
10,31/12/2021,"R$ 626,89 M","- R$ 157,45 M","- R$ 1,88 B","- R$ 1,41 B"
11,30/09/2021,"R$ 548,76 M","- R$ 696,65 M","R$ 876,21 M","R$ 728,32 M"
12,30/06/2021,"R$ 688,12 M","- R$ 335,19 M","- R$ 45,65 M","R$ 307,28 M"
13,31/03/2021,"R$ 644,72 M","R$ 164,19 M","- R$ 1,15 B","- R$ 342,26 M"
14,31/12/2020,"R$ 662,62 M","- R$ 259,65 M","- R$ 1,49 B","- R$ 1,08 B"
15,30/09/2020,"R$ 514,56 M","- R$ 252,35 M","R$ 40,67 M","R$ 302,87 M"
16,30/06/2020,"R$ 697,40 M","- R$ 944,86 M","R$ 1,88 B","R$ 1,63 B"
17,31/03/2020,"R$ 221,97 M","- R$ 311,43 M","- R$ 238,54 M","- R$ 328,01 M"
18,31/12/2019,"R$ 587,72 M","R$ 524,28 M","- R$ 1,74 B","- R$ 632,07 M"
19,30/09/2019,"R$ 952,09 M","- R$ 206,80 M","- R$ 240,15 M","R$ 505,14 M"
20,30/06/2019,"R$ 651,58 M","- R$ 174,56 M","- R$ 131,59 M","R$ 345,43 M"
21,31/03/2019,"R$ 320,91 M","R$ 59,12 M","- R$ 117,74 M","R$ 262,29 M"
22,31/12/2018,"R$ 259,27 M","- R$ 150,52 M","- R$ 830,40 M","- R$ 721,64 M"
23,30/09/2018,"R$ 573,33 M","- R$ 128,83 M","- R$ 496,44 M","- R$ 51,93 M"
24,30/06/2018,"R$ 381,55 M","- R$ 859,66 M","R$ 369,62 M","- R$ 108,49 M"
25,31/03/2018,"R$ 359,02 M","R$ 17,40 M","- R$ 619,25 M","- R$ 242,84 M"
26,31/12/2017,"R$ 389,20 M","- R$ 296,77 M","- R$ 505,97 M","- R$ 413,54 M"
27,30/09/2017,"R$ 513,27 M","- R$ 151,29 M","- R$ 167,12 M","R$ 194,86 M"
28,30/06/2017,"R$ 407,40 M","- R$ 139,76 M","- R$ 147,93 M","R$ 119,71 M"
29,31/03/2017,"R$ 327,23 M","- R$ 46,95 M","- R$ 562,13 M","- R$ 281,85 M"
30,31/12/2016,"R$ 611,84 M","- R$ 344,26 M","R$ 149,16 M","R$ 416,74 M"
31,30/09/2016,"R$ 478,81 M","- R$ 89,29 M","- R$ 88,65 M","R$ 300,87 M"
32,30/06/2016,"R$ 622,90 M","- R$ 109,32 M","- R$ 123,01 M","R$ 390,57 M"
