,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 417,28 M","- R$ 25,49 M","R$ 11,39 M","R$ 403,19 M"
1,31/03/2024,"R$ 510,98 M","- R$ 444,63 M","R$ 53,22 M","R$ 119,56 M"
2,31/12/2023,"R$ 299,42 M","- R$ 22,81 M","R$ 60,54 M","R$ 337,15 M"
3,30/09/2023,"R$ 426,66 M","- R$ 18,68 M","- R$ 16,37 M","R$ 391,62 M"
4,30/06/2023,"R$ 141,38 M","- R$ 19,01 M","- R$ 16,33 M","R$ 106,04 M"
5,31/03/2023,"R$ 384,11 M","R$ 360,40 M","- R$ 56,69 M","R$ 687,82 M"
6,31/12/2022,"R$ 422,70 M","- R$ 15,59 M","- R$ 56,20 M","R$ 350,91 M"
7,30/09/2022,"R$ 254,65 M","- R$ 16,41 M","- R$ 19,99 M","R$ 218,26 M"
8,30/06/2022,"R$ 461,53 M","- R$ 15,88 M","- R$ 20,65 M","R$ 425,00 M"
9,31/03/2022,"R$ 472,90 M","- R$ 14,04 M","- R$ 32,25 M","R$ 426,62 M"
10,31/12/2021,"- R$ 379,84 M","- R$ 9,12 M","- R$ 25,15 M","- R$ 414,11 M"
11,30/09/2021,"- R$ 712,24 M","- R$ 76,72 M","- R$ 26,52 M","- R$ 815,47 M"
12,30/06/2021,"- R$ 640,59 M","- R$ 74,88 M","- R$ 24,45 M","- R$ 739,92 M"
13,31/03/2021,"- R$ 508,60 M","- R$ 73,00 M","- R$ 10,56 M","- R$ 592,15 M"
14,31/12/2020,"R$ 213,72 M","- R$ 78,61 M","- R$ 21,20 M","R$ 113,91 M"
15,30/09/2020,"R$ 544,68 M","- R$ 8,71 M","- R$ 16,01 M","R$ 519,96 M"
16,30/06/2020,"R$ 254,86 M","- R$ 8,43 M","- R$ 436,00 mil","R$ 245,99 M"
17,31/03/2020,"R$ 150,37 M","- R$ 8,78 M","- R$ 76,11 M","R$ 65,49 M"
18,31/12/2019,"- R$ 120,75 M","- R$ 14,78 M","- R$ 81,46 M","- R$ 216,99 M"
19,30/09/2019,"R$ 216,08 M","- R$ 17,82 M","- R$ 80,99 M","R$ 117,26 M"
20,30/06/2019,"R$ 111,28 M","- R$ 41,06 M","- R$ 58,78 M","R$ 11,44 M"
