,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 10,13 B","R$ 714,73 M","R$ 40,17",8.896.776,8.896.776,8.896.776,17.793.552,0,0,0,0,8.896.776,8.896.776,17.793.552
1,31/03/2024,"R$ 9,76 B","R$ 676,77 M","R$ 38,03",8.896.776,8.896.776,8.896.776,17.793.552,0,0,0,0,8.896.776,8.896.776,17.793.552
2,31/12/2023,"R$ 8,97 B","R$ 668,27 M","R$ 37,56",8.896.776,8.896.776,8.896.776,17.793.552,0,0,0,0,8.896.776,8.896.776,17.793.552
3,30/09/2023,"R$ 8,91 B","R$ 616,71 M","R$ 36,48",8.452.990,8.452.990,8.452.990,16.905.980,0,0,0,0,8.452.990,8.452.990,16.905.980
4,30/06/2023,"R$ 8,63 B","R$ 597,59 M","R$ 39,10",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
5,31/03/2023,"R$ 8,47 B","R$ 609,25 M","R$ 39,86",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
6,31/12/2022,"R$ 7,76 B","R$ 595,56 M","R$ 38,96",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
7,30/09/2022,"R$ 8,06 B","R$ 582,34 M","R$ 38,10",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
8,30/06/2022,"R$ 8,17 B","R$ 579,29 M","R$ 37,90",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
9,31/03/2022,"R$ 7,94 B","R$ 573,28 M","R$ 37,51",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
10,31/12/2021,"R$ 7,32 B","R$ 561,32 M","R$ 36,72",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
11,30/09/2021,"R$ 7,36 B","R$ 556,94 M","R$ 36,44",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
12,30/06/2021,"R$ 7,25 B","R$ 535,14 M","R$ 35,01",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
13,31/03/2021,"R$ 7,06 B","R$ 509,05 M","R$ 33,30",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
14,31/12/2020,"R$ 6,83 B","R$ 487,81 M","R$ 31,91",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
15,30/09/2020,"R$ 6,64 B","R$ 497,84 M","R$ 32,57",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
16,30/06/2020,"R$ 6,16 B","R$ 491,54 M","R$ 32,16",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
17,31/03/2020,"R$ 5,85 B","R$ 450,51 M","R$ 29,47",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
18,31/12/2019,"R$ 5,53 B","R$ 433,86 M","R$ 28,38",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
19,30/09/2019,"R$ 5,53 B","R$ 380,89 M","R$ 24,92",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
20,30/06/2019,"R$ 5,49 B","R$ 364,55 M","R$ 23,85",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
21,31/03/2019,"R$ 5,48 B","R$ 424,98 M","R$ 27,80",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
22,31/12/2018,"R$ 5,25 B","R$ 405,94 M","R$ 26,56",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
23,30/09/2018,"R$ 5,20 B","R$ 400,67 M","R$ 26,21",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
24,30/06/2018,"R$ 5,22 B","R$ 388,28 M","R$ 25,40",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
25,31/03/2018,"R$ 5,05 B","R$ 381,15 M","R$ 24,94",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
26,31/12/2017,"R$ 4,87 B","R$ 369,08 M","R$ 24,15",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
27,30/09/2017,"R$ 4,72 B","R$ 346,88 M","R$ 22,69",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
28,30/06/2017,"R$ 4,63 B","R$ 333,97 M","R$ 21,85",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
29,31/03/2017,"R$ 4,70 B","R$ 343,75 M","R$ 22,49",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
30,31/12/2016,"R$ 4,21 B","R$ 334,47 M","R$ 21,88",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
31,30/09/2016,"R$ 4,09 B","R$ 317,53 M","R$ 20,77",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
32,30/06/2016,"R$ 3,97 B","R$ 299,40 M","R$ 19,59",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
33,31/03/2016,"R$ 3,88 B","R$ 297,44 M","R$ 19,46",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
34,31/12/2015,"R$ 3,77 B","R$ 288,63 M","R$ 18,88",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
35,30/09/2015,"R$ 3,79 B","R$ 310,95 M","R$ 20,34",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
36,30/06/2015,"R$ 3,98 B","R$ 295,31 M","R$ 19,32",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
37,31/03/2015,"R$ 3,90 B","R$ 281,64 M","R$ 18,43",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
38,31/12/2014,"R$ 3,73 B","R$ 278,66 M","R$ 18,23",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
39,30/09/2014,"R$ 3,60 B","R$ 295,36 M","R$ 19,32",7.642.545,7.642.545,7.642.545,15.285.090,0,0,0,0,7.642.545,7.642.545,15.285.090
40,30/06/2014,"R$ 3,67 B","R$ 295,81 M","R$ 28,06",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
41,31/03/2014,"R$ 3,68 B","R$ 287,52 M","R$ 27,27",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
42,31/12/2013,"R$ 3,38 B","R$ 279,49 M","R$ 26,51",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
43,30/09/2013,"R$ 3,48 B","R$ 273,29 M","R$ 25,92",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
44,30/06/2013,"R$ 3,24 B","R$ 263,65 M","R$ 25,01",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
45,31/03/2013,"R$ 3,21 B","R$ 277,79 M","R$ 26,35",5.270.721,5.270.721,5.270.721,10.541.442,0,0,0,0,5.270.721,5.270.721,10.541.442
46,31/12/2012,"R$ 2,94 B","R$ 257,81 M","R$ 24,46",5.270.721,5.270.721,5.270.721,10.541.442,0,0,0,0,5.270.721,5.270.721,10.541.442
47,30/09/2012,"R$ 2,86 B","R$ 247,86 M","R$ 23,51",5.271.221,5.271.221,5.271.221,10.542.442,0,0,0,0,5.271.221,5.271.221,10.542.442
48,30/06/2012,"R$ 2,95 B","R$ 237,59 M","R$ 22,54",5.271.221,5.271.221,5.271.221,10.542.442,0,0,0,0,5.271.221,5.271.221,10.542.442
49,31/03/2012,"R$ 2,92 B","R$ 247,08 M","R$ 23,44",5.271.221,5.271.221,5.271.221,10.542.442,0,0,0,0,5.271.221,5.271.221,10.542.442
50,31/12/2011,"R$ 2,76 B","R$ 228,58 M","R$ 21,68",5.270.721,5.270.721,5.270.721,10.541.442,0,0,0,0,5.270.721,5.270.721,10.541.442
51,30/09/2011,"R$ 2,65 B","R$ 224,09 M","R$ 21,26",5.271.221,5.271.221,5.271.221,10.542.442,0,0,0,0,5.271.221,5.271.221,10.542.442
52,30/06/2011,"R$ 2,74 B","R$ 200,14 M","R$ 18,99",5.270.721,5.270.721,5.270.721,10.541.442,0,0,0,0,5.270.721,5.270.721,10.541.442
53,31/03/2011,"R$ 2,68 B","R$ 196,31 M","R$ 18,62",5.270.721,5.270.721,5.270.721,10.541.442,0,0,0,0,5.270.721,5.270.721,10.541.442
54,31/12/2010,"R$ 2,60 B","R$ 195,09 M","R$ 18,51",5.270.721,5.270.721,5.270.721,10.541.442,0,0,0,0,5.270.721,5.270.721,10.541.442
55,30/09/2010,"R$ 2,44 B","R$ 176,86 M","R$ 16,78",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
56,30/06/2010,"R$ 2,43 B","R$ 167,22 M","R$ 15,86",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
57,31/03/2010,"R$ 2,23 B","R$ 155,06 M","R$ 14,71",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
58,31/12/2009,"R$ 2,24 B","R$ 148,53 M","R$ 14,09",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
59,30/09/2009,"R$ 2,37 B","R$ 150,75 M","R$ 14,30",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
60,30/06/2009,"R$ 2,26 B","R$ 146,70 M","R$ 13,92",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
61,31/03/2009,"R$ 2,27 B","R$ 137,61 M","R$ 13,05",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
62,31/12/2008,"R$ 2,15 B","R$ 131,34 M","R$ 12,46",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
63,30/09/2008,"R$ 2,05 B","R$ 130,51 M","R$ 12,38",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
64,30/06/2008,"R$ 2,05 B","R$ 122,80 M","R$ 11,65",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
65,31/03/2008,"R$ 1,84 B","R$ 115,15 M","R$ 10,92",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
66,31/12/2007,"R$ 1,64 B","R$ 108,19 M","R$ 10,26",5.271.000,5.271.000,5.271.000,10.542.000,0,0,0,0,5.271.000,5.271.000,10.542.000
67,30/09/2007,"R$ 1,54 B","R$ 109,51 M","R$ 0,21",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
68,30/06/2007,"R$ 1,55 B","R$ 102,62 M","R$ 0,19",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
69,31/03/2007,"R$ 1,40 B","R$ 108,21 M","R$ 0,21",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
70,31/12/2006,"R$ 1,44 B","R$ 105,86 M","R$ 0,20",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
71,30/09/2006,"R$ 1,33 B","R$ 124,79 M","R$ 0,24",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
72,30/06/2006,"R$ 1,38 B","R$ 113,04 M","R$ 0,21",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
73,31/03/2006,"R$ 1,27 B","R$ 107,11 M","R$ 0,20",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
74,31/12/2005,"R$ 1,20 B","R$ 103,57 M","R$ 0,20",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
75,30/09/2005,"R$ 1,11 B","R$ 108,95 M","R$ 0,21",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
76,30/06/2005,"R$ 1,06 B","R$ 109,08 M","R$ 0,21",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
77,31/03/2005,"R$ 1,03 B","R$ 116,13 M","R$ 0,22",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
78,31/12/2004,"R$ 1,05 B","R$ 111,61 M","R$ 0,21",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
79,30/09/2004,"R$ 954,19 M","R$ 111,12 M","R$ 0,21",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
80,30/06/2004,"R$ 927,87 M","R$ 106,33 M","R$ 0,20",263.536.000,263.536.000,263.536.000,527.072.000,0,0,0,0,263.536.000,263.536.000,527.072.000
