,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 70,50 M","R$ 28,72 M","- R$ 3,50 M","- R$ 45,28 M",232
1,31/03/2024,"- R$ 66,66 M","R$ 17,87 M","- R$ 4,80 M","- R$ 53,59 M",232
2,31/12/2023,"- R$ 75,53 M","R$ 16,10 M","- R$ 4,73 M","- R$ 64,16 M",232
3,30/09/2023,"- R$ 63,30 M","- R$ 16,23 M","- R$ 3,19 M","- R$ 82,71 M",232
4,30/06/2023,"- R$ 63,66 M","- R$ 23,93 M","- R$ 8,14 M","- R$ 95,73 M",232
5,31/03/2023,"- R$ 58,59 M","- R$ 77,48 M","- R$ 7,63 M","- R$ 143,69 M",232
6,31/12/2022,"- R$ 57,14 M","- R$ 105,41 M","- R$ 8,28 M","- R$ 170,82 M",232
7,30/09/2022,"- R$ 62,07 M","- R$ 269,01 M","- R$ 18,20 M","- R$ 349,27 M",232
8,30/06/2022,"- R$ 49,37 M","- R$ 281,99 M","R$ 486,01 M","R$ 154,65 M",232
9,31/03/2022,"- R$ 33,52 M","- R$ 256,25 M","R$ 559,72 M","R$ 269,95 M",232
10,31/12/2021,"- R$ 20,78 M","- R$ 227,18 M","R$ 560,21 M","R$ 312,25 M",232
11,30/09/2021,"R$ 169,42 M","R$ 136,04 M","R$ 758,86 M","R$ 696,22 M",232
12,30/06/2021,"R$ 176,66 M","R$ 157,70 M","R$ 255,97 M","R$ 222,23 M",232
13,31/03/2021,"R$ 181,56 M","R$ 182,28 M","R$ 183,43 M","R$ 179,15 M",232
