,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 1,19 T","R$ 117,27 B","R$ 15,64",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,19.270.000,19.270.000,19.270.000,38.540.000,3.799.425.000,3.660.566.000,7.459.991.000,238
1,31/03/2024,"R$ 1,13 T","R$ 115,56 B","R$ 15,41",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,0,0,0,0,3.818.695.000,3.679.836.000,7.498.531.000,238
2,31/12/2023,"R$ 1,12 T","R$ 114,45 B","R$ 15,26",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,27.193.000,27.193.000,27.193.000,54.386.000,3.791.502.000,3.652.643.000,7.444.145.000,238
3,30/09/2023,"R$ 1,13 T","R$ 113,37 B","R$ 15,12",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,27.240.000,27.240.000,27.240.000,54.480.000,3.791.455.000,3.652.596.000,7.444.051.000,238
4,30/06/2023,"R$ 1,06 T","R$ 112,59 B","R$ 15,01",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,27.064.000,27.064.000,27.064.000,54.128.000,3.791.631.000,3.652.772.000,7.444.403.000,238
5,31/03/2023,"R$ 1,03 T","R$ 112,03 B","R$ 14,94",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,26.288.000,26.288.000,26.288.000,52.576.000,3.792.407.000,3.653.548.000,7.445.955.000,238
6,31/12/2022,"R$ 985,45 B","R$ 110,18 B","R$ 14,69",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,31.162.000,31.162.000,31.162.000,62.324.000,3.787.533.000,3.648.674.000,7.436.207.000,238
7,30/09/2022,"R$ 985,78 B","R$ 109,69 B","R$ 14,63",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,28.017.000,28.017.000,28.017.000,56.034.000,3.790.678.000,3.651.819.000,7.442.497.000,238
8,30/06/2022,"R$ 969,85 B","R$ 107,80 B","R$ 14,38",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,27.776.000,27.776.000,27.776.000,55.552.000,3.790.919.000,3.652.060.000,7.442.979.000,238
9,31/03/2022,"R$ 950,93 B","R$ 105,98 B","R$ 14,13",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,19.580.000,19.580.000,19.580.000,39.160.000,3.799.115.000,3.660.256.000,7.459.371.000,238
10,31/12/2021,"R$ 931,21 B","R$ 105,64 B","R$ 14,09",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,15.755.000,15.755.000,15.755.000,31.510.000,3.802.940.000,3.664.081.000,7.467.021.000,238
11,30/09/2021,"R$ 945,58 B","R$ 105,54 B","R$ 14,08",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,15.821.000,15.821.000,15.821.000,31.642.000,3.802.874.000,3.664.015.000,7.466.889.000,238
12,30/06/2021,"R$ 929,32 B","R$ 106,05 B","R$ 14,14",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,15.821.000,15.821.000,15.821.000,31.642.000,3.802.874.000,3.664.015.000,7.466.889.000,238
13,31/03/2021,"R$ 944,80 B","R$ 104,98 B","R$ 14,00",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,15.821.000,15.821.000,15.821.000,31.642.000,3.802.874.000,3.664.015.000,7.466.889.000,238
14,31/12/2020,"R$ 936,20 B","R$ 105,78 B","R$ 14,11",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,18.829.000,18.829.000,18.829.000,37.658.000,3.799.866.000,3.661.007.000,7.460.873.000,238
15,30/09/2020,"R$ 891,91 B","R$ 103,50 B","R$ 13,80",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,18.838.000,18.838.000,18.838.000,37.676.000,3.799.857.000,3.660.998.000,7.460.855.000,238
16,30/06/2020,"R$ 863,13 B","R$ 100,88 B","R$ 13,45",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,18.871.000,18.871.000,18.871.000,37.742.000,3.799.824.000,3.660.965.000,7.460.789.000,238
17,31/03/2020,"R$ 830,40 B","R$ 99,39 B","R$ 13,26",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,18.947.000,18.947.000,18.947.000,37.894.000,3.799.748.000,3.660.889.000,7.460.637.000,238
18,31/12/2019,"R$ 762,24 B","R$ 96,65 B","R$ 12,89",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,16.702.000,16.702.000,16.702.000,33.404.000,3.801.993.000,3.663.134.000,7.465.127.000,238
19,30/09/2019,"R$ 753,26 B","R$ 99,57 B","R$ 13,28",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,15.844.000,15.844.000,15.844.000,31.688.000,3.802.851.000,3.663.992.000,7.466.843.000,238
20,30/06/2019,"R$ 737,60 B","R$ 96,02 B","R$ 12,80",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,15.226.000,15.226.000,15.226.000,30.452.000,3.803.469.000,3.664.610.000,7.468.079.000,238
21,31/03/2019,"R$ 705,03 B","R$ 93,65 B","R$ 12,53",3.805.067.000,3.666.208.000,3.666.208.000,7.471.275.000,13.628.000,13.628.000,13.628.000,27.256.000,3.791.439.000,3.652.580.000,7.444.019.000,238
22,31/12/2018,"R$ 723,87 B","R$ 91,00 B","R$ 12,18",3.805.378.000,3.666.519.000,3.666.519.000,7.471.897.000,13.317.000,13.317.000,13.317.000,26.634.000,3.792.061.000,3.653.202.000,7.445.263.000,238
23,30/09/2018,"R$ 703,84 B","R$ 91,07 B","R$ 12,18",3.807.635.000,3.668.776.000,3.668.776.000,7.476.411.000,11.060.000,11.060.000,11.060.000,22.120.000,3.796.575.000,3.657.716.000,7.454.291.000,238
24,30/06/2018,"R$ 696,44 B","R$ 88,70 B","R$ 11,83",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,10.915.000,10.915.000,10.915.000,21.830.000,3.807.780.000,3.668.921.000,7.476.701.000,238
25,31/03/2018,"R$ 673,67 B","R$ 87,92 B","R$ 11,73",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,2.833.000,2.833.000,2.833.000,5.666.000,3.815.862.000,3.677.003.000,7.492.865.000,238
26,31/12/2017,"R$ 645,70 B","R$ 86,65 B","R$ 11,57",3.812.850.000,3.673.991.000,3.673.991.000,7.486.841.000,5.845.000,5.845.000,5.845.000,11.690.000,3.807.005.000,3.668.146.000,7.475.151.000,238
27,30/09/2017,"R$ 651,37 B","R$ 89,91 B","R$ 11,99",3.818.695.000,3.679.836.000,3.679.836.000,7.498.531.000,1.838.000,1.838.000,1.838.000,3.676.000,3.816.857.000,3.677.998.000,7.494.855.000,238
28,30/06/2017,"R$ 633,47 B","R$ 87,72 B","R$ 11,60",3.850.971.000,3.712.111.000,3.712.111.000,7.563.082.000,30.356.000,30.356.000,30.356.000,60.712.000,3.820.615.000,3.681.755.000,7.502.370.000,238
29,31/03/2017,"R$ 624,76 B","R$ 87,19 B","R$ 11,59",3.829.485.000,3.690.626.000,3.690.626.000,7.520.111.000,21.486.000,21.486.000,21.486.000,42.972.000,3.807.999.000,3.669.140.000,7.477.139.000,238
30,31/12/2016,"R$ 634,39 B","R$ 84,09 B","R$ 11,19",3.825.185.000,3.686.326.000,3.686.326.000,7.511.511.000,25.786.000,25.786.000,25.786.000,51.572.000,3.799.399.000,3.660.540.000,7.459.939.000,238
31,30/09/2016,"R$ 611,88 B","R$ 87,86 B","R$ 11,69",3.827.637.000,3.688.778.000,3.688.778.000,7.516.415.000,23.334.000,23.334.000,23.334.000,46.668.000,3.804.303.000,3.665.444.000,7.469.747.000,238
32,30/06/2016,"R$ 605,45 B","R$ 85,34 B","R$ 11,36",3.826.465.000,3.687.605.000,3.687.605.000,7.514.070.000,24.506.000,24.506.000,24.506.000,49.012.000,3.801.959.000,3.663.099.000,7.465.058.000,238
33,31/03/2016,"R$ 592,75 B","R$ 83,01 B","R$ 11,04",3.829.491.000,3.690.632.000,3.690.632.000,7.520.123.000,21.480.000,21.480.000,21.480.000,42.960.000,3.808.011.000,3.669.152.000,7.477.163.000,238
34,31/12/2015,"R$ 605,39 B","R$ 79,40 B","R$ 10,55",3.830.753.000,3.691.894.000,3.691.894.000,7.522.647.000,20.218.000,20.218.000,20.218.000,40.436.000,3.810.535.000,3.671.676.000,7.482.211.000,238
