,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
38,31/03/2015,"8,88","0,65","0,74","9,53","0,09","R$ 61,10 B","2,95%",238
39,31/12/2014,"8,04","0,58","0,67","-11,05","0,09","R$ 48,51 B","3,54%",238
40,30/09/2014,"8,13","0,58","0,70","4,16","0,09","R$ 50,52 B","17,31%",238
41,30/06/2014,"9,97","0,72","0,90","13,67","0,12","R$ 57,83 B","14,59%",238
42,31/03/2014,"10,06","0,73","0,91","-24,35","0,12","R$ 53,74 B","15,18%",238
43,31/12/2013,"7,67","0,54","0,74","2,02","0,10","R$ 43,89 B","19,50%",238
44,30/09/2013,"10,95","0,69","0,96","8,45","0,13","R$ 57,99 B","3,96%",238
45,30/06/2013,"9,90","0,64","0,89","10,35","0,12","R$ 51,88 B","4,37%",238
46,31/03/2013,"9,81","0,65","0,88","4,63","0,12","R$ 54,00 B","5,22%",238
47,31/12/2012,"10,25","0,69","0,92","12,19","0,13","R$ 55,87 B","5,04%",238
48,30/09/2012,"8,06","0,64","0,84","3,67","0,13","R$ 54,00 B","5,57%",238
49,30/06/2012,"8,25","0,70","0,90","26,83","0,14","R$ 55,87 B","4,99%",238
50,31/03/2012,"8,09","0,75","0,98","-14,13","0,15","R$ 59,86 B","5,23%",238
51,31/12/2011,"8,24","0,82","1,08","-5,75","0,16","R$ 61,72 B","5,23%",238
52,30/09/2011,"7,61","0,78","1,07","-2,03","0,14","R$ 59,86 B","7,22%",238
53,30/06/2011,"6,98","0,74","1,05","-2,57","0,14","R$ 55,87 B","7,98%",238
54,31/03/2011,"9,34","0,96","1,42","-4,34","0,19","R$ 69,70 B","5,47%",238
55,31/12/2010,"9,19","0,92","1,42","-6,57","0,18","R$ 72,09 B","5,48%",238
56,30/09/2010,"23,80","1,09","1,91","-6,34","0,22","R$ 94,71 B","3,66%",238
57,30/06/2010,"27,60","1,11","1,96","-3,65","0,23","R$ 88,32 B","2,96%",238
58,31/03/2010,"26,24","1,02","1,78","-2,54","0,23","R$ 76,08 B","2,49%",238
59,31/12/2009,"41,98","1,18","1,85","-2,93","0,22","R$ 80,08 B","2,38%",238
60,30/09/2009,"40,73","1,31","1,50","-12,59","0,20","R$ 66,21 B","3,35%",238
61,30/06/2009,"42,74","1,52","1,59","-16,01","0,23","R$ 74,92 B","2,92%",238
62,31/12/2008,"24,73","0,80","1,09","7,04","0,11","R$ 42,58 B","3,91%",238
63,30/09/2008,"19,20","0,72","1,61",,"0,11","R$ 39,32 B","10,65%",238
64,30/06/2008,"15,12","2,44","1,41",,"0,20","R$ 26,64 B","6,17%",238
65,31/03/2008,"16,59","2,96","1,49",,"0,23","R$ 29,30 B","2.964,13%",238
66,31/12/2007,"14,39","2,87","1,46",,"0,23","R$ 26,53 B","3.112,33%",238
67,30/09/2007,"16,87","2,75","1,54",,"0,23","R$ 27,52 B","2.944,53%",238
68,30/06/2007,"15,29","2,64","1,49",,"0,22","R$ 27,42 B","3.137,85%",238
69,31/03/2007,"15,83","2,43","1,55",,"0,21","R$ 20,93 B","0,00%",238
70,31/12/2006,"24,52","2,47","2,15",,"0,19","R$ 19,70 B","0,00%",238
71,30/09/2006,,"2,59",,,"0,23","R$ 19,70 B","0,00%",238
72,30/06/2006,"27,39","2,69","4,55",,"0,80","R$ 4,24 B","0,00%",238
73,31/03/2006,"21,69","2,38","4,93",,"0,83","R$ 4,24 B","0,00%",238
74,31/12/2005,"24,07","2,45","5,16",,"0,81","R$ 4,24 B","0,00%",238
