,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 215,05 M","R$ 93,93 M","R$ 64,21 M","- R$ 33,45 M","R$ 97,66 M","R$ 8,81 M","R$ 0,11"
1,31/03/2024,"R$ 209,15 M","R$ 96,57 M","R$ 70,82 M","- R$ 34,03 M","R$ 104,85 M","R$ 25,54 M","R$ 0,31"
2,31/12/2023,"R$ 198,59 M","R$ 67,06 M","R$ 89,40 M","- R$ 32,81 M","R$ 122,21 M","R$ 88,49 M","R$ 1,07"
3,30/09/2023,"R$ 192,60 M","R$ 71,81 M","R$ 44,50 M","- R$ 33,39 M","R$ 77,89 M","R$ 1,85 M","R$ 0,02"
4,30/06/2023,"R$ 196,25 M","R$ 66,54 M","R$ 43,99 M","- R$ 41,11 M","R$ 85,09 M","- R$ 5,15 M","- R$ 0,06"
5,31/03/2023,"R$ 188,85 M","R$ 42,27 M","R$ 11,83 M","- R$ 60,23 M","R$ 72,05 M","- R$ 45,07 M","- R$ 0,56"
6,31/12/2022,"R$ 179,21 M","R$ 51,19 M","R$ 4,19 M","- R$ 46,66 M","R$ 50,85 M","- R$ 85,80 M","- R$ 1,20"
7,30/09/2022,"R$ 197,18 M","R$ 58,58 M","R$ 22,09 M","- R$ 48,08 M","R$ 70,17 M","- R$ 32,74 M","- R$ 0,46"
8,30/06/2022,"R$ 150,61 M","R$ 44,11 M","R$ 19,33 M","- R$ 30,10 M","R$ 49,43 M","- R$ 11,97 M","- R$ 0,17"
9,31/03/2022,"R$ 99,23 M","R$ 34,01 M","R$ 11,89 M","- R$ 15,69 M","R$ 27,58 M","- R$ 20,15 M","- R$ 0,28"
10,31/12/2021,"R$ 155,36 M","R$ 78,71 M","R$ 58,82 M","- R$ 17,70 M","R$ 76,53 M","- R$ 18,65 M","- R$ 0,26"
11,30/09/2021,"R$ 99,84 M","R$ 38,46 M","R$ 19,81 M","- R$ 13,13 M","R$ 32,94 M","- R$ 2,21 M","- R$ 30,88"
12,30/06/2021,"R$ 92,69 M","R$ 33,50 M","R$ 24,96 M","- R$ 11,88 M","R$ 36,84 M","R$ 5,41 M","R$ 0,08"
13,31/03/2021,"R$ 87,63 M","R$ 28,24 M","- R$ 23,91 M","- R$ 10,68 M","- R$ 13,23 M","- R$ 46,58 M","- R$ 0,65"
14,31/12/2020,"R$ 103,02 M","R$ 43,65 M","R$ 34,93 M","- R$ 13,63 M","R$ 48,56 M","- R$ 10,85 M","- R$ 2,12"
15,30/09/2020,"R$ 97,61 M","R$ 36,79 M","R$ 23,29 M","- R$ 9,64 M","R$ 32,92 M","R$ 47,00 mil","R$ 0,01"
16,30/06/2020,"R$ 99,84 M","R$ 32,75 M","R$ 24,61 M","- R$ 14,68 M","R$ 39,29 M","R$ 24,36 M","R$ 4,76"
17,31/03/2020,"R$ 91,51 M","R$ 33,62 M","R$ 20,46 M","- R$ 12,08 M","R$ 32,54 M","R$ 846,00 mil","R$ 0,17"
18,31/12/2019,NA,NA,NA,NA,NA,NA,NA
