,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 63,93 M","- R$ 112,27 M","R$ 218,18 M","R$ 169,85 M"
1,31/03/2024,"R$ 49,07 M","- R$ 60,98 M","R$ 158,23 M","R$ 146,33 M"
2,31/12/2023,"R$ 35,48 M","- R$ 76,04 M","R$ 161,11 M","R$ 120,55 M"
3,30/09/2023,"R$ 24,74 M","- R$ 478,09 M","R$ 626,86 M","R$ 173,51 M"
4,30/06/2023,"R$ 55,68 M","- R$ 439,81 M","R$ 494,62 M","R$ 110,49 M"
5,31/03/2023,"R$ 7,32 M","- R$ 334,08 M","R$ 435,14 M","R$ 108,37 M"
6,31/12/2022,"R$ 12,67 M","- R$ 290,24 M","R$ 443,53 M","R$ 165,96 M"
7,30/09/2022,"- R$ 68,12 M","- R$ 246,05 M","R$ 336,11 M","R$ 21,94 M"
8,30/06/2022,"- R$ 91,14 M","- R$ 204,87 M","R$ 319,15 M","R$ 23,14 M"
9,31/03/2022,"- R$ 74,36 M","- R$ 178,51 M","R$ 260,36 M","R$ 7,50 M"
10,31/12/2021,"- R$ 93,17 M","- R$ 516,23 M","R$ 606,28 M","- R$ 3,13 M"
11,30/09/2021,"R$ 1,23 M","- R$ 259,44 M","R$ 259,33 M","R$ 1,11 M"
12,30/06/2021,"R$ 26,86 M","- R$ 304,44 M","R$ 274,59 M","- R$ 2,98 M"
13,31/03/2021,"R$ 71,32 M","- R$ 387,10 M","R$ 311,81 M","- R$ 3,98 M"
14,31/12/2020,"R$ 84,46 M","- R$ 48,95 M","- R$ 31,78 M","R$ 3,73 M"
15,30/09/2020,"R$ 68,40 M","- R$ 47,80 M","- R$ 19,05 M","R$ 1,55 M"
16,30/06/2020,"R$ 71,15 M","- R$ 60,94 M","- R$ 18,42 M","- R$ 8,21 M"
17,31/03/2020,"R$ 58,41 M","- R$ 53,76 M","- R$ 525,00 mil","R$ 4,12 M"
18,31/12/2019,"R$ 59,16 M","- R$ 40,31 M","- R$ 19,37 M","- R$ 522,00 mil"
