,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,ORIZON,ORIZON VALORIZACAO DE RESIDUOS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Atuação na cadeia de gestão de resíduos: tratamento e destinação final de resíduos; exploração do biogás. energia e créditos de carbono; beneficiamento de resíduos; e serviços de engenharia ambiental,"R$ 72,77 M",Utilidade Pública,Água e Saneamento,Água e Saneamento,"IBRA, IGC, IGCT, IGNM, ITAG, SMLL, UTIL"
