,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"14,58%","11,92%","22,08%","18,07%","20,25%","5,94%","40,39%","15,29%","32,98%","50,05%","0,39","3,29","2,29","2,37"
1,31/03/2024,"14,10%","11,41%","21,36%","17,29%","20,58%","5,42%","37,91%","13,90%","31,22%","49,61%","0,39","3,14","2,14","2,20"
2,31/12/2023,"11,45%","8,96%","17,35%","13,58%","7,29%","1,93%","31,91%","5,17%","24,44%","46,02%","0,37","3,20","2,20","2,34"
3,30/09/2023,"6,81%","6,93%","10,32%","10,50%","-32,49%","-7,94%","30,63%","-17,73%","13,81%","37,77%","0,45","3,63","2,63","3,30"
4,30/06/2023,"5,36%","5,42%","8,12%","8,21%","-38,38%","-10,10%","28,71%","-21,95%","10,78%","36,53%","0,46","3,41","2,41","3,14"
5,31/03/2023,"4,38%","4,25%","6,64%","6,44%","-51,84%","-14,27%","27,40%","-24,30%","8,02%","33,88%","0,59","3,80","2,80","3,71"
6,31/12/2022,"4,04%","4,18%","6,12%","6,33%","-41,90%","-12,35%","30,00%","-23,79%","9,18%","31,62%","0,52","3,77","2,77","4,27"
7,30/09/2022,"11,02%","11,68%","16,69%","17,70%","-21,87%","-8,85%","35,76%","-13,59%","18,62%","37,14%","0,65","4,09","3,09","2,60"
8,30/06/2022,"10,25%","10,72%","15,53%","16,25%","-14,07%","-5,48%","38,67%","-10,49%","21,75%","36,09%","0,52","3,80","2,80","3,10"
9,31/03/2022,"9,91%","10,58%","15,01%","16,03%","-9,56%","-3,47%","41,31%","-7,96%","25,83%","38,89%","0,44","3,63","2,63","3,20"
10,31/12/2021,"12,73%","13,59%","19,28%","20,59%","-92,00%","-9,25%","41,08%","-14,24%","18,30%","30,56%","0,65","3,39","2,39","4,16"
11,30/09/2021,"9,24%","9,68%","14,00%","14,67%","-89,08%","-8,03%","37,54%","-14,15%","14,56%","27,43%","0,57","2,47","1,47","2,47"
12,30/06/2021,"9,62%","10,32%","14,58%","15,64%","-85,44%","-7,79%","37,32%","-13,64%","15,56%","27,59%","0,57","2,57","1,57","2,85"
13,31/03/2021,"9,55%","12,06%","14,47%","18,28%","27,48%","-5,00%","36,44%","-8,51%","15,18%","27,71%","0,59","2,76","1,76","3,24"
14,31/12/2020,"19,49%","20,35%","29,53%","30,84%","-3,22%","0,54%","37,45%","0,90%","26,35%","39,11%","0,60","9,95","8,95","2,08"
15,30/09/2020,"3,00%","3,13%","4,55%","4,75%","-31,17%","5,26%","34,27%","8,96%","4,15%","18,03%","0,59","11,10","10,10","4,62"
16,30/06/2020,"2,40%","2,51%","3,64%","3,80%","-34,54%","5,83%","32,71%","10,08%","3,37%","19,43%","0,58","10,97","9,97","4,34"
17,31/03/2020,"-2,00%","-2,09%","-3,03%","-3,17%","-3,17%","0,54%","32,29%","0,97%","-2,94%","12,35%","0,55","-5,49","-6,49","9,92"
18,31/12/2019,NA,NA,NA,NA,NA,NA,"30,58%","0,83%","-6,08%","9,29%",NA,"-5,93","-6,93","13,76"
