,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"-48,71%","-15,00%","-73,81%","-22,72%","-3,87%","-3,15%","33,66%","-5,83%","-16,76%","-7,21%","0,54","1,23","0,23","9,80"
1,31/03/2024,"-58,56%","-15,28%","-88,72%","-23,15%","-2,64%","-2,14%","33,39%","-3,92%","-14,90%","-5,64%","0,55","1,22","0,22","13,21"
2,31/12/2023,"-48,29%","-16,87%","-73,17%","-25,57%","-3,76%","-3,06%","32,31%","-5,56%","-16,62%","-7,82%","0,55","1,22","0,22","8,99"
3,30/09/2023,"-55,30%","-18,85%","-83,79%","-28,56%","-3,79%","-3,04%","34,44%","-5,38%","-16,12%","-7,93%","0,57","1,25","0,25","8,62"
4,30/06/2023,"-36,66%","-12,15%","-55,55%","-18,41%","-1,57%","-1,24%","38,95%","-2,17%","-9,04%","-1,70%","0,57","1,23","0,23","40,95"
5,31/03/2023,"-74,55%","-19,08%","-112,96%","-28,91%","-2,06%","-1,58%","37,66%","-2,88%","-10,46%","-3,78%","0,55","1,23","0,23","20,70"
6,31/12/2022,"-72,67%","-40,71%","-110,11%","-61,68%","-4,77%","-3,75%","34,58%","-7,27%","-16,73%","-10,70%","0,52","1,23","0,23","7,65"
7,30/09/2022,"-104,02%","-69,50%","-157,60%","-105,30%","-11,03%","-8,61%","29,74%","-17,67%","-27,91%","-22,75%","0,49","1,25","0,25","4,00"
8,30/06/2022,"-120,03%","-95,31%","-181,86%","-144,41%","-347,26%","-50,30%","28,42%","-28,24%","-40,41%","-35,89%","1,78","1,27","0,27","2,77"
9,31/03/2022,"-136,72%","-109,27%","-207,15%","-165,57%","-291,30%","-43,85%","31,20%","-27,43%","-34,55%","-30,73%","1,60","1,31","0,31","3,84"
10,31/12/2021,"-106,06%","-80,53%","-160,70%","-122,02%","-536,33%","-34,26%","37,43%","-16,29%","-16,87%","-13,56%","2,10","1,27","0,27","10,30"
11,30/09/2021,"-10,42%","-7,91%","-15,79%","-11,99%","-187,01%","-11,94%","43,97%","-5,89%","-1,72%","0,81%","2,03","1,28","0,28","-183,06"
12,30/06/2021,"97,22%","73,81%","147,30%","111,84%","167,86%","10,72%","46,21%","5,57%","16,89%","19,21%","1,93","6,90","5,90","1,17"
13,31/03/2021,"122,01%","92,64%","184,86%","140,36%","290,63%","18,56%","49,64%","10,36%","22,77%","24,94%","1,79","6,64","5,64","0,55"
14,31/12/2020,NA,NA,NA,NA,NA,NA,"50,36%","5,42%","17,65%","19,80%",NA,"15,66","14,66","0,72"
