,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"83,96%","13,67%","127,21%","20,71%","31,92%","3,71%","39,80%","9,03%","34,31%","43,83%","0,41","8,22","7,22","4,35"
1,30/06/2024,"92,73%","14,31%","140,49%","21,68%","32,96%","3,91%","38,28%","8,56%","33,01%","41,80%","0,46","8,57","7,57","4,18"
2,31/03/2024,"78,79%","15,05%","119,38%","22,81%","28,48%","3,57%","37,76%","7,35%","32,31%","41,19%","0,49","9,27","8,27","3,95"
3,31/12/2023,"85,65%","14,61%","129,77%","22,14%","24,72%","3,15%","36,80%","6,44%","31,46%","40,48%","0,49","9,48","8,48","4,09"
4,30/09/2023,"78,07%","14,79%","118,29%","22,41%","24,87%","3,10%","37,28%","6,92%","32,78%","41,84%","0,45","8,60","7,60","3,95"
5,30/06/2023,"64,46%","13,17%","97,67%","19,95%","22,10%","2,95%","35,96%","6,52%","30,84%","40,48%","0,45","8,44","7,44","4,24"
6,31/03/2023,"55,69%","11,47%","84,37%","17,38%","16,03%","2,05%","33,56%","5,25%","27,98%","37,65%","0,39","7,98","6,98","4,42"
7,31/12/2022,"50,81%","10,14%","76,99%","15,37%","11,59%","1,50%","31,79%","4,05%","25,45%","35,04%","0,37","7,86","6,86","4,83"
8,30/09/2022,"35,26%","9,07%","53,43%","13,75%","7,11%","0,87%","30,72%","2,76%","24,54%","35,51%","0,32","8,01","7,01","4,97"
9,30/06/2022,"68,04%","11,73%","103,09%","17,77%","8,42%","1,16%","33,97%","3,30%","28,33%","40,92%","0,35","7,48","6,48","4,38"
10,31/03/2022,"141,29%","13,66%","214,08%","20,70%","208,07%","2,64%","37,14%","6,27%","31,28%","45,29%","0,42","7,83","6,83","3,86"
11,31/12/2021,"152,33%","14,35%","230,81%","21,74%","662,22%","3,35%","39,55%","8,00%","33,71%","48,56%","0,42","7,73","6,73","3,50"
12,30/09/2021,"77,67%","9,79%","117,68%","14,83%","-39,55%","-2,19%","41,01%","-6,13%","26,17%","40,72%","0,36","8,16","7,16","4,21"
13,30/06/2021,"69,28%","8,96%","104,96%","13,58%","-55,87%","-3,00%","41,38%","-8,13%","24,46%","38,85%","0,37","7,25","6,25","3,68"
14,31/03/2021,"31,26%","6,98%","47,37%","10,58%","-75,14%","-3,69%","40,87%","-10,80%","21,84%","36,10%","0,34","78,69","77,69","4,86"
15,31/12/2020,"52,95%","7,85%","80,23%","11,89%","-93,11%","-3,67%","41,08%","-10,60%","21,64%","35,32%","0,35","197,46","196,46","5,07"
16,30/09/2020,"73,12%","11,94%","110,79%","18,09%","76,13%","2,26%","39,56%","7,07%","32,15%","46,25%","0,32","18,04","17,04","3,81"
17,30/06/2020,"41,11%","7,08%","62,29%","10,73%","-24,68%","-1,52%","39,40%","-4,90%","20,09%","34,63%","0,31","18,63","17,63","5,10"
18,31/03/2020,"42,46%","9,93%","64,34%","15,04%","-23,35%","-1,65%","39,64%","-4,20%","21,86%","35,98%","0,39","20,38","19,38","5,34"
19,31/12/2019,"46,19%","9,55%","69,99%","14,47%","-28,96%","-1,85%","38,05%","-4,69%","20,13%","34,49%","0,39","25,35","24,35","5,01"
20,30/09/2019,"38,36%","8,43%","58,13%","12,77%","-25,40%","-2,00%","38,45%","-5,32%","18,61%","31,78%","0,38","33,69","32,69","5,77"
21,30/06/2019,"62,41%","14,16%","94,57%","21,46%","48,08%","3,32%","39,26%","8,48%","32,42%","45,47%","0,39","16,25","15,25","4,15"
22,31/03/2019,"59,80%","14,11%","90,61%","21,38%","42,15%","3,62%","41,14%","9,67%","34,30%","47,81%","0,37","14,15","13,15","3,29"
23,31/12/2018,"73,88%","15,48%","111,94%","23,46%","56,86%","4,79%","43,84%","11,82%","37,37%","51,05%","0,41","15,65","14,65","3,00"
24,30/09/2018,"75,54%","16,12%","114,45%","24,43%","59,07%","6,03%","47,59%","12,74%","37,41%","51,49%","0,47","12,71","11,71","2,79"
25,30/06/2018,"72,67%","16,49%","110,11%","24,99%","77,66%","6,65%","47,90%","13,60%","37,73%","51,34%","0,49","14,50","13,50","2,81"
26,31/03/2018,"80,62%","17,19%","122,15%","26,04%","89,26%","6,50%","48,08%","13,44%","37,88%","51,02%","0,48","11,65","10,65","2,68"
27,31/12/2017,"72,64%","16,52%","110,07%","25,03%","78,50%","5,94%","48,66%","12,26%","37,86%","50,93%","0,48","11,87","10,87","2,69"
28,30/09/2017,"76,67%","17,00%","116,17%","25,75%","85,59%","5,62%","45,82%","12,54%","38,53%","51,07%","0,45","9,79","8,79","2,68"
29,30/06/2017,"78,80%","16,81%","119,39%","25,48%","85,48%","4,87%","45,39%","10,91%","37,88%","50,11%","0,45","11,68","10,68","2,87"
30,31/03/2017,"29,70%","8,60%","45,01%","13,04%","-15,01%","-3,08%","45,60%","-8,45%","27,42%","39,58%","0,37","13,74","12,74","3,70"
31,31/12/2016,"29,87%","8,39%","45,26%","12,72%","-60,96%","-12,27%","45,37%","-34,10%","27,38%","39,39%","0,36","13,21","12,21","3,90"
32,30/09/2016,"28,54%","8,13%","43,24%","12,32%","-64,64%","-13,28%","47,30%","-34,42%","25,35%","38,11%","0,39","15,22","14,22","3,73"
33,30/06/2016,"28,74%","8,03%","43,54%","12,17%","-68,56%","-14,51%","47,30%","-36,80%","25,18%","38,17%","0,39","17,57","16,57","3,74"
34,31/03/2016,"43,25%","12,13%","65,53%","18,38%","7,77%","1,98%","44,82%","4,63%","33,65%","46,59%","0,43","4,87","3,87","3,27"
35,31/12/2015,"44,10%","11,75%","66,82%","17,81%","6,30%","1,63%","44,15%","3,76%","32,60%","45,21%","0,43","4,97","3,97","3,44"
36,30/09/2015,"41,00%","11,28%","62,11%","17,10%","6,20%","1,82%","43,38%","4,27%","30,96%","43,35%","0,43","4,87","3,87","3,62"
37,30/06/2015,"44,15%","11,34%","66,89%","17,18%","9,47%","2,76%","44,13%","6,42%","30,53%","42,43%","0,43","4,73","3,73","3,72"
38,31/03/2015,"45,00%","11,74%","68,18%","17,79%","9,11%","3,03%","40,78%","7,17%","28,41%","39,19%","0,42","3,92","2,92","3,14"
39,31/12/2014,"56,84%","15,57%","86,13%","23,60%","22,78%","7,26%","41,40%","16,07%","37,77%","48,29%","0,45","3,87","2,87","2,52"
40,30/09/2014,"56,62%","16,22%","85,79%","24,58%","23,52%","7,67%","43,55%","17,34%","38,69%","48,89%","0,44","3,40","2,40","2,25"
41,30/06/2014,"58,45%","17,21%","88,57%","26,07%","26,42%","8,48%","42,62%","18,59%","40,17%","49,79%","0,46","3,44","2,44","2,12"
42,31/03/2014,"90,29%","17,98%","136,81%","27,24%","25,99%","9,61%","47,66%","21,04%","44,43%","54,02%","0,46","3,00","2,00","1,62"
43,31/12/2013,"82,33%","14,25%","124,74%","21,59%","18,88%","6,42%","48,97%","15,08%","36,36%","45,33%","0,43","3,14","2,14","2,20"
44,30/09/2013,"92,20%","15,65%","139,70%","23,71%","20,75%","7,70%","49,61%","15,29%","36,94%","45,66%","0,50","3,07","2,07","1,86"
45,30/06/2013,"96,35%","15,75%","145,99%","23,86%","21,19%","7,83%","50,96%","15,39%","37,71%","46,95%","0,51","3,12","2,12","1,86"
46,31/03/2013,"131,43%","21,76%","199,14%","32,97%","21,95%","10,09%","51,91%","16,55%","38,94%","48,46%","0,61","2,71","1,71","1,80"
47,31/12/2012,"145,26%","21,30%","220,10%","32,27%","22,43%","10,15%","51,75%","17,52%","39,56%","49,42%","0,58","2,94","1,94","1,96"
48,30/09/2012,"128,69%","19,62%","194,98%","29,73%","20,55%","9,33%","52,25%","18,08%","40,01%","49,69%","0,52","2,69","1,69","2,18"
49,30/06/2012,"166,79%","19,39%","252,72%","29,38%","21,89%","9,82%","55,04%","20,27%","42,14%","51,43%","0,48","2,71","1,71","2,36"
