,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 515,20 B","R$ 53,08 B","R$ 4,61",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,24.119.600,48.239.200,48.239.200,72.358.800,7.220.045.968,4.213.715.160,11.433.761.128,323
1,31/03/2024,"R$ 487,26 B","R$ 51,96 B","R$ 4,52",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,0,0,0,0,7.244.165.568,4.261.954.360,11.506.119.928,323
2,31/12/2023,"R$ 442,25 B","R$ 49,38 B","R$ 4,29",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,0,0,0,0,7.244.165.568,4.261.954.360,11.506.119.928,323
3,30/09/2023,"R$ 426,16 B","R$ 47,77 B","R$ 4,15",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,24.119.600,48.239.200,48.239.200,72.358.800,7.220.045.968,4.213.715.160,11.433.761.128,323
4,30/06/2023,"R$ 390,00 B","R$ 46,71 B","R$ 4,06",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,24.119.600,48.239.200,48.239.200,72.358.800,7.220.045.968,4.213.715.160,11.433.761.128,323
5,31/03/2023,"R$ 367,17 B","R$ 44,21 B","R$ 3,84",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,24.119.600,48.239.200,48.239.200,72.358.800,7.220.045.968,4.213.715.160,11.433.761.128,323
6,31/12/2022,"R$ 369,59 B","R$ 42,37 B","R$ 3,68",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,10.000.000,0,0,10.000.000,7.234.165.568,4.261.954.360,11.496.119.928,323
7,30/09/2022,"R$ 368,82 B","R$ 42,26 B","R$ 3,67",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,4.547.800,9.095.600,9.095.600,13.643.400,7.239.617.768,4.252.858.760,11.492.476.528,323
8,30/06/2022,"R$ 384,22 B","R$ 41,36 B","R$ 3,59",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,0,0,0,0,7.244.165.568,4.261.954.360,11.506.119.928,323
9,31/03/2022,"R$ 327,95 B","R$ 39,30 B","R$ 3,42",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,847.900,1.695.800,1.695.800,2.543.700,7.243.317.668,4.260.258.560,11.503.576.228,323
10,31/12/2021,"R$ 318,20 B","R$ 37,38 B","R$ 3,25",7.244.165.568,4.261.954.360,4.261.954.360,11.506.119.928,0,0,0,0,7.244.165.568,4.261.954.360,11.506.119.928,323
11,30/09/2021,"R$ 340,56 B","R$ 36,26 B","R$ 3,16",7.234.454.000,4.242.531.224,4.242.531.224,11.476.985.224,1.756.433.722,956.273.250,956.273.250,2.712.706.972,5.478.020.278,3.286.257.974,8.764.278.252,323
12,30/06/2021,"R$ 301,41 B","R$ 35,04 B","R$ 3,05",7.234.454.500,4.242.531.224,4.242.531.224,11.476.985.724,0,0,0,0,7.234.454.500,4.242.531.224,11.476.985.724,323
13,31/03/2021,"R$ 301,28 B","R$ 30,41 B","R$ 10,88",1.784.211.500,1.011.828.806,1.011.828.806,2.796.040.306,0,0,0,0,1.784.211.500,1.011.828.806,2.796.040.306,323
14,31/12/2020,"R$ 253,27 B","R$ 26,68 B","R$ 9,84",1.756.433.722,956.273.250,956.273.250,2.712.706.972,0,0,0,0,1.756.433.722,956.273.250,2.712.706.972,323
15,30/09/2020,"R$ 272,56 B","R$ 25,99 B","R$ 9,58",1.756.433.722,956.273.250,956.273.250,2.712.706.972,0,0,0,0,1.756.433.722,956.273.250,2.712.706.972,323
16,30/06/2020,"R$ 245,13 B","R$ 25,57 B","R$ 9,43",1.756.433.722,956.273.250,956.273.250,2.712.706.972,0,0,0,0,1.756.433.722,956.273.250,2.712.706.972,323
17,31/03/2020,"R$ 236,22 B","R$ 22,00 B","R$ 8,34",1.731.276.922,905.959.650,905.959.650,2.637.236.572,9.948.900,19.897.800,19.897.800,29.846.700,1.721.328.022,886.061.850,2.607.389.872,323
18,31/12/2019,"R$ 166,34 B","R$ 21,60 B","R$ 8,19",1.731.276.922,905.959.650,905.959.650,2.637.236.572,7.089.300,14.178.600,14.178.600,21.267.900,1.724.187.622,891.781.050,2.615.968.672,323
19,30/09/2019,"R$ 179,78 B","R$ 20,77 B","R$ 7,87",1.731.276.922,905.959.650,905.959.650,2.637.236.572,6.573.900,13.147.800,13.147.800,19.721.700,1.724.703.022,892.811.850,2.617.514.872,323
20,30/06/2019,"R$ 188,54 B","R$ 20,38 B","R$ 7,73",1.731.276.922,905.959.650,905.959.650,2.637.236.572,6.358.800,12.717.600,12.717.600,19.076.400,1.724.918.122,893.242.050,2.618.160.172,323
21,31/03/2019,"R$ 182,14 B","R$ 19,39 B","R$ 7,35",1.731.276.922,905.959.650,905.959.650,2.637.236.572,6.358.800,12.717.600,12.717.600,19.076.400,1.724.918.122,893.242.050,2.618.160.172,323
22,31/12/2018,"R$ 131,99 B","R$ 18,94 B","R$ 7,18",1.731.276.922,905.959.650,905.959.650,2.637.236.572,6.358.800,12.717.600,12.717.600,19.076.400,1.724.918.122,893.242.050,2.618.160.172,323
23,30/09/2018,"R$ 179,08 B","R$ 19,13 B","R$ 7,13",1.746.065.322,935.536.450,935.536.450,2.681.601.772,4.735.967,9.471.933,9.471.933,14.207.900,1.741.329.355,926.064.517,2.667.393.872,323
24,30/06/2018,"R$ 168,12 B","R$ 19,16 B","R$ 7,15",1.746.065.322,935.536.450,935.536.450,2.681.601.772,4.677.700,9.355.400,9.355.400,14.033.100,1.741.387.622,926.181.050,2.667.568.672,323
25,31/03/2018,"R$ 153,39 B","R$ 18,65 B","R$ 6,95",1.746.065.322,935.536.450,935.536.450,2.681.601.772,7.038.900,14.077.800,14.077.800,21.116.700,1.739.026.422,921.458.650,2.660.485.072,323
26,31/12/2017,"R$ 117,47 B","R$ 18,75 B","R$ 6,99",1.746.065.322,935.536.450,935.536.450,2.681.601.772,5.227.600,10.455.200,10.455.200,15.682.800,1.740.837.722,925.081.250,2.665.918.972,323
27,30/09/2017,"R$ 143,39 B","R$ 18,55 B","R$ 6,92",1.746.065.322,935.536.450,935.536.450,2.681.601.772,0,0,0,0,1.746.065.322,935.536.450,2.681.601.772,323
28,30/06/2017,"R$ 143,44 B","R$ 18,02 B","R$ 6,60",1.762.281.522,967.968.849,967.968.849,2.730.250.371,6.211.800,12.423.600,12.423.600,18.635.400,1.756.069.722,955.545.249,2.711.614.971,323
29,31/03/2017,"R$ 151,05 B","R$ 18,28 B","R$ 6,58",1.778.353.202,1.000.112.209,1.000.112.209,2.778.465.411,14.626.080,29.252.160,29.252.160,43.878.240,1.763.727.122,970.860.049,2.734.587.171,323
