,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 2,03 B","- R$ 1,71 B","R$ 1,35 B","R$ 1,67 B"
1,31/03/2024,"R$ 610,75 M","R$ 737,09 M","- R$ 834,86 M","R$ 512,99 M"
2,31/12/2023,"R$ 395,91 M","R$ 1,75 B","R$ 11,30 M","R$ 2,16 B"
3,30/09/2023,"R$ 858,47 M","R$ 1,50 B","R$ 767,61 M","R$ 3,12 B"
4,30/06/2023,"R$ 612,07 M","R$ 2,64 B","- R$ 1,51 B","R$ 1,74 B"
5,31/03/2023,"R$ 1,73 B","- R$ 2,43 B","R$ 2,52 B","R$ 1,83 B"
6,31/12/2022,"R$ 1,32 B","- R$ 2,97 B","R$ 2,64 B","R$ 985,18 M"
7,30/09/2022,"R$ 772,38 M","- R$ 2,54 B","R$ 1,86 B","R$ 85,33 M"
8,30/06/2022,"R$ 818,32 M","- R$ 3,02 B","R$ 2,34 B","R$ 128,99 M"
9,31/03/2022,"- R$ 257,36 M","- R$ 1,75 B","R$ 2,15 B","R$ 136,36 M"
10,31/12/2021,"- R$ 121,77 M","- R$ 1,65 B","R$ 1,75 B","- R$ 22,26 M"
11,30/09/2021,"- R$ 732,25 M","- R$ 9,47 B","R$ 10,36 B","R$ 158,08 M"
12,30/06/2021,"- R$ 400,78 M","- R$ 9,77 B","R$ 10,18 B","R$ 14,19 M"
13,31/03/2021,"R$ 118,95 M","- R$ 7,80 B","R$ 7,75 B","R$ 66,36 M"
14,31/12/2020,"- R$ 76,95 M","- R$ 13,39 B","R$ 13,54 B","R$ 78,20 M"
15,30/09/2020,"R$ 920,68 M","- R$ 8,50 B","R$ 7,60 B","R$ 12,19 M"
16,30/06/2020,"R$ 311,99 M","- R$ 8,16 B","R$ 7,86 B","R$ 19,01 M"
17,31/03/2020,"R$ 515,46 M","- R$ 8,62 B","R$ 8,07 B","- R$ 28,27 M"
18,31/12/2019,"R$ 781,97 M","- R$ 4,11 B","R$ 3,20 B","- R$ 123,32 M"
19,30/09/2019,"R$ 528,57 M","- R$ 674,83 M","R$ 82,63 M","- R$ 63,63 M"
20,30/06/2019,"R$ 895,52 M","- R$ 4,28 B","R$ 3,02 B","- R$ 77,05 M"
21,31/03/2019,"R$ 933,04 M","- R$ 3,21 B","R$ 2,21 B","- R$ 62,77 M"
22,31/12/2018,"R$ 788,82 M","- R$ 2,76 B","R$ 2,02 B","R$ 51,63 M"
