,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 48,35 B","R$ 8,67 B","R$ 6,54 B","- R$ 1,49 B","R$ 8,02 B","R$ 3,23 B","R$ 1,41"
1,31/03/2024,"R$ 47,45 B","R$ 8,20 B","R$ 6,13 B","- R$ 1,50 B","R$ 7,63 B","R$ 2,55 B","R$ 1,11"
2,31/12/2023,"R$ 46,51 B","R$ 7,57 B","R$ 5,57 B","- R$ 1,50 B","R$ 7,07 B","R$ 2,04 B","R$ 0,89"
3,30/09/2023,"R$ 40,45 B","R$ 6,61 B","R$ 4,89 B","- R$ 1,56 B","R$ 6,45 B","R$ 1,54 B","R$ 0,67"
4,30/06/2023,"R$ 34,68 B","R$ 6,26 B","R$ 4,56 B","- R$ 1,49 B","R$ 6,05 B","R$ 1,24 B","R$ 0,54"
5,31/03/2023,"R$ 28,86 B","R$ 5,70 B","R$ 4,23 B","- R$ 1,46 B","R$ 5,68 B","R$ 1,28 B","R$ 0,56"
6,31/12/2022,"R$ 22,99 B","R$ 5,20 B","R$ 3,90 B","- R$ 1,40 B","R$ 5,30 B","R$ 1,19 B","R$ 0,52"
7,30/09/2022,"R$ 22,37 B","R$ 5,04 B","R$ 3,94 B","- R$ 1,40 B","R$ 5,35 B","R$ 1,39 B","R$ 0,69"
8,30/06/2022,"R$ 21,62 B","R$ 4,79 B","R$ 3,72 B","- R$ 1,38 B","R$ 5,10 B","R$ 1,34 B","R$ 0,67"
9,31/03/2022,"R$ 21,04 B","R$ 4,72 B","R$ 3,60 B","- R$ 1,31 B","R$ 4,90 B","R$ 1,41 B","R$ 0,70"
10,31/12/2021,"R$ 20,38 B","R$ 4,81 B","R$ 3,67 B","- R$ 1,23 B","R$ 4,90 B","R$ 1,58 B","R$ 0,78"
11,30/09/2021,"R$ 19,41 B","R$ 4,77 B","R$ 3,55 B","- R$ 1,10 B","R$ 4,65 B","R$ 1,45 B","R$ 0,72"
12,30/06/2021,"R$ 17,91 B","R$ 4,42 B","R$ 3,39 B","- R$ 1,00 B","R$ 4,39 B","R$ 1,43 B","R$ 0,71"
13,31/03/2021,"R$ 15,45 B","R$ 3,12 B","R$ 2,09 B","- R$ 914,86 M","R$ 3,01 B","R$ 690,27 M","R$ 0,35"
14,31/12/2020,"R$ 14,03 B","R$ 2,57 B","R$ 1,64 B","- R$ 844,53 M","R$ 2,48 B","R$ 428,33 M","R$ 0,22"
15,30/09/2020,"R$ 13,29 B","R$ 2,39 B","R$ 1,48 B","- R$ 837,87 M","R$ 2,31 B","R$ 427,65 M","R$ 0,23"
16,30/06/2020,"R$ 12,93 B","R$ 2,38 B","R$ 1,42 B","- R$ 801,22 M","R$ 2,22 B","R$ 354,89 M","R$ 0,39"
17,31/03/2020,"R$ 13,59 B","R$ 3,33 B","R$ 2,58 B","- R$ 755,68 M","R$ 3,34 B","R$ 1,02 B","R$ 1,11"
18,31/12/2019,"R$ 13,32 B","R$ 3,48 B","R$ 2,78 B","- R$ 708,80 M","R$ 3,48 B","R$ 1,17 B","R$ 0,63"
19,30/09/2019,"R$ 12,78 B","R$ 3,35 B","R$ 2,70 B","- R$ 619,26 M","R$ 3,32 B","R$ 1,17 B","R$ 1,27"
20,30/06/2019,"R$ 17,36 B","R$ 4,55 B","R$ 3,69 B","- R$ 712,43 M","R$ 4,41 B","R$ 1,79 B","R$ 1,95"
21,31/03/2019,"R$ 13,95 B","R$ 3,59 B","R$ 2,88 B","- R$ 546,45 M","R$ 3,42 B","R$ 1,43 B","R$ 1,55"
22,31/12/2018,"R$ 10,91 B","R$ 2,81 B","R$ 2,28 B","- R$ 393,27 M","R$ 2,67 B","R$ 1,17 B","R$ 1,27"
