,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"7,50%","8,36%","11,36%","12,66%","14,78%","3,72%","17,93%","6,67%","13,53%","16,60%","0,56","4,00","3,00","4,07"
1,31/03/2024,"6,97%","7,64%","10,55%","11,58%","11,62%","2,92%","17,29%","5,37%","12,91%","16,08%","0,54","3,93","2,93","4,10"
2,31/12/2023,"6,04%","6,85%","9,16%","10,39%","9,36%","2,21%","16,28%","4,39%","11,97%","15,19%","0,50","4,01","3,01","4,43"
3,30/09/2023,"8,15%","7,57%","12,35%","11,47%","11,32%","2,75%","16,35%","3,81%","12,08%","15,94%","0,72","4,05","3,05","4,69"
4,30/06/2023,"7,55%","7,00%","11,45%","10,60%","9,12%","2,20%","18,04%","3,56%","13,15%","17,45%","0,62","3,97","2,97","4,93"
5,31/03/2023,"7,86%","7,14%","11,91%","10,82%","9,44%","2,49%","19,74%","4,45%","14,65%","19,69%","0,56","3,98","2,98","5,45"
6,31/12/2022,"6,75%","6,26%","10,22%","9,49%","8,80%","2,28%","22,63%","5,20%","16,96%","23,07%","0,44","4,24","3,24","5,99"
7,30/09/2022,"6,95%","6,35%","10,53%","9,62%","9,70%","2,72%","22,54%","6,20%","17,63%","23,91%","0,44","4,12","3,12","5,42"
8,30/06/2022,"6,71%","6,15%","10,17%","9,31%","8,45%","2,72%","22,15%","6,20%","17,20%","23,58%","0,44","4,14","3,14","5,78"
9,31/03/2022,"6,75%","6,30%","10,23%","9,54%","10,16%","3,03%","22,42%","6,72%","17,10%","23,31%","0,45","3,80","2,80","5,20"
10,31/12/2021,"7,02%","6,47%","10,63%","9,81%","11,57%","3,45%","23,60%","7,73%","18,00%","24,03%","0,45","3,86","2,86","5,62"
11,30/09/2021,"8,89%","8,00%","13,47%","12,13%","28,33%","3,89%","24,55%","7,46%","18,29%","23,97%","0,52","3,57","2,57","5,74"
12,30/06/2021,"8,42%","7,69%","12,76%","11,65%","29,32%","3,95%","24,66%","8,01%","18,90%","24,50%","0,49","3,10","2,10","5,48"
13,31/03/2021,"5,23%","4,90%","7,92%","7,43%","12,99%","1,97%","20,21%","4,47%","13,54%","19,46%","0,44","3,35","2,35","7,92"
14,31/12/2020,"5,67%","5,26%","8,59%","7,97%","8,22%","1,61%","18,30%","3,05%","11,67%","17,69%","0,53","3,35","2,35","9,59"
15,30/09/2020,"5,98%","5,37%","9,06%","8,14%","8,54%","1,77%","17,95%","3,22%","11,10%","17,40%","0,55","7,27","6,27","10,45"
16,30/06/2020,"5,97%","5,22%","9,05%","7,91%","7,36%","1,50%","18,38%","2,75%","10,98%","17,18%","0,55","7,42","6,42","10,88"
17,31/03/2020,"11,25%","9,03%","17,04%","13,68%","22,58%","4,62%","24,52%","7,51%","19,02%","24,58%","0,62","6,58","5,58","6,84"
18,31/12/2019,"14,71%","11,46%","22,29%","17,36%","26,92%","6,13%","26,13%","8,76%","20,84%","26,16%","0,70","5,11","4,11","4,40"
19,30/09/2019,"14,31%","11,15%","21,69%","16,89%","27,00%","6,15%","26,22%","9,16%","21,13%","25,97%","0,67","4,82","3,82","3,95"
20,30/06/2019,"19,58%","15,24%","29,66%","23,10%","41,38%","9,43%","26,22%","10,33%","21,27%","25,38%","0,91","4,90","3,90","2,98"
21,31/03/2019,"15,26%","11,88%","23,12%","18,00%","32,91%","7,50%","25,74%","10,23%","20,64%","24,55%","0,73","4,89","3,89","4,20"
22,31/12/2018,NA,NA,NA,NA,NA,NA,"25,70%","10,72%","20,86%","24,46%",NA,"4,39","3,39","4,36"
