,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 22,66 B","R$ 5,02 B","R$ 4,55",1.104.324.569,0,0,1.104.324.569,13.645.732,0,0,13.645.732,1.090.678.837,0,1.090.678.837
1,31/03/2024,"R$ 22,33 B","R$ 4,89 B","R$ 4,43",1.104.324.569,0,0,1.104.324.569,11.831.832,0,0,11.831.832,1.092.492.737,0,1.092.492.737
2,31/12/2023,"R$ 20,81 B","R$ 4,74 B","R$ 4,29",1.104.324.569,0,0,1.104.324.569,7.891.532,0,0,7.891.532,1.096.433.037,0,1.096.433.037
3,30/09/2023,"R$ 19,22 B","R$ 4,88 B","R$ 4,42",1.104.324.569,0,0,1.104.324.569,7.964.924,0,0,7.964.924,1.096.359.645,0,1.096.359.645
4,30/06/2023,"R$ 18,38 B","R$ 3,91 B","R$ 3,82",1.025.397.970,0,0,1.025.397.970,7.964.924,0,0,7.964.924,1.017.433.046,0,1.017.433.046
5,31/03/2023,"R$ 18,09 B","R$ 3,80 B","R$ 3,71",1.025.397.970,0,0,1.025.397.970,7.964.924,0,0,7.964.924,1.017.433.046,0,1.017.433.046
6,31/12/2022,"R$ 16,68 B","R$ 3,64 B","R$ 3,55",1.025.397.970,0,0,1.025.397.970,7.964.924,0,0,7.964.924,1.017.433.046,0,1.017.433.046
7,30/09/2022,"R$ 15,33 B","R$ 3,66 B","R$ 3,57",1.025.397.970,0,0,1.025.397.970,7.964.924,0,0,7.964.924,1.017.433.046,0,1.017.433.046
8,30/06/2022,"R$ 12,65 B","R$ 2,88 B","R$ 2,95",976.987.970,0,0,976.987.970,8.000.000,0,0,8.000.000,968.987.970,0,968.987.970
9,31/03/2022,"R$ 10,88 B","R$ 2,75 B","R$ 2,81",976.987.970,0,0,976.987.970,8.000.000,0,0,8.000.000,968.987.970,0,968.987.970
10,31/12/2021,"R$ 10,19 B","R$ 2,64 B","R$ 2,72",968.987.970,0,0,968.987.970,8.000.000,0,0,8.000.000,960.987.970,0,960.987.970
11,30/09/2021,"R$ 7,25 B","R$ 2,72 B","R$ 2,79",976.987.970,0,0,976.987.970,8.000.000,0,0,8.000.000,968.987.970,0,968.987.970
12,30/06/2021,"R$ 5,11 B","R$ 1,53 B","R$ 6,73",227.850.990,0,0,227.850.990,2.000.000,0,0,2.000.000,225.850.990,0,225.850.990
13,31/03/2021,"R$ 4,72 B","R$ 1,43 B","R$ 6,27",227.850.990,0,0,227.850.990,2.000.000,0,0,2.000.000,225.850.990,0,225.850.990
14,31/12/2020,"R$ 4,23 B","R$ 506,24 M","R$ 2,64",191.635.662,0,0,191.635.662,2.000.000,0,0,2.000.000,189.635.662,0,189.635.662
15,30/09/2020,"R$ 3,50 B","R$ 512,30 M","R$ 2,67",191.635.662,0,0,191.635.662,2.000.000,0,0,2.000.000,189.635.662,0,189.635.662
16,30/06/2020,"R$ 3,59 B","R$ 569,22 M","R$ 2,97",191.635.662,0,0,191.635.662,2.000.000,0,0,2.000.000,189.635.662,0,189.635.662
17,31/03/2020,"R$ 3,17 B","R$ 526,71 M","R$ 2,75",191.635.662,0,0,191.635.662,2.000.000,0,0,2.000.000,189.635.662,0,189.635.662
18,31/12/2019,"R$ 3,05 B","R$ 490,75 M","R$ 5,12",95.817.831,0,0,95.817.831,1.000.000,0,0,1.000.000,94.817.831,0,94.817.831
19,30/09/2019,"R$ 3,25 B","R$ 525,75 M","R$ 5,49",95.817.831,0,0,95.817.831,1.000.000,0,0,1.000.000,94.817.831,0,94.817.831
20,30/06/2019,"R$ 2,64 B","R$ 489,18 M","R$ 5,11",95.817.831,0,0,95.817.831,1.000.000,0,0,1.000.000,94.817.831,0,94.817.831
21,31/03/2019,"R$ 2,30 B","R$ 463,71 M","R$ 1,61",287.453.495,0,0,287.453.495,24.553.895,0,0,24.553.895,262.899.600,0,262.899.600
22,31/12/2018,"R$ 2,02 B","R$ 581,48 M","R$ 2,02",287.453.495,0,0,287.453.495,24.553.895,0,0,24.553.895,262.899.600,0,262.899.600
