,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 2,87 B","R$ 2,09 B","R$ 7,60",274.656.000,0,0,274.656.000,1.989.000,0,0,1.989.000,272.667.000,0,272.667.000,155
1,31/03/2024,"R$ 2,91 B","R$ 2,00 B","R$ 7,29",274.656.000,0,0,274.656.000,766.000,0,0,766.000,273.890.000,0,273.890.000,155
2,31/12/2023,"R$ 2,78 B","R$ 1,99 B","R$ 8,11",245.916.000,0,0,245.916.000,766.000,0,0,766.000,245.150.000,0,245.150.000,155
3,30/09/2023,"R$ 2,80 B","R$ 1,99 B","R$ 8,07",245.916.000,0,0,245.916.000,766.000,0,0,766.000,245.150.000,0,245.150.000,155
4,30/06/2023,"R$ 2,73 B","R$ 1,89 B","R$ 7,70",245.916.000,0,0,245.916.000,680.000,0,0,680.000,245.236.000,0,245.236.000,155
5,31/03/2023,"R$ 2,72 B","R$ 1,79 B","R$ 7,29",245.916.000,0,0,245.916.000,567.000,0,0,567.000,245.349.000,0,245.349.000,155
6,31/12/2022,"R$ 2,52 B","R$ 1,71 B","R$ 6,96",245.756.000,0,0,245.756.000,492.000,0,0,492.000,245.264.000,0,245.264.000,155
7,30/09/2022,"R$ 2,37 B","R$ 1,61 B","R$ 6,55",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
8,30/06/2022,"R$ 2,18 B","R$ 1,51 B","R$ 6,15",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
9,31/03/2022,"R$ 2,06 B","R$ 1,41 B","R$ 5,72",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
10,31/12/2021,"R$ 2,00 B","R$ 1,36 B","R$ 5,52",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
11,30/09/2021,"R$ 2,08 B","R$ 1,27 B","R$ 5,19",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
12,30/06/2021,"R$ 1,91 B","R$ 1,23 B","R$ 5,01",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
13,31/03/2021,"R$ 1,71 B","R$ 1,14 B","R$ 4,65",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
14,31/12/2020,"R$ 1,68 B","R$ 1,13 B","R$ 4,58",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
15,30/09/2020,"R$ 1,65 B","R$ 1,07 B","R$ 4,36",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
16,30/06/2020,"R$ 1,50 B","R$ 1,03 B","R$ 4,19",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
17,31/03/2020,"R$ 1,38 B","R$ 1,10 B","R$ 4,49",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
18,31/12/2019,"R$ 1,36 B","R$ 1,09 B","R$ 4,42",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
19,30/09/2019,"R$ 1,38 B","R$ 1,04 B","R$ 4,24",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
20,30/06/2019,"R$ 1,34 B","R$ 997,66 M","R$ 4,06",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
21,31/03/2019,"R$ 1,34 B","R$ 967,69 M","R$ 3,94",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
22,31/12/2018,"R$ 1,33 B","R$ 941,16 M","R$ 3,83",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
23,30/09/2018,"R$ 1,18 B","R$ 895,75 M","R$ 3,64",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
24,30/06/2018,"R$ 1,11 B","R$ 854,10 M","R$ 3,48",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
25,31/03/2018,"R$ 1,18 B","R$ 818,16 M","R$ 3,33",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
26,31/12/2017,"R$ 1,12 B","R$ 784,32 M","R$ 3,19",245.756.000,0,0,245.756.000,0,0,0,0,245.756.000,0,245.756.000,155
27,30/09/2017,"R$ 1,08 B","R$ 194,66 M","R$ 1,05",185.230.000,0,0,185.230.000,0,0,0,0,185.230.000,0,185.230.000,155
28,30/06/2017,"R$ 1,10 B","R$ 129,38 M","R$ 0,70",185.230.000,0,0,185.230.000,0,0,0,0,185.230.000,0,185.230.000,155
29,31/03/2017,"R$ 1,05 B","R$ 76,98 M","R$ 0,42",185.230.000,0,0,185.230.000,0,0,0,0,185.230.000,0,185.230.000,155
30,31/12/2016,"R$ 1,08 B","R$ 51,64 M","R$ 0,28",185.230.000,0,0,185.230.000,0,0,0,0,185.230.000,0,185.230.000,155
31,30/09/2016,"R$ 1,16 B","R$ 37,65 M","R$ 0,20",185.230.000,0,0,185.230.000,0,0,0,0,185.230.000,0,185.230.000,155
32,30/06/2016,"R$ 1,13 B","R$ 24,21 M","R$ 0,13",185.230.000,0,0,185.230.000,0,0,0,0,185.230.000,0,185.230.000,155
