,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 114,34 M","R$ 225,36 M","- R$ 225,10 M","R$ 114,57 M",155
1,31/03/2024,"R$ 214,91 M","- R$ 276,40 M","R$ 12,21 M","- R$ 49,33 M",155
2,31/12/2023,"R$ 113,98 M","- R$ 38,95 M","- R$ 77,31 M","- R$ 2,37 M",155
3,30/09/2023,"R$ 153,82 M","- R$ 27,70 M","- R$ 43,91 M","R$ 82,05 M",155
4,30/06/2023,"R$ 95,64 M","- R$ 40,87 M","- R$ 147,44 M","- R$ 92,85 M",155
5,31/03/2023,"R$ 159,82 M","- R$ 29,72 M","R$ 46,40 M","R$ 176,99 M",155
6,31/12/2022,"R$ 84,04 M","- R$ 45,69 M","- R$ 53,51 M","- R$ 14,76 M",155
7,30/09/2022,"R$ 92,06 M","- R$ 40,15 M","R$ 54,72 M","R$ 106,31 M",155
8,30/06/2022,"- R$ 19,03 M","- R$ 31,67 M","- R$ 54,41 M","- R$ 104,95 M",155
9,31/03/2022,"R$ 143,56 M","- R$ 38,80 M","- R$ 9,69 M","R$ 95,96 M",155
10,31/12/2021,"R$ 105,47 M","R$ 36,38 M","- R$ 98,53 M","R$ 42,88 M",155
11,30/09/2021,"R$ 26,96 M","- R$ 27,40 M","- R$ 12,00 M","- R$ 12,99 M",155
12,30/06/2021,"- R$ 13,81 M","- R$ 55,41 M","R$ 84,34 M","R$ 17,75 M",155
13,31/03/2021,"- R$ 20,24 M","- R$ 45,12 M","- R$ 23,19 M","- R$ 91,56 M",155
14,31/12/2020,"- R$ 6,28 M","- R$ 11,02 M","- R$ 3,31 M","- R$ 19,66 M",155
15,30/09/2020,"- R$ 51,27 M","R$ 25,37 M","R$ 29,99 M","R$ 5,82 M",155
16,30/06/2020,"R$ 7,52 M","- R$ 165,81 M","R$ 210,22 M","R$ 51,26 M",155
17,31/03/2020,"R$ 66,49 M","- R$ 22,25 M","R$ 17,41 M","R$ 58,96 M",155
18,31/12/2019,"R$ 35,14 M","- R$ 23,22 M","- R$ 5,19 M","R$ 7,04 M",155
19,30/09/2019,"R$ 19,11 M","- R$ 41,68 M","- R$ 5,47 M","- R$ 28,72 M",155
20,30/06/2019,"R$ 72,73 M","- R$ 90,78 M","- R$ 7,84 M","- R$ 25,74 M",155
