,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"20,24%","18,84%","30,66%","28,54%","27,47%","19,48%","42,23%","18,59%","19,42%","22,91%","1,05","1,48","0,48","-0,16"
1,30/06/2024,"19,47%","18,22%","29,50%","27,61%","26,44%","18,34%","42,16%","17,38%","19,13%","22,65%","1,06","1,37","0,37","-0,08"
2,31/03/2024,"20,16%","19,05%","30,55%","28,86%","27,88%","18,41%","41,86%","17,58%","19,21%","22,74%","1,05","1,45","0,45","0,16"
3,31/12/2023,"19,59%","18,54%","29,68%","28,09%","28,92%","19,63%","41,74%","17,56%","19,25%","22,76%","1,12","1,39","0,39","0,12"
4,30/09/2023,"22,11%","20,40%","33,49%","30,92%","35,04%","23,77%","40,55%","20,41%","19,67%","23,15%","1,16","1,41","0,41","0,02"
5,30/06/2023,"21,09%","19,48%","31,96%","29,52%","35,38%","24,51%","39,23%","19,83%","18,67%","22,07%","1,24","1,44","0,44","0,17"
6,31/03/2023,"21,99%","20,07%","33,32%","30,41%","35,55%","24,23%","37,82%","18,99%","17,96%","21,26%","1,28","1,51","0,51","0,18"
7,31/12/2022,"19,94%","18,26%","30,21%","27,67%","34,65%","23,55%","36,95%","18,52%","17,48%","20,73%","1,27","1,47","0,47","0,42"
8,30/09/2022,"17,89%","16,34%","27,11%","24,75%","26,43%","16,16%","36,33%","13,93%","16,10%","19,40%","1,16","1,47","0,47","0,32"
9,30/06/2022,"18,94%","17,24%","28,70%","26,12%","29,66%","19,17%","35,86%","15,96%","17,39%","20,77%","1,20","1,44","0,44","0,41"
10,31/03/2022,"19,85%","17,76%","30,08%","26,92%","30,89%","20,71%","35,48%","17,37%","18,14%","21,90%","1,19","1,47","0,47","0,33"
11,31/12/2021,"18,95%","16,82%","28,71%","25,48%","27,89%","18,69%","35,32%","16,81%","17,44%","21,36%","1,11","1,47","0,47","0,62"
12,30/09/2021,"17,54%","15,41%","26,58%","23,35%","26,78%","17,39%","32,20%","16,83%","16,52%","20,68%","1,03","1,64","0,64","0,85"
13,30/06/2021,"14,05%","12,23%","21,28%","18,53%","19,83%","13,60%","31,36%","13,14%","13,55%","18,04%","1,04","1,55","0,55","1,04"
14,31/03/2021,"3,83%","3,30%","5,81%","5,00%","3,38%","2,69%","30,12%","2,98%","4,18%","9,77%","0,91","1,49","0,49","1,85"
15,31/12/2020,"2,57%","2,24%","3,89%","3,40%","2,91%","2,33%","29,53%","2,68%","3,08%","9,52%","0,87","1,49","0,49","1,36"
16,30/09/2020,"1,34%","1,18%","2,03%","1,79%","2,12%","1,60%","33,64%","2,02%","1,69%","9,01%","0,79","1,54","0,54","1,37"
17,30/06/2020,"1,10%","0,96%","1,67%","1,45%","2,06%","1,53%","33,82%","1,92%","1,30%","9,05%","0,80","1,46","0,46","1,09"
18,31/03/2020,"9,96%","8,61%","15,10%","13,05%","13,00%","9,37%","34,41%","9,69%","9,14%","15,73%","0,97","1,25","0,25","-0,28"
19,31/12/2019,"11,78%","10,03%","17,85%","15,20%","15,20%","10,78%","34,69%","10,52%","10,42%","16,36%","1,03","1,25","0,25","-0,09"
20,30/09/2019,"14,22%","11,85%","21,55%","17,96%","16,09%","12,24%","35,21%","10,75%","11,72%","17,57%","1,14","1,33","0,33","-0,04"
21,30/06/2019,"14,78%","12,20%","22,40%","18,49%","16,61%","12,74%","35,68%","10,89%","11,71%","17,32%","1,17","1,34","0,34","-0,16"
22,31/03/2019,"16,27%","13,21%","24,65%","20,02%","17,71%","12,31%","35,82%","11,53%","12,08%","17,31%","1,07","1,39","0,39","-0,26"
23,31/12/2018,"16,61%","13,54%","25,17%","20,52%","19,39%","13,58%","35,92%","12,18%","12,79%","17,78%","1,11","1,41","0,41","-0,04"
24,30/09/2018,"17,07%","20,47%","25,86%","31,01%","77,76%","14,00%","35,93%","12,51%","13,42%","18,13%","1,12","1,31","0,31","-0,10"
25,30/06/2018,"19,56%","23,24%","29,64%","35,22%","137,43%","16,14%","36,74%","14,44%","15,63%","20,19%","1,12","1,30","0,30","-0,12"
26,31/03/2018,"24,57%","30,18%","37,23%","45,73%","254,96%","18,74%","37,68%","15,59%","18,43%","22,90%","1,20","1,44","0,44","-0,21"
27,31/12/2017,"22,96%","27,68%","34,79%","41,95%","365,85%","17,51%","38,19%","14,96%","19,06%","23,48%","1,17","1,43","0,43","-0,02"
28,30/09/2017,"20,41%","23,60%","30,93%","35,76%","417,12%","13,59%","37,79%","12,51%","17,35%","22,46%","1,09","5,55","4,55","1,17"
29,30/06/2017,"18,37%","21,27%","27,84%","32,22%","458,26%","9,80%","36,94%","9,09%","15,69%","20,81%","1,08","8,51","7,51","1,64"
30,31/03/2017,"13,49%","15,50%","20,43%","23,48%","225,00%","5,33%","35,57%","5,06%","11,98%","17,44%","1,05","13,60","12,60","2,09"
31,31/12/2016,"10,15%","11,44%","15,38%","17,33%","100,56%","2,88%","34,61%","3,15%","10,48%","16,41%","0,92","20,89","19,89","2,81"
32,30/09/2016,"3,75%","4,15%","5,68%","6,29%","-9,31%","-0,48%","35,44%","-0,83%","5,83%","13,08%","0,58","30,70","29,70","5,35"
33,30/06/2016,"3,62%","3,97%","5,48%","6,01%","-46,04%","-1,44%","32,27%","-2,13%","4,75%","12,39%","0,68","46,78","45,78","5,32"
34,31/03/2016,"3,46%","3,52%","5,24%","5,34%","-56,50%","-2,67%","30,53%","-3,67%","4,24%","11,61%","0,73","42,19","41,19","5,30"
35,31/12/2015,"3,28%","3,34%","4,97%","5,06%","-82,11%","-3,93%","29,76%","-5,17%","3,93%","11,34%","0,76","34,86","33,86","5,94"
36,30/09/2015,"10,04%","9,67%","15,21%","14,65%","-22,19%","-0,79%","29,16%","-0,75%","8,42%","14,12%","1,05","19,30","18,30","3,73"
37,30/06/2015,"10,10%","9,22%","15,30%","13,96%","-41,75%","-1,25%","30,08%","-1,15%","8,28%","13,91%","1,09","31,94","30,94","3,60"
38,31/03/2015,"6,91%","5,83%","10,47%","8,84%","-53,51%","-3,61%","29,02%","-3,43%","5,74%","11,64%","1,05","21,18","20,18","4,62"
39,31/12/2014,"3,29%","2,76%","4,99%","4,18%","-54,62%","-5,74%","27,14%","-5,75%","2,99%","9,00%","1,00","20,91","19,91","6,04"
40,30/09/2014,"-1,14%","-1,21%","-1,73%","-1,83%","228,09%","-10,40%","22,69%","-10,64%","-1,16%","4,83%","0,98","28,15","27,15","11,09"
